candidate_number,take_trade,skip_reason,fvg_ts,entry_ts,direction,symbol,gap_low,gap_high,gap_mid,gap_width,entry_price,stop_price,natural_risk_points,risk_points,max_sl,stop_was_capped,exit_ts,final_exit_price,tp1_hit,tp2_hit,tp3_hit,stopped,closed_eod,contract_points,mnq_profit_dollars,largest_open_adverse_points,result
102,true,"",2026-03-30T20:00:00.000000,2026-03-30T22:05:00.000000,bear,NQM6,23147.75,23262.25,23205.0,114.5,23147.75,23247.75,114.5,100.0,100,true,2026-03-30T23:01:00.000000,23072.75,true,true,true,false,false,150.0,300.0,0.0,tp3
103,true,"",2026-03-31T04:00:00.000000,2026-03-31T05:15:00.000000,bull,NQM6,23147.75,23235.0,23191.375,87.25,23235.0,23147.75,87.25,87.25,100,false,2026-03-31T05:34:00.000000,23310.0,true,true,true,false,false,150.0,300.0,0.0,tp3
96,true,"",2026-03-27T12:00:00.000000,2026-03-31T16:39:00.000000,bear,NQM6,23667.5,23853.75,23760.625,186.25,23667.5,23767.5,186.25,100.0,100,true,2026-03-31T16:41:00.000000,23767.5,false,false,false,true,false,-300.0,-600.0,-154.5,stop
105,true,"",2026-03-31T20:00:00.000000,2026-03-31T20:04:00.000000,bull,NQM6,23587.75,23868.25,23728.0,280.5,23868.25,23768.25,280.5,100.0,100,true,2026-03-31T20:20:00.000000,23943.25,true,true,true,false,false,150.0,300.0,0.0,tp3
106,true,"",2026-04-02T04:00:00.000000,2026-04-02T07:59:00.000000,bear,NQM6,23882.0,24158.0,24020.0,276.0,23882.0,23982.0,276.0,100.0,100,true,2026-04-02T10:11:00.000000,23807.0,true,true,true,false,false,150.0,300.0,0.0,tp3
107,true,"",2026-04-02T16:00:00.000000,2026-04-02T16:20:00.000000,bull,NQM6,23881.75,24057.5,23969.625,175.75,24057.5,23957.5,175.75,100.0,100,true,2026-04-02T16:33:00.000000,24132.5,true,true,true,false,false,150.0,300.0,0.0,tp3
108,true,"",2026-04-05T20:00:00.000000,2026-04-05T22:58:00.000000,bear,NQM6,24097.0,24114.25,24105.625,17.25,24097.0,24114.25,17.25,17.25,100,false,2026-04-06T00:00:00.000000,24097.0,true,true,false,true,false,75.0,150.0,-39.0,tp2_partial_or_eod
109,true,"",2026-04-06T04:00:00.000000,2026-04-06T07:11:00.000000,bull,NQM6,24097.0,24207.25,24152.125,110.25,24207.25,24107.25,110.25,100.0,100,true,2026-04-06T07:42:00.000000,24282.25,true,true,true,false,false,150.0,300.0,0.0,tp3
110,true,"",2026-04-07T04:00:00.000000,2026-04-07T04:50:00.000000,bear,NQM6,24264.0,24298.25,24281.125,34.25,24264.0,24298.25,34.25,34.25,100,false,2026-04-07T08:00:00.000000,24264.0,true,true,false,true,false,75.0,150.0,-6.0,tp2_partial_or_eod
112,true,"",2026-04-08T00:00:00.000000,2026-04-08T00:36:00.000000,bull,NQM6,24381.0,25007.75,24694.375,626.75,25007.75,24907.75,626.75,100.0,100,true,2026-04-08T00:49:00.000000,25082.75,true,true,true,false,false,150.0,300.0,0.0,tp3
89,true,"",2026-03-18T12:00:00.000000,2026-04-08T04:05:00.000000,bear,NQM6,25119.0,25130.5,25124.75,11.5,25119.0,25130.5,11.5,11.5,100,false,2026-04-08T04:13:00.000000,25130.5,false,false,false,true,false,-34.5,-69.0,-20.0,stop
114,true,"",2026-04-08T08:00:00.000000,2026-04-08T08:04:00.000000,bull,NQM6,25118.75,25134.25,25126.5,15.5,25134.25,25118.75,15.5,15.5,100,false,2026-04-08T08:59:00.000000,25209.25,true,true,true,false,false,150.0,300.0,0.0,tp3
113,true,"",2026-04-08T04:00:00.000000,2026-04-08T13:41:00.000000,bull,NQM6,25086.0,25102.5,25094.25,16.5,25102.5,25086.0,16.5,16.5,100,false,2026-04-08T13:42:00.000000,25102.5,true,false,false,true,false,25.0,50.0,-11.5,tp1_partial_or_be
115,true,"",2026-04-09T16:00:00.000000,2026-04-09T18:25:00.000000,bull,NQM6,25039.0,25145.0,25092.0,106.0,25145.0,25045.0,106.0,100.0,100,true,2026-04-09T19:09:00.000000,25220.0,true,true,true,false,false,150.0,300.0,0.0,tp3
116,true,"",2026-04-12T20:00:00.000000,2026-04-12T22:12:00.000000,bear,NQM6,25019.25,25222.25,25120.75,203.0,25019.25,25119.25,203.0,100.0,100,true,2026-04-12T22:29:00.000000,24944.25,true,true,true,false,false,150.0,300.0,0.0,tp3
117,true,"",2026-04-13T00:00:00.000000,2026-04-13T01:57:00.000000,bear,NQM6,25093.75,25276.75,25185.25,183.0,25093.75,25193.75,183.0,100.0,100,true,2026-04-13T04:55:00.000000,25093.75,true,false,false,true,false,25.0,50.0,-2.25,tp1_partial_or_be
119,true,"",2026-04-13T16:00:00.000000,2026-04-13T16:05:00.000000,bull,NQM6,25194.75,25282.5,25238.625,87.75,25282.5,25194.75,87.75,87.75,100,false,2026-04-13T16:20:00.000000,25357.5,true,true,true,false,false,150.0,300.0,0.0,tp3
120,true,"",2026-04-13T20:00:00.000000,2026-04-13T20:03:00.000000,bull,NQM6,25360.75,25533.5,25447.125,172.75,25533.5,25433.5,172.75,100.0,100,true,2026-04-13T23:07:00.000000,25608.5,true,true,true,false,false,150.0,300.0,0.0,tp3
121,true,"",2026-04-14T00:00:00.000000,2026-04-14T00:06:00.000000,bull,NQM6,25550.25,25560.0,25555.125,9.75,25560.0,25550.25,9.75,9.75,100,false,2026-04-14T07:09:00.000000,25635.0,true,true,true,false,false,150.0,300.0,0.0,tp3
122,true,"",2026-04-14T08:00:00.000000,2026-04-14T08:02:00.000000,bull,NQM6,25600.0,25609.75,25604.875,9.75,25609.75,25600.0,9.75,9.75,100,false,2026-04-14T11:57:00.000000,25684.75,true,true,true,false,false,150.0,300.0,0.0,tp3
123,true,"",2026-04-14T12:00:00.000000,2026-04-14T13:27:00.000000,bull,NQM6,25643.5,25651.75,25647.625,8.25,25651.75,25643.5,8.25,8.25,100,false,2026-04-14T13:34:00.000000,25726.75,true,true,true,false,false,150.0,300.0,0.0,tp3
125,true,"",2026-04-14T20:00:00.000000,2026-04-14T20:03:00.000000,bull,NQM6,25899.75,25972.0,25935.875,72.25,25972.0,25899.75,72.25,72.25,100,false,2026-04-15T05:00:00.000000,26047.0,true,true,true,false,false,150.0,300.0,0.0,tp3
126,true,"",2026-04-15T16:00:00.000000,2026-04-15T16:56:00.000000,bull,NQM6,26048.0,26102.25,26075.125,54.25,26102.25,26048.0,54.25,54.25,100,false,2026-04-15T17:06:00.000000,26177.25,true,true,true,false,false,150.0,300.0,0.0,tp3
127,true,"",2026-04-15T20:00:00.000000,2026-04-15T20:13:00.000000,bull,NQM6,26215.5,26330.0,26272.75,114.5,26330.0,26230.0,114.5,100.0,100,true,2026-04-15T23:46:00.000000,26405.0,true,true,true,false,false,150.0,300.0,0.0,tp3
128,true,"",2026-04-16T00:00:00.000000,2026-04-16T00:04:00.000000,bull,NQM6,26377.5,26388.75,26383.125,11.25,26388.75,26377.5,11.25,11.25,100,false,2026-04-16T01:44:00.000000,26463.75,true,true,true,false,false,150.0,300.0,0.0,tp3
130,true,"",2026-04-17T16:00:00.000000,2026-04-17T17:24:00.000000,bull,NQM6,26568.25,26735.5,26651.875,167.25,26735.5,26635.5,167.25,100.0,100,true,2026-04-17T17:46:00.000000,26810.5,true,true,true,false,false,150.0,300.0,0.0,tp3
129,true,"",2026-04-17T12:00:00.000000,2026-04-19T22:00:00.000000,bull,NQM6,26492.25,26561.5,26526.875,69.25,26561.5,26492.25,69.25,69.25,100,false,2026-04-19T22:08:00.000000,26636.5,true,true,true,false,false,150.0,300.0,-21.5,tp3
131,true,"",2026-04-19T20:00:00.000000,2026-04-19T23:10:00.000000,bear,NQM6,26682.0,26735.5,26708.75,53.5,26682.0,26735.5,53.5,53.5,100,false,2026-04-20T01:05:00.000000,26682.0,true,true,false,true,false,75.0,150.0,-5.0,tp2_partial_or_eod
132,true,"",2026-04-20T00:00:00.000000,2026-04-20T01:56:00.000000,bear,NQM6,26714.75,26816.0,26765.375,101.25,26714.75,26814.75,101.25,100.0,100,true,2026-04-20T05:30:00.000000,26639.75,true,true,true,false,false,150.0,300.0,0.0,tp3
133,true,"",2026-04-21T00:00:00.000000,2026-04-21T00:38:00.000000,bull,NQM6,26752.0,26785.0,26768.5,33.0,26785.0,26752.0,33.0,33.0,100,false,2026-04-21T10:09:00.000000,26860.0,true,true,true,false,false,150.0,300.0,0.0,tp3
134,true,"",2026-04-21T16:00:00.000000,2026-04-21T19:31:00.000000,bear,NQM6,26786.5,26797.25,26791.875,10.75,26786.5,26797.25,10.75,10.75,100,false,2026-04-21T19:38:00.000000,26711.5,true,true,true,false,false,150.0,300.0,0.0,tp3
135,true,"",2026-04-22T16:00:00.000000,2026-04-22T16:58:00.000000,bull,NQM6,26863.25,26957.25,26910.25,94.0,26957.25,26863.25,94.0,94.0,100,false,2026-04-22T17:11:00.000000,27032.25,true,true,true,false,false,150.0,300.0,0.0,tp3
136,true,"",2026-04-22T20:00:00.000000,2026-04-22T22:00:00.000000,bull,NQM6,27008.75,27066.0,27037.375,57.25,27066.0,27008.75,57.25,57.25,100,false,2026-04-23T00:09:00.000000,27066.0,true,false,false,true,false,25.0,50.0,-22.25,tp1_partial_or_be
137,true,"",2026-04-23T04:00:00.000000,2026-04-23T07:49:00.000000,bear,NQM6,27013.5,27066.0,27039.75,52.5,27013.5,27066.0,52.5,52.5,100,false,2026-04-23T08:41:00.000000,26938.5,true,true,true,false,false,150.0,300.0,0.0,tp3
138,true,"",2026-04-24T12:00:00.000000,2026-04-24T13:56:00.000000,bull,NQM6,27114.75,27130.25,27122.5,15.5,27130.25,27114.75,15.5,15.5,100,false,2026-04-24T14:01:00.000000,27205.25,true,true,true,false,false,150.0,300.0,0.0,tp3
139,true,"",2026-04-28T08:00:00.000000,2026-04-28T08:29:00.000000,bear,NQM6,27360.0,27386.0,27373.0,26.0,27360.0,27386.0,26.0,26.0,100,false,2026-04-28T09:39:00.000000,27285.0,true,true,true,false,false,150.0,300.0,0.0,tp3
140,true,"",2026-04-28T12:00:00.000000,2026-04-28T13:49:00.000000,bear,NQM6,27252.0,27320.0,27286.0,68.0,27252.0,27320.0,68.0,68.0,100,false,2026-04-28T13:55:00.000000,27177.0,true,true,true,false,false,150.0,300.0,0.0,tp3
141,true,"",2026-04-30T00:00:00.000000,2026-04-30T02:31:00.000000,bull,NQM6,27340.25,27386.5,27363.375,46.25,27386.5,27340.25,46.25,46.25,100,false,2026-04-30T02:37:00.000000,27461.5,true,true,true,false,false,150.0,300.0,0.0,tp3
142,true,"",2026-04-30T20:00:00.000000,2026-04-30T22:57:00.000000,bull,NQM6,27550.0,27556.25,27553.125,6.25,27556.25,27550.0,6.25,6.25,100,false,2026-05-01T00:20:00.000000,27631.25,true,true,true,false,false,150.0,300.0,0.0,tp3
143,true,"",2026-05-01T16:00:00.000000,2026-05-01T18:46:00.000000,bull,NQM6,27597.75,27794.75,27696.25,197.0,27794.75,27694.75,197.0,100.0,100,true,2026-05-01T19:13:00.000000,27869.75,true,true,true,false,false,150.0,300.0,0.0,tp3
144,true,"",2026-05-05T04:00:00.000000,2026-05-05T06:24:00.000000,bull,NQM6,27789.5,27818.25,27803.875,28.75,27818.25,27789.5,28.75,28.75,100,false,2026-05-05T07:02:00.000000,27893.25,true,true,true,false,false,150.0,300.0,0.0,tp3
146,true,"",2026-05-05T12:00:00.000000,2026-05-05T12:02:00.000000,bull,NQM6,27926.75,27928.5,27927.625,1.75,27928.5,27926.75,1.75,1.75,100,false,2026-05-05T12:15:00.000000,28003.5,true,true,true,false,false,150.0,300.0,0.0,tp3
147,true,"",2026-05-05T16:00:00.000000,2026-05-05T16:28:00.000000,bull,NQM6,27959.0,28090.25,28024.625,131.25,28090.25,27990.25,131.25,100.0,100,true,2026-05-05T17:53:00.000000,28165.25,true,true,true,false,false,150.0,300.0,0.0,tp3
148,true,"",2026-05-06T00:00:00.000000,2026-05-06T00:29:00.000000,bull,NQM6,28188.25,28248.0,28218.125,59.75,28248.0,28188.25,59.75,59.75,100,false,2026-05-06T03:29:00.000000,28323.0,true,true,true,false,false,150.0,300.0,0.0,tp3
149,true,"",2026-05-06T20:00:00.000000,2026-05-06T22:00:00.000000,bull,NQM6,28586.75,28650.0,28618.375,63.25,28650.0,28586.75,63.25,63.25,100,false,2026-05-07T00:24:00.000000,28650.0,true,true,false,true,false,75.0,150.0,-5.5,tp2_partial_or_eod
