setup_family,direction,trade_date,year,month,hour_ct,minute_ct,signal_ts,entry_ts,vwap_aligned,directional_v_reversal,directional_displacement,has_liq_sweep,body_lt_60,rel_vol_ge_1_25,risk_le_20,body_pct,rel_vol_20,dist_vwap,atr_14,entry,stop,risk_points,mfe_points,mae_points,tp1_hit,tp2_hit,tp3_hit,scaleout_r,fixed_1R,fixed_1_5R,fixed_2R,ifvg_score,ifvg_grade,combo
ifvg_strict,short,2018-03-13,2018,3,10,25,2018-03-13T10:24:00.000000,2018-03-13T10:25:00.000000,true,true,false,true,true,false,true,0.5454545454545454,0.5764966740576496,-52.96052017541024,5.232142857142857,7107.25,7112.75,5.5,7.0,-0.75,true,false,false,0.333,1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,short,2018-03-15,2018,3,10,12,2018-03-15T10:11:00.000000,2018-03-15T10:12:00.000000,false,true,false,true,true,true,true,0.4166666666666667,1.6253443526170799,5.938996847803537,3.857142857142857,7073.25,7082.25,9.0,11.0,-3.5,true,false,false,0.333,1.0,-1.0,-1.0,8,A+,VREV|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,long,2018-03-16,2018,3,8,6,2018-03-16T08:05:00.000000,2018-03-16T08:06:00.000000,true,true,false,true,true,false,true,0.4166666666666667,0.6549054448534078,3.6251160789106507,4.607142857142857,7072.375,7067.75,4.625,3.875,-5.625,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,long,2018-03-21,2018,3,8,24,2018-03-21T08:08:00.000000,2018-03-21T08:24:00.000000,true,true,true,true,true,true,true,0.38461538461538464,1.615263748597082,5.3591031713531265,3.8214285714285716,6903.875,6897.75,6.125,1.875,-8.875,false,false,false,-1.0,-1.0,-1.0,-1.0,10,A+,VWAP|VREV|DISP|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,long,2018-03-21,2018,3,10,43,2018-03-21T10:40:00.000000,2018-03-21T10:43:00.000000,true,true,false,true,true,false,true,0.16666666666666666,1.039160481187612,22.10615889348719,1.8392857142857142,6923.625,6919.0,4.625,6.125,-3.875,true,false,false,0.333,1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,short,2018-03-21,2018,3,10,47,2018-03-21T10:46:00.000000,2018-03-21T10:47:00.000000,false,true,false,true,true,true,true,0.3333333333333333,1.3181183046110854,19.226867164471514,1.9821428571428572,6921.375,6926.5,5.125,0.375,-5.125,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VREV|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,long,2018-03-23,2018,3,8,10,2018-03-23T08:07:00.000000,2018-03-23T08:10:00.000000,true,false,false,true,true,true,true,0.573170731707317,1.6037966632418414,25.894163290799042,11.910714285714286,6673.25,6668.25,5.0,19.25,0.0,true,true,true,1.5,1.0,1.5,2.0,8,A+,VWAP|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,short,2018-03-27,2018,3,8,8,2018-03-27T08:07:00.000000,2018-03-27T08:08:00.000000,true,true,false,true,true,false,true,0.43333333333333335,0.8206467576205367,-8.908290241663053,7.535714285714286,6803.875,6812.5,8.625,20.125,0.0,true,true,true,1.5,1.0,1.5,2.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,short,2018-04-02,2018,4,8,7,2018-04-02T08:06:00.000000,2018-04-02T08:07:00.000000,true,true,false,true,true,true,true,0.17777777777777778,1.372277279502131,-36.34104673395905,10.125,6494.5,6501.75,7.25,7.75,-7.5,false,false,false,-1.0,-1.0,-1.0,-1.0,10,A+,VWAP|VREV|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,short,2018-04-03,2018,4,8,32,2018-04-03T08:05:00.000000,2018-04-03T08:32:00.000000,true,true,false,true,true,false,true,0.5714285714285714,1.209707529558183,-17.02388792785223,10.696428571428571,6398.875,6407.5,8.625,10.625,-7.875,true,false,false,0.333,1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
