tier,model,trades,wins,losses,win_rate,profit_factor,net_points,avg_trade,max_dd,tp,sl,wait_bars,pullback_pts,be_trigger,min_or_range
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,15,20,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,15,15,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,15,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,15,20,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,15,20,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,15,20,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.75,-30.0,-2.0,-90.0,30,30,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,15,20,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.75,-30.0,-2.0,-80.0,30,40,15,15,20,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.72,-35.0,-2.3333333333333335,-75.0,30,25,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,20,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,20,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,20,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,20,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,15,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,15,15,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,20,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,20,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,20,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,20,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.625,-45.0,-3.0,-90.0,25,30,15,15,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.625,-45.0,-3.0,-80.0,25,40,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-40.0,-2.6666666666666665,-60.0,20,20,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.6,-50.0,-3.3333333333333335,-75.0,25,25,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,15,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,12,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,12,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,15,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,5,10,15,60
REJECT,STRUCTURE_ONLY,15,3,4,0.2,0.5,-60.0,-4.0,-90.0,20,30,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,3,0.2,0.5,-60.0,-4.0,-80.0,20,40,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,5,10,15,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,5,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,5,10,15,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,15,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,5,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,12,40
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,5,10,12,50
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,5,10,12,60
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,12,70
REJECT,STRUCTURE_ONLY,15,3,5,0.2,0.48,-65.0,-4.333333333333333,-85.0,20,25,10,10,15,60
