setup_ts,exit_ts,trade_date_ct,hour_ct,minute_ct,symbol,entry,stop,target,exit_price,outcome,pnl,bars_held,mae,mfe,or_range_30m,premarket_range,prior_day_range,avg_spread,rel_vol_20,atr_14,atr_50,equity,drawdown,year,month
2022-05-12T14:38:00.000000,2022-05-12T14:40:00.000000,2022-05-12,8,38,NQM2,11955.75,11935.75,11975.75,11975.75,WIN,20.0,2,27.25,34.75,171.0,352.75,476.0,0.0,0.7137534155833402,38.32142857142857,41.74,946.0,0.0,2022,5
2022-05-12T14:40:00.000000,2022-05-12T14:41:00.000000,2022-05-12,8,40,NQM2,11936.5,11916.5,11956.5,11936.5,BREAKEVEN,0.0,1,7.75,19.0,171.0,352.75,476.0,0.0,0.8634635181411375,40.410714285714285,41.05,946.0,0.0,2022,5
2022-05-12T14:41:00.000000,2022-05-12T14:43:00.000000,2022-05-12,8,41,NQM2,11935.5,11915.5,11955.5,11955.5,WIN,20.0,2,4.25,49.0,171.0,352.75,476.0,0.0,0.589543231052665,40.607142857142854,40.845,966.0,0.0,2022,5
2022-05-16T14:57:00.000000,2022-05-16T15:00:00.000000,2022-05-16,8,57,NQM2,12224.5,12204.5,12244.5,12204.5,LOSS,-20.0,3,32.25,10.25,167.0,171.75,213.5,0.0,1.0930905793310315,17.035714285714285,23.12,946.0,20.0,2022,5
2022-05-16T15:09:00.000000,2022-05-16T15:10:00.000000,2022-05-16,9,9,NQM2,12223.75,12203.75,12243.75,12223.75,BREAKEVEN,0.0,1,1.25,17.75,167.0,171.75,213.5,0.0,1.4233200051592934,19.375,21.735,946.0,20.0,2022,5
2022-06-01T14:36:00.000000,2022-06-01T15:18:00.000000,2022-06-01,8,36,NQM2,12556.75,12536.75,12576.75,12556.75,BREAKEVEN,0.0,42,0.75,19.75,108.0,217.75,208.0,0.0,1.1885122221104516,21.321428571428573,23.635,946.0,20.0,2022,6
2022-06-01T14:37:00.000000,2022-06-01T15:17:00.000000,2022-06-01,8,37,NQM2,12568.0,12548.0,12588.0,12568.0,BREAKEVEN,0.0,40,3.5,15.25,108.0,217.75,208.0,0.0,1.0808616446350188,21.232142857142858,23.365,946.0,20.0,2022,6
2022-06-09T14:55:00.000000,2022-06-09T15:04:00.000000,2022-06-09,8,55,NQM2,12571.25,12551.25,12591.25,12551.25,LOSS,-20.0,9,20.0,14.75,109.5,148.5,194.75,0.0,1.3483689085783326,14.410714285714286,17.065,926.0,40.0,2022,6
2022-06-09T15:00:00.000000,2022-06-09T15:04:00.000000,2022-06-09,9,0,NQM2,12574.25,12554.25,12594.25,12554.25,LOSS,-20.0,4,23.0,11.75,109.5,148.5,194.75,0.0,1.064020904785236,13.142857142857142,16.54,906.0,60.0,2022,6
2022-06-14T14:30:00.000000,2022-06-14T14:42:00.000000,2022-06-14,8,30,NQU2,11289.75,11269.75,11309.75,11309.75,WIN,20.0,12,12.75,20.5,113.75,163.0,273.25,0.0,1.7303612605687932,19.642857142857142,21.85,926.0,40.0,2022,6
2022-06-14T14:45:00.000000,2022-06-14T15:15:00.000000,2022-06-14,8,45,NQU2,11292.75,11272.75,11312.75,11292.75,BREAKEVEN,0.0,30,5.75,15.25,113.75,163.0,273.25,0.0,1.048155772280903,20.553571428571427,20.815,926.0,40.0,2022,6
2022-06-29T14:39:00.000000,2022-06-29T15:04:00.000000,2022-06-29,8,39,NQU2,11676.0,11656.0,11696.0,11676.0,BREAKEVEN,0.0,25,0.5,15.0,103.25,182.75,355.0,0.0,0.9014308913196679,21.517857142857142,23.48,926.0,40.0,2022,6
2022-06-29T15:06:00.000000,2022-06-29T15:07:00.000000,2022-06-29,9,6,NQU2,11654.75,11634.75,11674.75,11674.75,WIN,20.0,1,0.75,26.0,103.25,182.75,355.0,0.0,1.1506088093486966,16.910714285714285,19.98,946.0,20.0,2022,6
2022-06-29T15:07:00.000000,2022-06-29T15:18:00.000000,2022-06-29,9,7,NQU2,11665.25,11645.25,11685.25,11665.25,BREAKEVEN,0.0,11,3.0,15.0,103.25,182.75,355.0,0.0,2.2132106371363958,16.375,20.295,946.0,20.0,2022,6
2022-07-05T14:36:00.000000,2022-07-05T14:45:00.000000,2022-07-05,8,36,NQU2,11540.0,11520.0,11560.0,11540.0,BREAKEVEN,0.0,9,0.0,17.0,127.75,129.75,41.5,0.0,1.9720272225497026,21.625,21.995,946.0,20.0,2022,7
2022-07-05T14:57:00.000000,2022-07-05T15:00:00.000000,2022-07-05,8,57,NQU2,11527.0,11507.0,11547.0,11507.0,LOSS,-20.0,3,24.25,12.5,127.75,129.75,41.5,0.0,0.6394637702431626,16.571428571428573,19.98,926.0,40.0,2022,7
2022-07-05T14:58:00.000000,2022-07-05T15:00:00.000000,2022-07-05,8,58,NQU2,11523.75,11503.75,11543.75,11503.75,LOSS,-20.0,2,21.0,6.0,127.75,129.75,41.5,0.0,0.6467384083964395,15.625,19.905,906.0,60.0,2022,7
2022-07-13T14:32:00.000000,2022-07-13T14:35:00.000000,2022-07-13,8,32,NQU2,11705.25,11685.25,11725.25,11725.25,WIN,20.0,3,8.5,24.0,183.0,177.5,230.0,0.0,1.5104380851012362,24.428571428571427,28.25,926.0,40.0,2022,7
2022-07-13T14:35:00.000000,2022-07-13T14:36:00.000000,2022-07-13,8,35,NQU2,11709.75,11689.75,11729.75,11729.75,WIN,20.0,1,12.0,21.75,183.0,177.5,230.0,0.0,1.3397400998887496,23.839285714285715,27.1,946.0,20.0,2022,7
2022-07-13T14:38:00.000000,2022-07-13T15:38:00.000000,2022-07-13,8,38,NQU2,11703.25,11683.25,11723.25,11747.25,TIME_WIN,44.0,60,0.0,0.0,183.0,177.5,230.0,0.0,0.6697898789368709,22.910714285714285,26.185,990.0,0.0,2022,7
2022-07-13T14:39:00.000000,2022-07-13T15:39:00.000000,2022-07-13,8,39,NQU2,11712.25,11692.25,11732.25,11746.25,TIME_WIN,34.0,60,0.0,0.0,183.0,177.5,230.0,0.0,0.7300622239110814,22.571428571428573,25.835,1024.0,0.0,2022,7
2022-08-02T14:30:00.000000,2022-08-02T14:31:00.000000,2022-08-02,8,30,NQU2,12890.75,12870.75,12910.75,12910.75,WIN,20.0,1,1.25,26.5,122.5,136.75,211.25,0.0,1.624302190484287,17.125,21.18,1044.0,0.0,2022,8
2022-08-02T14:31:00.000000,2022-08-02T14:40:00.000000,2022-08-02,8,31,NQU2,12897.5,12877.5,12917.5,12897.5,BREAKEVEN,0.0,9,18.75,17.75,122.5,136.75,211.25,0.0,1.2414353733596561,18.321428571428573,21.385,1044.0,0.0,2022,8
2022-08-02T14:33:00.000000,2022-08-02T14:37:00.000000,2022-08-02,8,33,NQU2,12890.25,12870.25,12910.25,12890.25,BREAKEVEN,0.0,4,11.5,17.75,122.5,136.75,211.25,0.0,0.8052065990616013,18.267857142857142,21.09,1044.0,0.0,2022,8
2022-08-02T14:37:00.000000,2022-08-02T15:37:00.000000,2022-08-02,8,37,NQU2,12887.75,12867.75,12907.75,12974.75,TIME_WIN,87.0,60,0.0,0.0,122.5,136.75,211.25,0.0,0.9715033983912202,18.232142857142858,20.565,1131.0,0.0,2022,8
2022-08-02T14:38:00.000000,2022-08-02T15:38:00.000000,2022-08-02,8,38,NQU2,12889.75,12869.75,12909.75,12976.0,TIME_WIN,86.25,60,0.0,0.0,122.5,136.75,211.25,0.0,0.6097796054745229,17.910714285714285,20.6,1217.25,0.0,2022,8
2022-08-02T14:41:00.000000,2022-08-02T15:41:00.000000,2022-08-02,8,41,NQU2,12894.75,12874.75,12914.75,12976.75,TIME_WIN,82.0,60,0.0,0.0,122.5,136.75,211.25,0.0,0.8243786131887514,18.607142857142858,20.23,1299.25,0.0,2022,8
2022-09-06T15:08:00.000000,2022-09-06T15:09:00.000000,2022-09-06,9,8,NQU2,12119.25,12099.25,12139.25,12119.25,BREAKEVEN,0.0,1,4.5,17.0,156.0,258.75,38.75,0.0,1.6299427790588434,17.625,17.705,1299.25,0.0,2022,9
2022-10-11T14:55:00.000000,2022-10-11T14:57:00.000000,2022-10-11,8,55,NQZ2,10874.75,10854.75,10894.75,10854.75,LOSS,-20.0,2,20.0,3.5,92.75,160.5,191.5,0.0,1.1736782768646532,13.875,15.03,1279.25,20.0,2022,10
2022-10-11T14:56:00.000000,2022-10-11T14:58:00.000000,2022-10-11,8,56,NQZ2,10867.5,10847.5,10887.5,10847.5,LOSS,-20.0,2,21.0,10.75,92.75,160.5,191.5,0.0,0.8755154485149107,13.982142857142858,14.935,1259.25,40.0,2022,10
2022-10-11T15:02:00.000000,2022-10-11T15:10:00.000000,2022-10-11,9,2,NQZ2,10873.0,10853.0,10893.0,10893.0,WIN,20.0,8,1.0,20.5,92.75,160.5,191.5,0.0,1.671595644575884,15.267857142857142,15.37,1279.25,20.0,2022,10
2022-10-27T14:30:00.000000,2022-10-27T14:36:00.000000,2022-10-27,8,30,NQZ2,11420.5,11400.5,11440.5,11400.5,LOSS,-20.0,6,33.5,5.0,134.25,200.25,288.5,0.0,1.1127430235742202,18.589285714285715,20.47,1259.25,40.0,2022,10
2022-11-01T14:41:00.000000,2022-11-01T14:43:00.000000,2022-11-01,8,41,NQZ2,11364.0,11344.0,11384.0,11364.0,BREAKEVEN,0.0,2,1.25,18.75,103.25,243.75,146.0,0.0,1.7464726752660964,16.678571428571427,19.275,1259.25,40.0,2022,11
2022-11-01T14:43:00.000000,2022-11-01T15:04:00.000000,2022-11-01,8,43,NQZ2,11358.5,11338.5,11378.5,11378.5,WIN,20.0,21,16.25,21.25,103.25,243.75,146.0,0.0,1.2011134691177685,16.910714285714285,19.305,1279.25,20.0,2022,11
2022-11-01T14:44:00.000000,2022-11-01T14:58:00.000000,2022-11-01,8,44,NQZ2,11362.25,11342.25,11382.25,11342.25,LOSS,-20.0,14,20.0,9.75,103.25,243.75,146.0,0.0,1.2088635366388767,16.535714285714285,19.425,1259.25,40.0,2022,11
2022-11-01T14:47:00.000000,2022-11-01T15:04:00.000000,2022-11-01,8,47,NQZ2,11359.5,11339.5,11379.5,11379.5,WIN,20.0,17,17.25,20.25,103.25,243.75,146.0,0.0,0.7706181341203476,17.714285714285715,19.72,1279.25,20.0,2022,11
2022-11-01T14:49:00.000000,2022-11-01T14:54:00.000000,2022-11-01,8,49,NQZ2,11363.75,11343.75,11383.75,11383.75,WIN,20.0,5,0.25,23.5,103.25,243.75,146.0,0.0,0.8738321643425466,17.285714285714285,19.845,1299.25,0.0,2022,11
2022-11-01T14:52:00.000000,2022-11-01T14:58:00.000000,2022-11-01,8,52,NQZ2,11363.5,11343.5,11383.5,11343.5,LOSS,-20.0,6,21.25,8.5,103.25,243.75,146.0,0.0,0.6178087626820835,17.732142857142858,18.12,1279.25,20.0,2022,11
2022-11-01T15:03:00.000000,2022-11-01T15:10:00.000000,2022-11-01,9,3,NQZ2,11358.5,11338.5,11378.5,11378.5,WIN,20.0,7,4.0,21.25,103.25,243.75,146.0,0.0,0.7074438523652293,15.839285714285714,16.855,1299.25,0.0,2022,11
2022-11-01T15:04:00.000000,2022-11-01T15:11:00.000000,2022-11-01,9,4,NQZ2,11363.25,11343.25,11383.25,11383.25,WIN,20.0,7,8.75,20.25,103.25,243.75,146.0,0.0,1.1018641810918774,15.714285714285714,16.88,1319.25,0.0,2022,11
2022-11-01T15:09:00.000000,2022-11-01T15:30:00.000000,2022-11-01,9,9,NQZ2,11364.75,11344.75,11384.75,11384.75,WIN,20.0,21,11.75,28.0,103.25,243.75,146.0,0.0,0.7895969165375887,15.125,16.425,1339.25,0.0,2022,11
2022-11-16T15:10:00.000000,2022-11-16T15:16:00.000000,2022-11-16,9,10,NQZ2,11757.0,11737.0,11777.0,11737.0,LOSS,-20.0,6,23.25,13.75,86.75,96.25,299.0,0.0,1.137458204239394,15.857142857142858,16.195,1319.25,20.0,2022,11
2022-11-16T15:11:00.000000,2022-11-16T15:16:00.000000,2022-11-16,9,11,NQZ2,11762.25,11742.25,11782.25,11742.25,LOSS,-20.0,5,28.5,8.5,86.75,96.25,299.0,0.0,0.7736179703680102,15.321428571428571,16.285,1299.25,40.0,2022,11
2023-02-16T14:30:00.000000,2023-02-16T14:37:00.000000,2023-02-16,8,30,NQH3,12525.25,12505.25,12545.25,12505.25,LOSS,-20.0,7,28.75,9.5,95.5,176.75,211.25,0.0,4.976154139641358,9.267857142857142,9.82,1279.25,60.0,2023,2
2023-03-10T14:31:00.000000,2023-03-10T14:33:00.000000,2023-03-10,8,31,NQH3,11982.75,11962.75,12002.75,12002.75,WIN,20.0,2,2.5,44.75,162.5,176.0,376.0,0.0,3.4656531531531534,11.892857142857142,15.735,1299.25,40.0,2023,3
2023-03-15T14:44:00.000000,2023-03-15T14:51:00.000000,2023-03-15,8,44,NQM3,12175.25,12155.25,12195.25,12155.25,LOSS,-20.0,7,23.0,9.25,86.5,148.5,188.0,0.0,1.2914116902300063,19.267857142857142,21.63,1279.25,60.0,2023,3
2023-03-15T14:49:00.000000,2023-03-15T14:53:00.000000,2023-03-15,8,49,NQM3,12163.5,12143.5,12183.5,12163.5,BREAKEVEN,0.0,4,11.25,17.5,86.5,148.5,188.0,0.0,0.805218489163218,14.839285714285714,21.195,1279.25,60.0,2023,3
2023-03-15T14:53:00.000000,2023-03-15T15:53:00.000000,2023-03-15,8,53,NQM3,12168.75,12148.75,12188.75,12272.0,TIME_WIN,103.25,60,0.0,0.0,86.5,148.5,188.0,0.0,0.9420133649493425,15.0,20.63,1382.5,0.0,2023,3
2023-08-09T15:08:00.000000,2023-08-09T15:13:00.000000,2023-08-09,9,8,NQU3,15211.0,15191.0,15231.0,15191.0,LOSS,-20.0,5,27.75,7.0,85.75,119.5,152.0,0.0,0.5687811129183301,10.392857142857142,11.12,1362.5,20.0,2023,8
2023-08-25T15:09:00.000000,2023-08-25T15:17:00.000000,2023-08-25,9,9,NQU3,14808.25,14788.25,14828.25,14788.25,LOSS,-20.0,8,28.0,13.75,153.0,178.75,269.5,0.0,0.8395081348457459,16.660714285714285,21.48,1342.5,40.0,2023,8
2023-08-25T15:13:00.000000,2023-08-25T15:17:00.000000,2023-08-25,9,13,NQU3,14809.75,14789.75,14829.75,14789.75,LOSS,-20.0,4,29.5,12.25,153.0,178.75,269.5,0.0,1.1003211645540754,17.017857142857142,20.285,1322.5,60.0,2023,8
2023-09-01T14:58:00.000000,2023-09-01T15:05:00.000000,2023-09-01,8,58,NQU3,15487.0,15467.0,15507.0,15487.0,BREAKEVEN,0.0,7,0.5,15.75,101.5,162.5,113.75,0.0,1.089653408364241,13.517857142857142,14.835,1322.5,60.0,2023,9
2023-09-01T14:59:00.000000,2023-09-01T15:49:00.000000,2023-09-01,8,59,NQU3,15485.0,15465.0,15505.0,15465.0,LOSS,-20.0,50,23.5,9.5,101.5,162.5,113.75,0.0,0.9182061450172486,13.428571428571429,14.64,1302.5,80.0,2023,9
2023-09-01T15:01:00.000000,2023-09-01T15:05:00.000000,2023-09-01,9,1,NQU3,15487.25,15467.25,15507.25,15487.25,BREAKEVEN,0.0,4,0.75,15.5,101.5,162.5,113.75,0.0,0.5623752004975613,12.571428571428571,14.375,1302.5,80.0,2023,9
2023-09-01T15:06:00.000000,2023-09-01T15:19:00.000000,2023-09-01,9,6,NQU3,15492.0,15472.0,15512.0,15512.0,WIN,20.0,13,6.75,28.0,101.5,162.5,113.75,0.0,0.7802306425041187,12.821428571428571,14.37,1322.5,60.0,2023,9
2023-09-01T15:08:00.000000,2023-09-01T15:19:00.000000,2023-09-01,9,8,NQU3,15486.25,15466.25,15506.25,15506.25,WIN,20.0,11,1.0,33.75,101.5,162.5,113.75,0.0,0.3716433941997852,12.303571428571429,14.265,1342.5,40.0,2023,9
2023-09-01T15:09:00.000000,2023-09-01T15:49:00.000000,2023-09-01,9,9,NQU3,15484.5,15464.5,15504.5,15464.5,LOSS,-20.0,40,23.0,10.0,101.5,162.5,113.75,0.0,0.7458413365708694,12.035714285714286,13.97,1322.5,60.0,2023,9
2023-09-01T15:10:00.000000,2023-09-01T15:19:00.000000,2023-09-01,9,10,NQU3,15490.5,15470.5,15510.5,15510.5,WIN,20.0,9,5.25,29.5,101.5,162.5,113.75,0.0,0.8651176384626627,11.375,13.865,1342.5,40.0,2023,9
2023-09-01T15:11:00.000000,2023-09-01T15:48:00.000000,2023-09-01,9,11,NQU3,15488.5,15468.5,15508.5,15468.5,LOSS,-20.0,37,22.0,6.0,101.5,162.5,113.75,0.0,1.0132654915500636,11.767857142857142,13.785,1322.5,60.0,2023,9
2023-09-01T15:12:00.000000,2023-09-01T15:49:00.000000,2023-09-01,9,12,NQU3,15485.25,15465.25,15505.25,15465.25,LOSS,-20.0,37,23.75,9.25,101.5,162.5,113.75,0.0,0.39420935412026725,11.035714285714286,13.74,1302.5,80.0,2023,9
2023-09-01T15:13:00.000000,2023-09-01T15:49:00.000000,2023-09-01,9,13,NQU3,15485.5,15465.5,15505.5,15465.5,LOSS,-20.0,36,24.0,9.0,101.5,162.5,113.75,0.0,0.4361510791366906,10.821428571428571,13.63,1282.5,100.0,2023,9
2023-09-01T15:15:00.000000,2023-09-01T15:48:00.000000,2023-09-01,9,15,NQU3,15487.5,15467.5,15507.5,15467.5,LOSS,-20.0,33,21.0,7.0,101.5,162.5,113.75,0.0,0.8525740718586754,11.107142857142858,13.34,1262.5,120.0,2023,9
