tier,suggested_size,conditions,entry_model,stop_model,target_model,be_model,trades,trades_per_year,trades_per_week,wins,losses,breakevens,winrate,profit_factor,avg_trade,median_trade,net_points,max_drawdown,sharpe,profitable_years_pct,profitable_years,years_tested,first_year,last_year,tier_rank
REJECT,ignore,large_premarket & bull_fvg,5pt_pullback,20pt_stop,30pt_target,be_after_15,46,6.57,0.13,12,18,16,0.2609,1.7711,5.91,0.0,272.0,192.75,2.84,0.5714,4,7,2020,2026,1
REJECT,ignore,large_premarket & bull_fvg,5pt_pullback,20pt_stop,25pt_target,be_after_15,46,6.57,0.13,12,18,16,0.2609,1.6577,5.04,0.0,232.0,202.75,2.46,0.5714,4,7,2020,2026,1
REJECT,ignore,large_premarket & bull_fvg,5pt_pullback,15pt_stop,30pt_target,be_after_20,46,6.57,0.13,12,26,8,0.2609,1.6019,5.1,-15.0,234.75,225.0,2.46,0.5714,4,7,2020,2026,1
REJECT,ignore,large_premarket & bull_fvg,5pt_pullback,25pt_stop,30pt_target,be_after_15,46,6.57,0.13,12,18,16,0.2609,1.4272,4.07,0.0,187.0,252.75,1.86,0.5714,4,7,2020,2026,1
REJECT,ignore,large_premarket & bull_fvg,5pt_pullback,25pt_stop,25pt_target,be_after_15,46,6.57,0.13,12,18,16,0.2609,1.3358,3.2,0.0,147.0,262.75,1.49,0.5714,4,7,2020,2026,1
REJECT,ignore,large_premarket & large_lower_wick,10pt_pullback,25pt_stop,25pt_target,be_after_15,123,13.67,0.26,32,34,57,0.2602,1.9456,6.53,0.0,803.75,125.0,2.96,0.75,6,8,2018,2026,1
REJECT,ignore,strong_body & green_bar,5pt_pullback,20pt_stop,25pt_target,be_after_15,123,13.67,0.26,32,37,54,0.2602,1.7673,4.57,0.0,562.25,160.0,2.68,0.625,5,8,2018,2026,1
REJECT,ignore,large_lower_wick,10pt_pullback,20pt_stop,30pt_target,be_after_15,173,19.22,0.37,45,51,77,0.2601,2.2574,7.41,0.0,1282.5,110.0,3.63,0.75,6,8,2018,2026,1
REJECT,ignore,above_vwap & low_volatility,5pt_pullback,15pt_stop,30pt_target,be_after_20,50,7.14,0.14,13,25,12,0.26,1.3833,2.88,-7.5,143.75,75.0,1.82,0.5,3,6,2020,2026,1
REJECT,ignore,above_vwap & displacement & green_bar,15pt_pullback,15pt_stop,25pt_target,be_after_15,27,4.5,0.09,7,3,17,0.2593,12.8675,16.59,0.0,448.0,30.0,6.11,1.0,5,5,2020,2025,1
REJECT,ignore,above_vwap & displacement & green_bar,15pt_pullback,20pt_stop,25pt_target,be_after_15,27,4.5,0.09,7,3,17,0.2593,10.1728,16.22,0.0,438.0,40.0,5.94,1.0,5,5,2020,2025,1
REJECT,ignore,above_vwap & displacement & green_bar,15pt_pullback,25pt_stop,25pt_target,be_after_15,27,4.5,0.09,7,3,17,0.2593,8.4113,15.85,0.0,428.0,50.0,5.76,1.0,5,5,2020,2025,1
REJECT,ignore,above_vwap & displacement & green_bar,15pt_pullback,15pt_stop,30pt_target,be_after_20,27,4.5,0.09,7,10,10,0.2593,3.5429,13.44,0.0,363.0,60.0,4.71,1.0,5,5,2020,2025,1
REJECT,ignore,low_volatility & large_premarket & red_bar,5pt_pullback,15pt_stop,30pt_target,be_after_15,54,6.75,0.13,14,19,21,0.2593,2.8096,9.55,0.0,515.75,90.0,3.89,0.4286,3,7,2018,2025,1
REJECT,ignore,above_vwap & displacement & green_bar,15pt_pullback,20pt_stop,30pt_target,be_after_20,27,4.5,0.09,7,10,10,0.2593,2.6937,11.78,0.0,318.0,90.0,4.03,0.8,4,5,2020,2025,1
REJECT,ignore,low_volatility & large_premarket & red_bar,10pt_pullback,15pt_stop,30pt_target,be_after_20,54,6.75,0.13,14,26,14,0.2593,2.2301,8.88,0.0,479.75,120.0,3.38,0.4286,3,7,2018,2025,1
REJECT,ignore,below_vwap & large_premarket & bull_fvg,10pt_pullback,20pt_stop,25pt_target,be_after_15,27,3.86,0.07,7,9,11,0.2593,2.225,7.61,0.0,205.5,102.75,3.18,0.4286,3,7,2020,2026,1
REJECT,ignore,above_vwap & displacement & green_bar,15pt_pullback,25pt_stop,30pt_target,be_after_20,27,4.5,0.09,7,10,10,0.2593,2.1729,10.11,0.0,273.0,120.0,3.37,0.8,4,5,2020,2025,1
REJECT,ignore,below_vwap & large_premarket & bull_fvg,10pt_pullback,15pt_stop,25pt_target,be_after_20,27,3.86,0.07,7,13,7,0.2593,1.988,6.87,0.0,185.5,102.75,2.88,0.4286,3,7,2020,2026,1
REJECT,ignore,below_vwap & large_premarket & bull_fvg,10pt_pullback,25pt_stop,30pt_target,be_after_20,27,3.86,0.07,7,9,11,0.2593,1.917,7.06,0.0,190.5,127.75,2.83,0.5714,4,7,2020,2026,1
REJECT,ignore,above_vwap & displacement & green_bar,5pt_pullback,15pt_stop,30pt_target,be_after_20,27,4.5,0.09,7,12,8,0.2593,1.8319,5.55,0.0,149.75,105.0,3.05,0.6,3,5,2020,2025,1
REJECT,ignore,below_vwap & large_premarket & bull_fvg,5pt_pullback,15pt_stop,25pt_target,be_after_20,27,3.86,0.07,7,17,3,0.2593,0.8941,-1.0,-15.0,-27.0,180.0,-0.71,0.4286,3,7,2020,2026,1
REJECT,ignore,below_vwap & large_premarket & bull_fvg,5pt_pullback,20pt_stop,25pt_target,be_after_20,27,3.86,0.07,7,17,3,0.2593,0.6852,-3.88,-20.0,-104.75,257.75,-2.53,0.2857,2,7,2020,2026,1
REJECT,ignore,below_vwap & large_premarket & bull_fvg,5pt_pullback,25pt_stop,25pt_target,be_after_20,27,3.86,0.07,7,17,3,0.2593,0.5524,-6.84,-25.0,-184.75,337.75,-4.12,0.2857,2,7,2020,2026,1
REJECT,ignore,low_volatility & red_bar,15pt_pullback,20pt_stop,30pt_target,be_after_15,58,7.25,0.14,15,9,34,0.2586,6.7778,17.93,0.0,1040.0,130.0,5.9,0.7143,5,7,2018,2025,1
REJECT,ignore,low_volatility & red_bar,15pt_pullback,15pt_stop,30pt_target,be_after_15,58,7.25,0.14,15,14,29,0.2586,5.8095,17.41,0.0,1010.0,120.0,5.72,0.7143,5,7,2018,2025,1
REJECT,ignore,low_volatility & red_bar,15pt_pullback,25pt_stop,30pt_target,be_after_15,58,7.25,0.14,15,9,34,0.2586,5.6221,17.29,0.0,1003.0,162.0,5.63,0.7143,5,7,2018,2025,1
REJECT,ignore,bull_fvg,5pt_pullback,15pt_stop,25pt_target,be_after_15,58,8.29,0.16,15,23,20,0.2586,2.2181,7.25,0.0,420.25,140.0,3.64,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg,5pt_pullback,20pt_stop,30pt_target,be_after_15,58,8.29,0.16,15,21,22,0.2586,1.9631,6.85,0.0,397.5,112.75,3.29,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg,5pt_pullback,15pt_stop,30pt_target,be_after_20,58,8.29,0.16,15,33,10,0.2586,1.6369,5.44,-15.0,315.25,180.0,2.6,0.7143,5,7,2020,2026,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,10pt_pullback,15pt_stop,30pt_target,be_after_20,58,9.67,0.19,15,30,13,0.2586,1.54,4.19,-15.0,243.0,135.0,2.11,0.5,3,6,2020,2025,1
REJECT,ignore,displacement,15pt_pullback,15pt_stop,30pt_target,be_after_15,62,6.89,0.13,16,10,36,0.2581,8.7163,17.77,0.0,1101.5,45.0,6.41,0.625,5,8,2018,2026,1
REJECT,ignore,displacement,15pt_pullback,20pt_stop,30pt_target,be_after_15,62,6.89,0.13,16,9,37,0.2581,7.4173,17.36,0.0,1076.5,60.0,6.21,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & low_volatility & large_premarket,15pt_pullback,15pt_stop,30pt_target,be_after_15,124,15.5,0.3,32,38,54,0.2581,5.4182,19.87,0.0,2464.25,120.0,5.71,0.8571,6,7,2018,2025,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,10pt_pullback,20pt_stop,30pt_target,be_after_15,62,6.89,0.13,16,15,31,0.2581,2.5525,7.51,0.0,465.75,100.0,3.83,0.75,6,8,2018,2026,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,15pt_pullback,15pt_stop,30pt_target,be_after_20,31,3.88,0.07,8,12,11,0.2581,2.4139,8.21,0.0,254.5,90.0,4.04,0.4286,3,7,2018,2025,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,10pt_pullback,25pt_stop,30pt_target,be_after_15,62,6.89,0.13,16,14,32,0.2581,2.1879,6.71,0.0,415.75,100.0,3.32,0.75,6,8,2018,2026,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,15pt_pullback,20pt_stop,30pt_target,be_after_20,31,3.88,0.07,8,11,12,0.2581,1.975,6.92,0.0,214.5,130.0,3.29,0.4286,3,7,2018,2025,1
REJECT,ignore,displacement,5pt_pullback,15pt_stop,30pt_target,be_after_20,62,6.89,0.13,16,28,18,0.2581,1.6351,4.3,0.0,266.75,75.0,2.49,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,5pt_pullback,20pt_stop,30pt_target,be_after_15,62,6.89,0.13,16,19,27,0.2581,1.5257,3.22,0.0,199.75,80.0,2.19,0.625,5,8,2018,2026,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,10pt_pullback,20pt_stop,20pt_target,be_after_15,31,3.88,0.07,8,10,13,0.2581,1.4563,2.94,0.0,91.25,100.0,1.8,0.4286,3,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,10pt_pullback,25pt_stop,20pt_target,be_after_15,31,3.88,0.07,8,9,14,0.2581,1.2944,2.14,0.0,66.25,130.0,1.26,0.4286,3,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,5pt_pullback,20pt_stop,25pt_target,be_after_15,31,3.88,0.07,8,12,11,0.2581,0.8333,-1.29,0.0,-40.0,105.0,-1.16,0.4286,3,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,5pt_pullback,15pt_stop,25pt_target,be_after_20,31,3.88,0.07,8,18,5,0.2581,0.7407,-2.26,-15.0,-70.0,115.0,-2.12,0.2857,2,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,5pt_pullback,15pt_stop,30pt_target,no_be,31,3.88,0.07,8,23,0,0.2581,0.6957,-3.39,-15.0,-105.0,165.0,-2.73,0.2857,2,7,2018,2025,1
REJECT,ignore,above_vwap,5pt_pullback,25pt_stop,30pt_target,be_after_15,140,15.56,0.3,36,33,71,0.2571,2.0197,6.01,0.0,841.25,141.5,3.2,0.625,5,8,2018,2026,1
REJECT,ignore,above_vwap & low_volatility & green_bar,5pt_pullback,15pt_stop,25pt_target,be_after_15,39,5.57,0.11,10,14,15,0.2564,1.8607,4.63,0.0,180.75,45.0,3.0,0.6667,4,6,2020,2026,1
REJECT,ignore,low_volatility & strong_body & green_bar,5pt_pullback,20pt_stop,30pt_target,be_after_15,39,4.88,0.09,10,13,16,0.2564,1.7913,5.13,0.0,200.0,120.0,2.87,0.5714,4,7,2018,2025,1
REJECT,ignore,low_volatility & large_premarket & green_bar,5pt_pullback,20pt_stop,30pt_target,be_after_15,117,13.0,0.25,30,41,46,0.2564,1.6266,4.35,0.0,509.25,202.75,2.08,0.375,3,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket & green_bar,5pt_pullback,25pt_stop,30pt_target,be_after_15,117,13.0,0.25,30,35,52,0.2564,1.5323,3.93,0.0,459.25,257.75,1.83,0.375,3,8,2018,2026,1
REJECT,ignore,low_volatility & strong_body & green_bar,5pt_pullback,25pt_stop,30pt_target,be_after_15,39,4.88,0.09,10,13,16,0.2564,1.4476,3.59,0.0,140.0,150.0,1.91,0.5714,4,7,2018,2025,1
REJECT,ignore,above_vwap & low_volatility & green_bar,5pt_pullback,15pt_stop,30pt_target,be_after_20,39,5.57,0.11,10,20,9,0.2564,1.4025,3.1,-15.0,120.75,75.0,1.87,0.5,3,6,2020,2026,1
REJECT,ignore,above_vwap & low_volatility & green_bar,5pt_pullback,20pt_stop,25pt_target,be_after_15,39,5.57,0.11,10,14,15,0.2564,1.3955,2.84,0.0,110.75,60.0,1.73,0.6667,4,6,2020,2026,1
REJECT,ignore,CORE_ONLY,5pt_pullback,25pt_stop,30pt_target,be_after_15,484,53.78,1.03,124,133,227,0.2562,1.6548,4.48,0.0,2169.25,390.0,2.28,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & red_bar,10pt_pullback,20pt_stop,30pt_target,be_after_15,82,9.11,0.18,21,25,36,0.2561,2.616,9.85,0.0,808.0,140.0,3.97,0.375,3,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & red_bar,5pt_pullback,20pt_stop,30pt_target,be_after_15,82,9.11,0.18,21,26,35,0.2561,2.175,7.45,0.0,611.0,100.0,3.24,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & red_bar,5pt_pullback,25pt_stop,30pt_target,be_after_15,82,9.11,0.18,21,25,36,0.2561,1.8096,6.17,0.0,506.0,125.0,2.6,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket,10pt_pullback,20pt_stop,30pt_target,be_after_15,258,28.67,0.55,66,74,118,0.2558,2.8072,10.28,0.0,2652.5,200.0,3.92,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap,5pt_pullback,25pt_stop,30pt_target,be_after_15,344,38.22,0.74,88,100,156,0.2558,1.5338,3.86,0.0,1328.0,420.0,1.93,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & low_volatility & green_bar,10pt_pullback,15pt_stop,30pt_target,be_after_15,90,11.25,0.22,23,37,30,0.2556,2.8152,11.05,0.0,994.25,112.75,3.76,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,15pt_pullback,20pt_stop,30pt_target,be_after_15,47,5.88,0.11,12,7,28,0.2553,7.9429,20.68,0.0,972.0,100.0,6.28,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,15pt_pullback,25pt_stop,30pt_target,be_after_15,47,5.88,0.11,12,7,28,0.2553,6.6587,20.11,0.0,945.0,117.0,6.05,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,15pt_pullback,15pt_stop,30pt_target,be_after_15,47,5.88,0.11,12,12,23,0.2553,6.1778,19.83,0.0,932.0,90.0,5.98,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & large_premarket & green_bar,10pt_pullback,25pt_stop,30pt_target,be_after_15,173,19.22,0.37,44,44,85,0.2543,2.4551,9.11,0.0,1575.5,220.0,3.42,0.75,6,8,2018,2026,1
REJECT,ignore,large_lower_wick,5pt_pullback,20pt_stop,30pt_target,be_after_15,173,19.22,0.37,44,56,73,0.2543,1.5562,3.6,0.0,623.0,170.0,2.19,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket,10pt_pullback,15pt_stop,30pt_target,be_after_15,358,39.78,0.76,91,110,157,0.2542,3.6758,12.28,0.0,4395.75,210.0,4.72,0.875,7,8,2018,2026,1
REJECT,ignore,strong_body,5pt_pullback,20pt_stop,25pt_target,be_after_15,134,14.89,0.29,34,42,58,0.2537,1.6409,3.98,0.0,533.75,160.0,2.37,0.625,5,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body,5pt_pullback,15pt_stop,30pt_target,be_after_20,91,10.11,0.19,23,42,26,0.2527,1.6623,4.59,0.0,417.25,135.0,2.56,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body,5pt_pullback,25pt_stop,25pt_target,be_after_15,91,10.11,0.19,23,26,42,0.2527,1.5088,3.57,0.0,324.5,175.0,1.96,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap & strong_body,5pt_pullback,20pt_stop,30pt_target,be_after_20,91,10.11,0.19,23,39,29,0.2527,1.1275,1.08,0.0,98.5,226.25,0.67,0.5,4,8,2018,2026,1
REJECT,ignore,large_premarket & red_bar,10pt_pullback,15pt_stop,30pt_target,be_after_15,99,11.0,0.21,25,33,41,0.2525,3.1596,10.8,0.0,1069.0,120.0,4.52,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap & red_bar,15pt_pullback,15pt_stop,30pt_target,be_after_15,107,11.89,0.23,27,25,55,0.2523,5.3033,15.08,0.0,1613.75,120.0,5.63,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & red_bar,15pt_pullback,20pt_stop,30pt_target,be_after_15,107,11.89,0.23,27,20,60,0.2523,4.9719,14.85,0.0,1588.75,160.0,5.5,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & red_bar,15pt_pullback,25pt_stop,30pt_target,be_after_15,107,11.89,0.23,27,20,60,0.2523,4.0422,13.99,0.0,1496.75,192.0,5.09,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & red_bar,5pt_pullback,15pt_stop,30pt_target,be_after_15,107,11.89,0.23,27,39,41,0.2523,2.2927,7.07,0.0,756.25,75.0,3.42,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket & large_lower_wick,15pt_pullback,15pt_stop,30pt_target,be_after_15,123,13.67,0.26,31,25,67,0.252,5.9767,15.17,0.0,1866.25,75.0,5.94,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & large_lower_wick,15pt_pullback,20pt_stop,30pt_target,be_after_15,123,13.67,0.26,31,21,71,0.252,5.3363,14.81,0.0,1821.25,100.0,5.74,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket & large_lower_wick,15pt_pullback,25pt_stop,30pt_target,be_after_15,123,13.67,0.26,31,20,72,0.252,4.4825,14.16,0.0,1741.25,125.0,5.4,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket & large_lower_wick,10pt_pullback,20pt_stop,25pt_target,be_after_15,123,13.67,0.26,31,37,55,0.252,2.201,7.23,0.0,888.75,100.0,3.36,0.75,6,8,2018,2026,1
REJECT,ignore,above_vwap & displacement,15pt_pullback,15pt_stop,25pt_target,be_after_15,28,4.67,0.09,7,3,18,0.25,12.8675,16.0,0.0,448.0,30.0,5.99,1.0,5,5,2020,2025,1
REJECT,ignore,above_vwap & displacement,15pt_pullback,20pt_stop,25pt_target,be_after_15,28,4.67,0.09,7,3,18,0.25,10.1728,15.64,0.0,438.0,40.0,5.81,1.0,5,5,2020,2025,1
REJECT,ignore,above_vwap & displacement,15pt_pullback,25pt_stop,25pt_target,be_after_15,28,4.67,0.09,7,3,18,0.25,8.4113,15.29,0.0,428.0,50.0,5.64,1.0,5,5,2020,2025,1
REJECT,ignore,large_premarket & green_bar,10pt_pullback,15pt_stop,30pt_target,be_after_15,256,28.44,0.55,64,77,115,0.25,3.7382,12.28,0.0,3142.75,135.0,4.66,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & strong_body,10pt_pullback,15pt_stop,30pt_target,be_after_15,64,7.11,0.14,16,23,25,0.25,3.7328,14.42,0.0,923.0,90.0,4.75,0.75,6,8,2018,2026,1
REJECT,ignore,above_vwap & displacement,15pt_pullback,15pt_stop,30pt_target,be_after_20,28,4.67,0.09,7,10,11,0.25,3.5429,12.96,0.0,363.0,60.0,4.62,1.0,5,5,2020,2025,1
REJECT,ignore,below_vwap & large_premarket & strong_body,10pt_pullback,20pt_stop,30pt_target,be_after_15,64,7.11,0.14,16,21,27,0.25,3.092,13.33,0.0,853.0,120.0,4.32,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & strong_body,10pt_pullback,25pt_stop,30pt_target,be_after_15,64,7.11,0.14,16,19,29,0.25,2.7542,12.55,0.0,803.0,125.0,4.0,0.75,6,8,2018,2026,1
REJECT,ignore,above_vwap & displacement,15pt_pullback,20pt_stop,30pt_target,be_after_20,28,4.67,0.09,7,10,11,0.25,2.6937,11.36,0.0,318.0,90.0,3.95,0.8,4,5,2020,2025,1
REJECT,ignore,above_vwap & displacement,5pt_pullback,15pt_stop,30pt_target,be_after_15,28,4.67,0.09,7,9,12,0.25,2.4426,6.96,0.0,194.75,75.0,4.0,0.6,3,5,2020,2025,1
REJECT,ignore,above_vwap & large_premarket,5pt_pullback,20pt_stop,30pt_target,be_after_15,100,11.11,0.21,25,28,47,0.25,2.2013,6.73,0.0,672.75,120.0,3.47,0.625,5,8,2018,2026,1
REJECT,ignore,above_vwap & displacement,15pt_pullback,25pt_stop,30pt_target,be_after_20,28,4.67,0.09,7,10,11,0.25,2.1729,9.75,0.0,273.0,120.0,3.31,0.8,4,5,2020,2025,1
REJECT,ignore,large_premarket & large_lower_wick & red_bar,10pt_pullback,25pt_stop,30pt_target,be_after_15,56,8.0,0.15,14,16,26,0.25,2.1094,7.92,0.0,443.75,145.0,3.3,0.4286,3,7,2020,2026,1
REJECT,ignore,above_vwap,5pt_pullback,20pt_stop,30pt_target,be_after_15,140,15.56,0.3,35,39,66,0.25,2.0978,6.12,0.0,856.25,120.0,3.34,0.625,5,8,2018,2026,1
REJECT,ignore,above_vwap & large_premarket,5pt_pullback,25pt_stop,30pt_target,be_after_15,100,11.11,0.21,25,24,51,0.25,2.0546,6.33,0.0,632.75,125.0,3.19,0.625,5,8,2018,2026,1
REJECT,ignore,above_vwap & displacement,5pt_pullback,20pt_stop,30pt_target,be_after_15,28,4.67,0.09,7,9,12,0.25,1.8319,5.35,0.0,149.75,100.0,2.93,0.6,3,5,2020,2025,1
REJECT,ignore,large_premarket & strong_body & green_bar,5pt_pullback,20pt_stop,25pt_target,be_after_15,84,9.33,0.18,21,25,38,0.25,1.8077,4.74,0.0,398.0,140.0,2.67,0.625,5,8,2018,2026,1
REJECT,ignore,bull_fvg & green_bar,5pt_pullback,20pt_stop,30pt_target,be_after_15,52,7.43,0.14,13,20,19,0.25,1.788,5.95,0.0,309.5,92.75,2.85,0.8571,6,7,2020,2026,1
REJECT,ignore,large_premarket & strong_body & green_bar,5pt_pullback,15pt_stop,30pt_target,be_after_20,84,9.33,0.18,21,38,25,0.25,1.7031,4.77,0.0,400.75,135.0,2.63,0.625,5,8,2018,2026,1
REJECT,ignore,bull_fvg & green_bar,5pt_pullback,20pt_stop,25pt_target,be_after_15,52,7.43,0.14,13,20,19,0.25,1.6862,5.18,0.0,269.5,102.75,2.52,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg & green_bar,5pt_pullback,15pt_stop,30pt_target,be_after_20,52,7.43,0.14,13,30,9,0.25,1.5606,4.85,-15.0,252.25,150.0,2.33,0.7143,5,7,2020,2026,1
REJECT,ignore,above_vwap & displacement,5pt_pullback,25pt_stop,30pt_target,be_after_15,28,4.67,0.09,7,9,12,0.25,1.4656,3.74,0.0,104.75,140.0,1.95,0.6,3,5,2020,2025,1
REJECT,ignore,below_vwap & large_premarket & strong_body,5pt_pullback,20pt_stop,30pt_target,be_after_20,64,7.11,0.14,16,28,20,0.25,1.1791,1.55,0.0,99.0,150.0,0.9,0.5,4,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket,10pt_pullback,15pt_stop,30pt_target,be_after_15,173,19.22,0.37,43,66,64,0.2486,3.0537,11.67,0.0,2018.25,165.0,4.15,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & green_bar,10pt_pullback,20pt_stop,30pt_target,be_after_15,173,19.22,0.37,43,49,81,0.2486,2.7158,9.6,0.0,1660.5,170.0,3.67,0.75,6,8,2018,2026,1
REJECT,ignore,large_lower_wick,10pt_pullback,15pt_stop,30pt_target,be_after_15,173,19.22,0.37,43,58,72,0.2486,2.5776,7.93,0.0,1372.5,90.0,4.0,0.75,6,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket,5pt_pullback,15pt_stop,30pt_target,be_after_15,173,19.22,0.37,43,67,63,0.2486,2.2007,6.98,0.0,1206.75,225.0,3.07,0.625,5,8,2018,2026,1
REJECT,ignore,large_premarket,5pt_pullback,25pt_stop,30pt_target,be_after_15,358,39.78,0.76,89,101,168,0.2486,1.6653,4.67,0.0,1671.75,415.0,2.23,0.75,6,8,2018,2026,1
REJECT,ignore,low_volatility & green_bar,5pt_pullback,15pt_stop,30pt_target,be_after_15,129,14.33,0.28,32,55,42,0.2481,1.6979,4.46,0.0,575.75,165.0,2.24,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket,5pt_pullback,25pt_stop,30pt_target,be_after_15,258,28.67,0.55,64,77,117,0.2481,1.5432,4.03,0.0,1039.0,445.0,1.89,0.625,5,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket & green_bar,10pt_pullback,15pt_stop,30pt_target,be_after_15,117,13.0,0.25,29,42,46,0.2479,3.2232,11.83,0.0,1384.5,105.0,4.23,0.75,6,8,2018,2026,1
REJECT,ignore,CORE_ONLY,5pt_pullback,20pt_stop,30pt_target,be_after_15,484,53.78,1.03,120,151,213,0.2479,1.7798,4.85,0.0,2349.25,320.0,2.54,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & green_bar,5pt_pullback,25pt_stop,30pt_target,be_after_15,234,26.0,0.5,58,68,108,0.2479,1.3423,2.47,0.0,577.75,320.0,1.36,0.75,6,8,2018,2026,1
REJECT,ignore,green_bar,5pt_pullback,25pt_stop,30pt_target,be_after_15,352,39.11,0.75,87,99,166,0.2472,1.508,3.55,0.0,1251.0,290.0,1.89,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap,5pt_pullback,20pt_stop,30pt_target,be_after_15,344,38.22,0.74,85,112,147,0.2471,1.6687,4.34,0.0,1493.0,330.0,2.24,0.875,7,8,2018,2026,1
REJECT,ignore,low_volatility & large_lower_wick,15pt_pullback,15pt_stop,30pt_target,be_after_15,65,8.12,0.16,16,17,32,0.2462,4.5147,13.79,0.0,896.25,75.0,5.26,0.8571,6,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick,15pt_pullback,20pt_stop,30pt_target,be_after_15,65,8.12,0.16,16,13,36,0.2462,4.4279,13.71,0.0,891.25,80.0,5.19,0.7143,5,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick,15pt_pullback,25pt_stop,30pt_target,be_after_15,65,8.12,0.16,16,12,37,0.2462,3.8375,13.1,0.0,851.25,100.0,4.89,0.7143,5,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick,10pt_pullback,25pt_stop,30pt_target,be_after_15,65,8.12,0.16,16,20,29,0.2462,1.534,4.11,0.0,267.0,145.0,2.02,0.5714,4,7,2018,2025,1
REJECT,ignore,large_premarket & large_lower_wick & green_bar,5pt_pullback,15pt_stop,25pt_target,be_after_15,65,7.22,0.14,16,28,21,0.2462,1.1345,0.87,0.0,56.5,120.0,0.74,0.5,4,8,2018,2026,1
REJECT,ignore,above_vwap & green_bar,5pt_pullback,25pt_stop,30pt_target,be_after_15,118,13.11,0.25,29,31,58,0.2458,1.8687,5.71,0.0,673.25,125.0,2.87,0.625,5,8,2018,2026,1
REJECT,ignore,large_premarket,5pt_pullback,20pt_stop,30pt_target,be_after_15,358,39.78,0.76,88,113,157,0.2458,1.8442,5.31,0.0,1901.75,340.0,2.61,0.75,6,8,2018,2026,1
REJECT,ignore,displacement & green_bar,5pt_pullback,15pt_stop,30pt_target,be_after_20,57,8.14,0.16,14,25,18,0.2456,1.6713,4.42,0.0,251.75,75.0,2.52,0.5714,4,7,2020,2026,1
REJECT,ignore,displacement & strong_body,15pt_pullback,25pt_stop,30pt_target,be_after_15,53,5.89,0.11,13,6,34,0.2453,5.8417,13.7,0.0,726.25,75.0,5.6,0.625,5,8,2018,2026,1
REJECT,ignore,displacement & strong_body & green_bar,15pt_pullback,25pt_stop,30pt_target,be_after_15,49,7.0,0.13,12,6,31,0.2449,5.6417,14.21,0.0,696.25,75.0,5.62,0.7143,5,7,2020,2026,1
