model,trade_date,entry_time,direction,pnl_points,rolling_50_net,rolling_50_wr
VWAP_ALIGN,2022-08-23,2022-08-23 09:05:00,SHORT,-20.0,360.0,0.68
VWAP_ALIGN,2022-08-24,2022-08-24 11:09:00,LONG,-20.0,320.0,0.66
VWAP_ALIGN,2022-08-26,2022-08-26 09:03:00,SHORT,20.0,320.0,0.66
VWAP_ALIGN,2022-08-31,2022-08-31 09:01:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-09-01,2022-09-01 09:03:00,SHORT,-20.0,320.0,0.66
VWAP_ALIGN,2022-09-07,2022-09-07 09:08:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2022-09-08,2022-09-08 10:05:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-09-09,2022-09-09 09:38:00,LONG,-20.0,320.0,0.66
VWAP_ALIGN,2022-09-12,2022-09-12 10:31:00,SHORT,20.0,320.0,0.66
VWAP_ALIGN,2022-09-13,2022-09-13 09:08:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-09-16,2022-09-16 09:03:00,SHORT,-20.0,320.0,0.66
VWAP_ALIGN,2022-09-19,2022-09-19 09:46:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-09-20,2022-09-20 09:07:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2022-09-21,2022-09-21 10:35:00,LONG,-20.0,320.0,0.66
VWAP_ALIGN,2022-09-22,2022-09-22 09:15:00,SHORT,20.0,320.0,0.66
VWAP_ALIGN,2022-09-23,2022-09-23 09:45:00,SHORT,20.0,320.0,0.66
VWAP_ALIGN,2022-09-28,2022-09-28 09:21:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2022-09-30,2022-09-30 09:05:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2022-10-03,2022-10-03 11:21:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-10-06,2022-10-06 09:21:00,LONG,-20.0,360.0,0.68
VWAP_ALIGN,2022-10-07,2022-10-07 09:27:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-10-11,2022-10-11 09:15:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2022-10-12,2022-10-12 09:21:00,LONG,-20.0,360.0,0.68
VWAP_ALIGN,2022-10-14,2022-10-14 09:46:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-10-17,2022-10-17 09:47:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-10-18,2022-10-18 09:10:00,SHORT,20.0,440.0,0.72
VWAP_ALIGN,2022-10-19,2022-10-19 09:35:00,SHORT,-20.0,400.0,0.7
VWAP_ALIGN,2022-10-21,2022-10-21 09:03:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-10-25,2022-10-25 09:07:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-10-26,2022-10-26 09:06:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-10-28,2022-10-28 09:10:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-10-31,2022-10-31 09:58:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-11-01,2022-11-01 09:41:00,SHORT,-20.0,360.0,0.68
VWAP_ALIGN,2022-11-02,2022-11-02 09:12:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-11-03,2022-11-03 09:30:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-11-08,2022-11-08 09:17:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-11-09,2022-11-09 09:41:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-11-14,2022-11-14 09:08:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-11-15,2022-11-15 10:01:00,SHORT,-20.0,360.0,0.68
VWAP_ALIGN,2022-11-16,2022-11-16 09:16:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2022-11-17,2022-11-17 09:35:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2022-11-18,2022-11-18 09:01:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-11-21,2022-11-21 09:08:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-11-22,2022-11-22 09:48:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-11-23,2022-11-23 09:06:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2022-11-28,2022-11-28 09:26:00,SHORT,-20.0,400.0,0.7
VWAP_ALIGN,2022-11-29,2022-11-29 09:50:00,LONG,-20.0,400.0,0.7
VWAP_ALIGN,2022-11-30,2022-11-30 11:20:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2022-12-01,2022-12-01 09:50:00,SHORT,-20.0,400.0,0.7
VWAP_ALIGN,2022-12-02,2022-12-02 09:20:00,LONG,-20.0,400.0,0.7
VWAP_ALIGN,2022-12-05,2022-12-05 09:04:00,SHORT,20.0,440.0,0.72
VWAP_ALIGN,2022-12-09,2022-12-09 09:32:00,LONG,-20.0,440.0,0.72
VWAP_ALIGN,2022-12-14,2022-12-14 09:04:00,LONG,20.0,440.0,0.72
VWAP_ALIGN,2022-12-16,2022-12-16 09:07:00,SHORT,20.0,440.0,0.72
VWAP_ALIGN,2022-12-19,2022-12-19 09:03:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2022-12-20,2022-12-20 09:02:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2022-12-21,2022-12-21 09:12:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2022-12-30,2022-12-30 09:48:00,LONG,20.0,520.0,0.76
VWAP_ALIGN,2023-01-04,2023-01-04 09:04:00,SHORT,20.0,520.0,0.76
VWAP_ALIGN,2023-01-09,2023-01-09 09:02:00,LONG,-20.0,480.0,0.74
VWAP_ALIGN,2023-01-10,2023-01-10 09:14:00,LONG,20.0,520.0,0.76
VWAP_ALIGN,2023-01-11,2023-01-11 09:22:00,LONG,20.0,520.0,0.76
VWAP_ALIGN,2023-01-13,2023-01-13 09:05:00,LONG,20.0,520.0,0.76
VWAP_ALIGN,2023-01-17,2023-01-17 09:01:00,LONG,20.0,560.0,0.78
VWAP_ALIGN,2023-01-18,2023-01-18 09:01:00,LONG,20.0,560.0,0.78
VWAP_ALIGN,2023-01-19,2023-01-19 09:52:00,SHORT,20.0,560.0,0.78
VWAP_ALIGN,2023-01-20,2023-01-20 09:06:00,LONG,-20.0,520.0,0.76
VWAP_ALIGN,2023-01-25,2023-01-25 09:14:00,SHORT,-20.0,480.0,0.74
VWAP_ALIGN,2023-01-27,2023-01-27 09:03:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2023-01-30,2023-01-30 09:04:00,LONG,-20.0,480.0,0.74
VWAP_ALIGN,2023-01-31,2023-01-31 09:30:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2023-02-01,2023-02-01 09:52:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-02-06,2023-02-06 09:02:00,LONG,20.0,520.0,0.76
VWAP_ALIGN,2023-02-07,2023-02-07 09:09:00,SHORT,-20.0,480.0,0.74
VWAP_ALIGN,2023-02-08,2023-02-08 09:30:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-02-09,2023-02-09 09:29:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-02-10,2023-02-10 09:02:00,SHORT,20.0,520.0,0.76
VWAP_ALIGN,2023-02-13,2023-02-13 09:01:00,LONG,-20.0,480.0,0.74
VWAP_ALIGN,2023-02-15,2023-02-15 09:08:00,SHORT,-20.0,440.0,0.72
VWAP_ALIGN,2023-02-16,2023-02-16 09:27:00,LONG,20.0,440.0,0.72
VWAP_ALIGN,2023-02-21,2023-02-21 09:10:00,SHORT,20.0,440.0,0.72
VWAP_ALIGN,2023-02-22,2023-02-22 09:01:00,SHORT,20.0,440.0,0.72
VWAP_ALIGN,2023-02-23,2023-02-23 09:15:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-02-24,2023-02-24 09:10:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-02-27,2023-02-27 09:03:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2023-02-28,2023-02-28 09:04:00,LONG,-20.0,440.0,0.72
VWAP_ALIGN,2023-03-01,2023-03-01 09:37:00,SHORT,-20.0,400.0,0.7
VWAP_ALIGN,2023-03-02,2023-03-02 09:04:00,LONG,-20.0,360.0,0.68
VWAP_ALIGN,2023-03-03,2023-03-03 09:15:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2023-03-06,2023-03-06 09:10:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2023-03-07,2023-03-07 09:35:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2023-03-08,2023-03-08 09:02:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2023-03-09,2023-03-09 09:04:00,LONG,-20.0,360.0,0.68
VWAP_ALIGN,2023-03-14,2023-03-14 09:16:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2023-03-15,2023-03-15 09:08:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2023-03-17,2023-03-17 09:24:00,SHORT,20.0,400.0,0.7
VWAP_ALIGN,2023-03-20,2023-03-20 09:03:00,LONG,20.0,440.0,0.72
VWAP_ALIGN,2023-03-21,2023-03-21 09:15:00,LONG,-20.0,400.0,0.7
VWAP_ALIGN,2023-03-22,2023-03-22 09:39:00,LONG,-20.0,400.0,0.7
VWAP_ALIGN,2023-03-23,2023-03-23 09:01:00,LONG,20.0,440.0,0.72
VWAP_ALIGN,2023-03-24,2023-03-24 09:09:00,SHORT,20.0,440.0,0.72
VWAP_ALIGN,2023-03-27,2023-03-27 09:03:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-03-29,2023-03-29 09:28:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2023-03-30,2023-03-30 10:42:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-03-31,2023-03-31 09:22:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2023-04-03,2023-04-03 09:06:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-04-04,2023-04-04 09:07:00,SHORT,20.0,480.0,0.74
VWAP_ALIGN,2023-04-05,2023-04-05 09:01:00,SHORT,-20.0,440.0,0.72
VWAP_ALIGN,2023-04-06,2023-04-06 09:05:00,LONG,20.0,440.0,0.72
VWAP_ALIGN,2023-04-10,2023-04-10 09:05:00,LONG,20.0,480.0,0.74
VWAP_ALIGN,2023-04-11,2023-04-11 09:45:00,SHORT,-20.0,440.0,0.72
VWAP_ALIGN,2023-04-13,2023-04-13 09:41:00,LONG,-20.0,400.0,0.7
VWAP_ALIGN,2023-04-14,2023-04-14 09:39:00,SHORT,-20.0,360.0,0.68
VWAP_ALIGN,2023-04-17,2023-04-17 09:34:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2023-04-19,2023-04-19 09:02:00,LONG,20.0,360.0,0.68
VWAP_ALIGN,2023-04-20,2023-04-20 09:14:00,SHORT,-20.0,320.0,0.66
VWAP_ALIGN,2023-04-21,2023-04-21 09:04:00,LONG,-20.0,320.0,0.66
VWAP_ALIGN,2023-04-24,2023-04-24 09:15:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2023-04-25,2023-04-25 09:52:00,SHORT,20.0,360.0,0.68
VWAP_ALIGN,2023-04-26,2023-04-26 09:02:00,LONG,20.0,400.0,0.7
VWAP_ALIGN,2023-04-28,2023-04-28 09:01:00,SHORT,-20.0,360.0,0.68
VWAP_ALIGN,2023-05-01,2023-05-01 09:01:00,LONG,-20.0,320.0,0.66
VWAP_ALIGN,2023-05-02,2023-05-02 09:02:00,SHORT,20.0,320.0,0.66
VWAP_ALIGN,2023-05-03,2023-05-03 09:02:00,SHORT,-20.0,320.0,0.66
VWAP_ALIGN,2023-05-04,2023-05-04 09:08:00,LONG,20.0,320.0,0.66
VWAP_ALIGN,2023-05-05,2023-05-05 11:12:00,LONG,14.75,314.75,0.66
VWAP_ALIGN,2023-05-08,2023-05-08 09:08:00,LONG,20.0,314.75,0.66
VWAP_ALIGN,2023-05-09,2023-05-09 09:29:00,SHORT,-5.0,329.75,0.66
VWAP_ALIGN,2023-05-11,2023-05-11 09:01:00,LONG,20.0,369.75,0.68
VWAP_ALIGN,2023-05-12,2023-05-12 09:27:00,SHORT,-20.0,329.75,0.66
VWAP_ALIGN,2023-05-15,2023-05-15 09:13:00,LONG,20.0,329.75,0.66
VWAP_ALIGN,2023-05-16,2023-05-16 09:30:00,LONG,-20.0,289.75,0.64
VWAP_ALIGN,2023-05-17,2023-05-17 09:01:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-05-18,2023-05-18 09:01:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-05-19,2023-05-19 09:15:00,SHORT,-20.0,249.75,0.62
VWAP_ALIGN,2023-05-22,2023-05-22 09:23:00,LONG,-20.0,249.75,0.62
VWAP_ALIGN,2023-05-23,2023-05-23 09:44:00,LONG,-20.0,249.75,0.62
VWAP_ALIGN,2023-05-25,2023-05-25 09:03:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-05-26,2023-05-26 09:42:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-05-30,2023-05-30 10:29:00,SHORT,20.0,289.75,0.64
VWAP_ALIGN,2023-05-31,2023-05-31 09:17:00,SHORT,20.0,289.75,0.64
VWAP_ALIGN,2023-06-01,2023-06-01 09:15:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-06-02,2023-06-02 09:01:00,LONG,-20.0,289.75,0.64
VWAP_ALIGN,2023-06-05,2023-06-05 09:29:00,LONG,-20.0,249.75,0.62
VWAP_ALIGN,2023-06-06,2023-06-06 09:26:00,SHORT,-20.0,209.75,0.6
VWAP_ALIGN,2023-06-07,2023-06-07 09:52:00,SHORT,20.0,209.75,0.6
VWAP_ALIGN,2023-06-08,2023-06-08 09:02:00,LONG,20.0,209.75,0.6
VWAP_ALIGN,2023-06-09,2023-06-09 09:28:00,SHORT,20.0,249.75,0.62
VWAP_ALIGN,2023-06-12,2023-06-12 09:35:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-06-13,2023-06-13 09:41:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-06-14,2023-06-14 09:15:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-06-15,2023-06-15 09:28:00,LONG,20.0,289.75,0.64
VWAP_ALIGN,2023-06-16,2023-06-16 09:27:00,SHORT,-20.0,249.75,0.62
VWAP_ALIGN,2023-06-21,2023-06-21 09:07:00,SHORT,20.0,249.75,0.62
VWAP_ALIGN,2023-06-22,2023-06-22 09:37:00,LONG,20.0,249.75,0.62
VWAP_ALIGN,2023-06-23,2023-06-23 09:21:00,SHORT,-20.0,209.75,0.6
VWAP_ALIGN,2023-06-26,2023-06-26 09:06:00,SHORT,20.0,209.75,0.6
VWAP_ALIGN,2023-06-27,2023-06-27 09:10:00,SHORT,-20.0,209.75,0.6
VWAP_ALIGN,2023-06-28,2023-06-28 10:13:00,LONG,-20.0,169.75,0.58
VWAP_ALIGN,2023-06-29,2023-06-29 10:15:00,LONG,20.0,169.75,0.58
VWAP_ALIGN,2023-07-03,2023-07-03 10:59:00,LONG,-2.25,187.5,0.58
VWAP_ALIGN,2023-07-06,2023-07-06 09:25:00,SHORT,-20.0,187.5,0.58
VWAP_ALIGN,2023-07-07,2023-07-07 09:03:00,LONG,20.0,227.5,0.6
VWAP_ALIGN,2023-07-10,2023-07-10 09:45:00,SHORT,20.0,227.5,0.6
VWAP_ALIGN,2023-07-11,2023-07-11 09:04:00,LONG,-20.0,187.5,0.58
VWAP_ALIGN,2023-07-13,2023-07-13 09:03:00,LONG,-20.0,187.5,0.58
VWAP_ALIGN,2023-07-14,2023-07-14 11:02:00,SHORT,20.0,227.5,0.6
VWAP_ALIGN,2023-07-17,2023-07-17 09:27:00,LONG,20.0,227.5,0.6
VWAP_ALIGN,2023-07-18,2023-07-18 09:15:00,LONG,-20.0,187.5,0.58
VWAP_ALIGN,2023-07-19,2023-07-19 09:18:00,LONG,-20.0,147.5,0.56
VWAP_ALIGN,2023-07-20,2023-07-20 10:34:00,SHORT,20.0,187.5,0.58
VWAP_ALIGN,2023-07-21,2023-07-21 09:13:00,LONG,20.0,227.5,0.6
VWAP_ALIGN,2023-07-24,2023-07-24 09:06:00,SHORT,-20.0,187.5,0.58
VWAP_ALIGN,2023-07-25,2023-07-25 09:12:00,LONG,20.0,227.5,0.6
VWAP_ALIGN,2023-07-26,2023-07-26 09:01:00,SHORT,-20.0,187.5,0.58
VWAP_ALIGN,2023-07-27,2023-07-27 09:31:00,LONG,-20.0,152.75,0.56
VWAP_ALIGN,2023-07-28,2023-07-28 09:12:00,LONG,20.0,152.75,0.56
VWAP_ALIGN,2023-07-31,2023-07-31 09:04:00,LONG,-20.0,137.75,0.56
VWAP_ALIGN,2023-08-01,2023-08-01 11:05:00,LONG,-20.0,97.75,0.54
VWAP_ALIGN,2023-08-02,2023-08-02 10:47:00,SHORT,20.0,137.75,0.56
VWAP_ALIGN,2023-08-03,2023-08-03 09:05:00,LONG,20.0,137.75,0.56
VWAP_ALIGN,2023-08-04,2023-08-04 09:02:00,LONG,20.0,177.75,0.58
VWAP_ALIGN,2023-08-07,2023-08-07 09:03:00,SHORT,20.0,177.75,0.58
VWAP_ALIGN,2023-08-08,2023-08-08 09:01:00,SHORT,-20.0,137.75,0.56
VWAP_ALIGN,2023-08-09,2023-08-09 09:01:00,SHORT,-20.0,137.75,0.56
VWAP_ALIGN,2023-08-10,2023-08-10 09:02:00,SHORT,20.0,177.75,0.58
VWAP_ALIGN,2023-08-11,2023-08-11 09:07:00,SHORT,20.0,217.75,0.6
VWAP_ALIGN,2023-08-15,2023-08-15 10:16:00,LONG,20.0,217.75,0.6
VWAP_ALIGN,2023-08-16,2023-08-16 09:28:00,SHORT,20.0,217.75,0.6
VWAP_ALIGN,2023-08-17,2023-08-17 10:35:00,LONG,20.0,217.75,0.6
VWAP_ALIGN,2023-08-18,2023-08-18 09:02:00,LONG,-20.0,177.75,0.58
VWAP_ALIGN,2023-08-21,2023-08-21 09:10:00,SHORT,20.0,177.75,0.58
VWAP_ALIGN,2023-08-22,2023-08-22 09:01:00,LONG,-20.0,177.75,0.58
VWAP_ALIGN,2023-08-23,2023-08-23 09:14:00,LONG,20.0,217.75,0.6
VWAP_ALIGN,2023-08-24,2023-08-24 09:01:00,SHORT,20.0,257.75,0.62
VWAP_ALIGN,2023-08-28,2023-08-28 09:43:00,SHORT,-20.0,217.75,0.6
VWAP_ALIGN,2023-08-29,2023-08-29 09:15:00,LONG,20.0,217.75,0.6
VWAP_ALIGN,2023-08-30,2023-08-30 09:37:00,LONG,20.0,217.75,0.6
VWAP_ALIGN,2023-08-31,2023-08-31 11:10:00,SHORT,-20.0,177.75,0.58
VWAP_ALIGN,2023-09-01,2023-09-01 09:46:00,SHORT,20.0,177.75,0.58
VWAP_ALIGN,2023-09-04,2023-09-04 09:06:00,SHORT,-5.25,152.5,0.56
VWAP_ALIGN,2023-09-05,2023-09-05 09:03:00,LONG,20.0,152.5,0.56
VWAP_ALIGN,2023-09-06,2023-09-06 09:01:00,SHORT,20.0,192.5,0.58
VWAP_ALIGN,2023-09-11,2023-09-11 09:26:00,LONG,-20.0,152.5,0.56
VWAP_ALIGN,2023-09-12,2023-09-12 09:09:00,SHORT,20.0,152.5,0.56
VWAP_ALIGN,2023-09-13,2023-09-13 09:07:00,LONG,20.0,192.5,0.58
VWAP_ALIGN,2023-09-14,2023-09-14 09:04:00,LONG,20.0,192.5,0.58
VWAP_ALIGN,2023-09-15,2023-09-15 09:01:00,SHORT,-20.0,192.5,0.58
VWAP_ALIGN,2023-09-18,2023-09-18 09:18:00,LONG,20.0,232.5,0.6
VWAP_ALIGN,2023-09-20,2023-09-20 09:05:00,SHORT,20.0,232.5,0.6
VWAP_ALIGN,2023-09-21,2023-09-21 09:15:00,SHORT,20.0,254.75,0.62
VWAP_ALIGN,2023-09-22,2023-09-22 09:06:00,LONG,-20.0,254.75,0.62
VWAP_ALIGN,2023-09-25,2023-09-25 09:10:00,LONG,20.0,254.75,0.62
VWAP_ALIGN,2023-09-26,2023-09-26 09:08:00,SHORT,20.0,254.75,0.62
VWAP_ALIGN,2023-09-27,2023-09-27 09:47:00,SHORT,20.0,294.75,0.64
VWAP_ALIGN,2023-09-28,2023-09-28 09:22:00,LONG,20.0,334.75,0.66
VWAP_ALIGN,2023-09-29,2023-09-29 09:15:00,SHORT,-20.0,294.75,0.64
VWAP_ALIGN,2023-10-02,2023-10-02 09:13:00,LONG,20.0,294.75,0.64
VWAP_ALIGN,2023-10-03,2023-10-03 09:02:00,SHORT,20.0,334.75,0.66
VWAP_ALIGN,2023-10-04,2023-10-04 09:37:00,LONG,-20.0,334.75,0.66
VWAP_ALIGN,2023-10-06,2023-10-06 09:05:00,LONG,20.0,334.75,0.66
VWAP_ALIGN,2023-10-09,2023-10-09 09:10:00,SHORT,-20.0,294.75,0.64
VWAP_ALIGN,2023-10-10,2023-10-10 09:05:00,LONG,20.0,334.75,0.66
VWAP_ALIGN,2023-10-11,2023-10-11 09:01:00,LONG,-20.0,294.75,0.64
VWAP_ALIGN,2023-10-12,2023-10-12 09:13:00,LONG,20.0,334.75,0.66
VWAP_ALIGN,2023-10-13,2023-10-13 09:06:00,SHORT,-20.0,334.75,0.66
VWAP_ALIGN,2023-10-17,2023-10-17 09:19:00,LONG,20.0,334.75,0.66
VWAP_ALIGN,2023-10-18,2023-10-18 10:08:00,LONG,-20.0,334.75,0.66
VWAP_ALIGN,2023-10-19,2023-10-19 09:15:00,SHORT,20.0,374.75,0.68
VWAP_ALIGN,2023-10-20,2023-10-20 09:19:00,SHORT,20.0,374.75,0.68
VWAP_ALIGN,2023-10-23,2023-10-23 09:01:00,LONG,20.0,374.75,0.68
VWAP_ALIGN,2023-10-24,2023-10-24 10:00:00,SHORT,20.0,374.75,0.68
VWAP_ALIGN,2023-10-25,2023-10-25 09:42:00,SHORT,20.0,374.75,0.68
VWAP_ALIGN,2023-10-26,2023-10-26 09:24:00,SHORT,20.0,414.75,0.7
VWAP_ALIGN,2023-10-27,2023-10-27 09:07:00,LONG,20.0,454.75,0.72
VWAP_ALIGN,2023-10-30,2023-10-30 09:12:00,LONG,-20.0,414.75,0.7
VWAP_ALIGN,2023-10-31,2023-10-31 10:46:00,LONG,8.5,403.25,0.7
VWAP_ALIGN,2023-11-02,2023-11-02 09:05:00,LONG,-20.0,363.25,0.68
VWAP_ALIGN,2023-11-03,2023-11-03 09:05:00,LONG,-20.0,323.25,0.66
VWAP_ALIGN,2023-11-06,2023-11-06 09:11:00,SHORT,-20.0,283.25,0.64
VWAP_ALIGN,2023-11-07,2023-11-07 09:01:00,LONG,-20.0,283.25,0.64
VWAP_ALIGN,2023-11-08,2023-11-08 09:06:00,SHORT,20.0,283.25,0.64
VWAP_ALIGN,2023-11-09,2023-11-09 09:08:00,SHORT,-20.0,283.25,0.64
VWAP_ALIGN,2023-11-10,2023-11-10 10:04:00,LONG,20.0,283.25,0.64
VWAP_ALIGN,2023-11-13,2023-11-13 09:47:00,LONG,20.0,283.25,0.64
VWAP_ALIGN,2023-11-14,2023-11-14 09:01:00,LONG,20.0,323.25,0.66
VWAP_ALIGN,2023-11-15,2023-11-15 10:52:00,SHORT,20.0,323.25,0.66
VWAP_ALIGN,2023-11-16,2023-11-16 09:06:00,LONG,-20.0,283.25,0.64
VWAP_ALIGN,2023-11-17,2023-11-17 10:06:00,SHORT,-20.0,283.25,0.64
VWAP_ALIGN,2023-11-20,2023-11-20 09:05:00,LONG,-20.0,243.25,0.62
VWAP_ALIGN,2023-11-21,2023-11-21 09:17:00,SHORT,20.0,268.5,0.64
VWAP_ALIGN,2023-11-24,2023-11-24 09:16:00,SHORT,20.0,268.5,0.64
VWAP_ALIGN,2023-11-27,2023-11-27 09:10:00,LONG,-20.0,228.5,0.62
VWAP_ALIGN,2023-11-28,2023-11-28 09:40:00,LONG,20.0,268.5,0.64
VWAP_ALIGN,2023-11-30,2023-11-30 09:05:00,SHORT,-20.0,228.5,0.62
VWAP_ALIGN,2023-12-01,2023-12-01 09:02:00,LONG,-20.0,188.5,0.6
VWAP_ALIGN,2023-12-04,2023-12-04 09:16:00,SHORT,20.0,188.5,0.6
VWAP_ALIGN,2023-12-05,2023-12-05 09:27:00,LONG,20.0,228.5,0.62
VWAP_ALIGN,2023-12-06,2023-12-06 09:01:00,SHORT,20.0,228.5,0.62
VWAP_ALIGN,2023-12-07,2023-12-07 09:23:00,LONG,20.0,228.5,0.62
VWAP_ALIGN,2023-12-08,2023-12-08 09:01:00,LONG,20.0,228.5,0.62
VWAP_ALIGN,2023-12-11,2023-12-11 09:05:00,LONG,-20.0,228.5,0.62
VWAP_ALIGN,2023-12-12,2023-12-12 09:01:00,LONG,20.0,228.5,0.62
VWAP_ALIGN,2023-12-13,2023-12-13 11:03:00,SHORT,-5.75,202.75,0.6
VWAP_ALIGN,2023-12-14,2023-12-14 09:16:00,SHORT,20.0,202.75,0.6
VWAP_ALIGN,2023-12-15,2023-12-15 09:15:00,LONG,20.0,202.75,0.6
VWAP_ALIGN,2023-12-18,2023-12-18 09:02:00,LONG,20.0,242.75,0.62
VWAP_ALIGN,2023-12-19,2023-12-19 09:32:00,LONG,-20.0,202.75,0.6
VWAP_ALIGN,2023-12-20,2023-12-20 09:01:00,LONG,20.0,202.75,0.6
VWAP_ALIGN,2023-12-21,2023-12-21 09:05:00,SHORT,20.0,242.75,0.62
VWAP_ALIGN,2023-12-22,2023-12-22 10:04:00,SHORT,20.0,242.75,0.62
VWAP_ALIGN,2023-12-26,2023-12-26 09:25:00,LONG,-20.0,242.75,0.62
VWAP_ALIGN,2023-12-27,2023-12-27 09:12:00,SHORT,20.0,242.75,0.62
VWAP_ALIGN,2023-12-28,2023-12-28 09:06:00,SHORT,-20.0,242.75,0.62
VWAP_ALIGN,2023-12-29,2023-12-29 09:35:00,SHORT,20.0,242.75,0.62
VWAP_ALIGN,2024-01-03,2024-01-03 09:13:00,SHORT,20.0,282.75,0.64
VWAP_ALIGN,2024-01-04,2024-01-04 09:09:00,LONG,20.0,282.75,0.64
VWAP_ALIGN,2024-01-05,2024-01-05 09:01:00,LONG,20.0,322.75,0.66
VWAP_ALIGN,2024-01-09,2024-01-09 09:28:00,LONG,20.0,322.75,0.66
VWAP_ALIGN,2024-01-10,2024-01-10 09:03:00,SHORT,-20.0,282.75,0.64
VWAP_ALIGN,2024-01-11,2024-01-11 09:31:00,SHORT,20.0,282.75,0.64
VWAP_ALIGN,2024-01-12,2024-01-12 09:01:00,SHORT,20.0,282.75,0.64
VWAP_ALIGN,2024-01-15,2024-01-15 10:05:00,LONG,1.75,264.5,0.64
VWAP_ALIGN,2024-01-16,2024-01-16 09:17:00,LONG,20.0,264.5,0.64
VWAP_ALIGN,2024-01-18,2024-01-18 09:38:00,LONG,20.0,264.5,0.64
VWAP_ALIGN,2024-01-19,2024-01-19 09:01:00,LONG,-20.0,264.5,0.64
VWAP_ALIGN,2024-01-22,2024-01-22 09:29:00,SHORT,20.0,276.0,0.64
VWAP_ALIGN,2024-01-24,2024-01-24 09:16:00,LONG,20.0,316.0,0.66
VWAP_ALIGN,2024-01-25,2024-01-25 09:28:00,LONG,-20.0,316.0,0.66
VWAP_ALIGN,2024-01-26,2024-01-26 09:06:00,SHORT,-20.0,316.0,0.66
VWAP_ALIGN,2024-01-29,2024-01-29 09:58:00,SHORT,-20.0,316.0,0.66
VWAP_ALIGN,2024-01-30,2024-01-30 09:07:00,SHORT,20.0,316.0,0.66
