date,entry_time,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae
2022-01-06,2022-01-06 08:55:00,15739.5,15783.5,15651.5,15651.5,win,44.0,88.0,2.0,103.75,-27.25
2022-01-06,2022-01-06 08:57:00,15725.5,15767.75,15641.0,15641.0,win,42.25,84.5,2.0,89.75,-23.5
2022-01-06,2022-01-06 09:01:00,15683.0,15750.0,15549.0,15750.0,loss,67.0,-67.0,-1.0,84.5,-88.0
2022-01-06,2022-01-06 09:19:00,15704.25,15737.5,15637.75,15737.5,loss,33.25,-33.25,-1.0,37.0,-66.75
2022-01-06,2022-01-06 09:22:00,15679.25,15725.75,15586.25,15725.75,loss,46.5,-46.5,-1.0,12.0,-58.0
2022-01-07,2022-01-07 09:05:00,15745.5,15774.0,15688.5,15688.5,win,28.5,57.0,2.0,67.75,-4.0
2022-01-11,2022-01-11 09:32:00,15585.0,15638.5,15478.0,15638.5,loss,53.5,-53.5,-1.0,81.0,-53.5
2022-01-11,2022-01-11 09:35:00,15558.5,15592.0,15491.5,15592.0,loss,33.5,-33.5,-1.0,54.5,-62.75
2022-01-12,2022-01-12 09:40:00,15886.0,15907.75,15842.5,15842.5,win,21.75,43.5,2.0,45.5,-20.75
2022-01-12,2022-01-12 09:42:00,15871.25,15903.25,15807.25,15903.25,loss,32.0,-32.0,-1.0,12.75,-34.5
2022-01-12,2022-01-12 09:49:00,15878.75,15898.0,15840.25,15840.25,win,19.25,38.5,2.0,40.75,-11.75
2022-01-12,2022-01-12 09:53:00,15843.0,15873.0,15783.0,15873.0,loss,30.0,-30.0,-1.0,7.0,-33.5
2022-01-12,2022-01-12 10:06:00,15835.25,15868.25,15769.25,15868.25,loss,33.0,-33.0,-1.0,38.0,-38.0
2022-01-12,2022-01-12 10:07:00,15810.5,15839.0,15753.5,15839.0,loss,28.5,-28.5,-1.0,11.0,-30.0
2022-01-12,2022-01-12 10:16:00,15810.25,15839.0,15752.75,15839.0,loss,28.75,-28.75,-1.0,7.0,-29.5
2022-01-13,2022-01-13 09:13:00,15867.75,15885.5,15832.25,15832.25,win,17.75,35.5,2.0,36.5,-14.25
2022-01-13,2022-01-13 09:17:00,15850.0,15874.25,15801.5,15874.25,loss,24.25,-24.25,-1.0,18.75,-26.75
2022-01-14,2022-01-14 09:38:00,15469.0,15491.75,15423.5,15491.75,loss,22.75,-22.75,-1.0,5.25,-29.75
2022-01-14,2022-01-14 10:04:00,15477.0,15499.5,15432.0,15432.0,win,22.5,45.0,2.0,58.75,-11.0
2022-01-14,2022-01-14 10:06:00,15462.75,15485.25,15417.75,15485.25,loss,22.5,-22.5,-1.0,44.5,-34.0
2022-01-14,2022-01-14 10:08:00,15446.5,15477.25,15385.0,15477.25,loss,30.75,-30.75,-1.0,28.25,-50.25
2022-01-18,2022-01-18 09:46:00,15354.75,15388.0,15288.25,15288.25,win,33.25,66.5,2.0,74.0,-19.25
2022-01-19,2022-01-19 09:36:00,15247.25,15260.75,15220.25,15220.25,win,13.5,27.0,2.0,39.5,-4.5
2022-01-19,2022-01-19 09:39:00,15232.25,15252.75,15191.25,15191.25,win,20.5,41.0,2.0,50.0,-0.5
2022-01-19,2022-01-19 09:40:00,15213.25,15233.75,15172.25,15172.25,win,20.5,41.0,2.0,43.5,-1.75
2022-01-21,2022-01-21 08:44:00,14695.0,14723.75,14637.5,14723.75,loss,28.75,-28.75,-1.0,26.75,-56.0
2022-01-21,2022-01-21 08:45:00,14671.75,14703.75,14607.75,14703.75,loss,32.0,-32.0,-1.0,2.25,-79.25
2022-01-21,2022-01-21 08:51:00,14698.0,14742.0,14610.0,14610.0,win,44.0,88.0,2.0,90.0,-3.75
2022-01-21,2022-01-21 08:54:00,14656.5,14688.5,14592.5,14592.5,win,32.0,64.0,2.0,70.5,-31.0
2022-01-21,2022-01-21 10:42:00,14713.5,14739.75,14661.0,14661.0,win,26.25,52.5,2.0,53.0,-22.5
2022-01-25,2022-01-25 08:33:00,14188.5,14264.25,14037.0,14264.25,loss,75.75,-75.75,-1.0,0.75,-91.5
2022-01-25,2022-01-25 08:35:00,14220.75,14254.5,14153.25,14254.5,loss,33.75,-33.75,-1.0,22.0,-59.25
2022-01-25,2022-01-25 08:46:00,14146.0,14219.0,14000.0,14219.0,loss,73.0,-73.0,-1.0,109.5,-79.5
2022-01-25,2022-01-25 09:51:00,14201.25,14234.0,14135.75,14135.75,win,32.75,65.5,2.0,87.0,-25.0
2022-01-28,2022-01-28 08:33:00,14011.0,14046.0,13941.0,13941.0,win,35.0,70.0,2.0,88.0,-12.25
2022-01-28,2022-01-28 08:34:00,13983.5,14024.25,13902.0,13902.0,win,40.75,81.5,2.0,83.75,-15.75
2022-01-28,2022-01-28 08:36:00,13931.75,13977.75,13839.75,13977.75,loss,46.0,-46.0,-1.0,71.5,-49.75
2022-01-31,2022-01-31 08:32:00,14437.0,14498.75,14313.5,14498.75,loss,61.75,-61.75,-1.0,20.75,-84.75
2022-01-31,2022-01-31 08:33:00,14426.5,14459.0,14361.5,14459.0,loss,32.5,-32.5,-1.0,0.25,-95.25
2022-02-01,2022-02-01 08:31:00,14900.5,14953.0,14795.5,14795.5,win,52.5,105.0,2.0,114.0,-18.5
2022-02-01,2022-02-01 08:32:00,14886.25,14906.75,14845.25,14906.75,loss,20.5,-20.5,-1.0,20.75,-29.5
2022-02-01,2022-02-01 08:37:00,14873.75,14913.75,14793.75,14793.75,win,40.0,80.0,2.0,87.25,-15.5
2022-02-01,2022-02-01 08:40:00,14857.5,14890.25,14792.0,14792.0,win,32.75,65.5,2.0,71.0,-31.75
2022-02-01,2022-02-01 08:43:00,14820.5,14857.25,14747.0,14857.25,loss,36.75,-36.75,-1.0,34.0,-39.75
2022-02-02,2022-02-02 08:31:00,15129.75,15173.25,15042.75,15173.25,loss,43.5,-43.5,-1.0,37.25,-47.5
2022-02-02,2022-02-02 08:32:00,15118.5,15130.75,15094.0,15094.0,win,12.25,24.5,2.0,26.0,-1.0
2022-02-02,2022-02-02 08:33:00,15106.25,15120.5,15077.75,15120.5,loss,14.25,-14.25,-1.0,13.75,-31.75
2022-02-02,2022-02-02 08:40:00,15155.25,15179.0,15107.75,15107.75,win,23.75,47.5,2.0,51.25,-6.5
2022-02-02,2022-02-02 08:42:00,15110.75,15146.25,15039.75,15039.75,win,35.5,71.0,2.0,84.0,-13.25
2022-02-02,2022-02-02 08:43:00,15086.5,15125.0,15009.5,15125.0,loss,38.5,-38.5,-1.0,59.75,-43.75
2022-02-02,2022-02-02 08:44:00,15064.25,15100.5,14991.75,15100.5,loss,36.25,-36.25,-1.0,37.5,-47.0
2022-02-02,2022-02-02 08:47:00,15060.0,15092.0,14996.0,15092.0,loss,32.0,-32.0,-1.0,33.25,-36.0
2022-02-02,2022-02-02 09:11:00,15138.75,15161.5,15093.25,15093.25,win,22.75,45.5,2.0,49.5,-22.5
2022-02-02,2022-02-02 09:14:00,15117.75,15138.75,15075.75,15075.75,win,21.0,42.0,2.0,46.25,-2.0
2022-02-02,2022-02-02 09:15:00,15098.5,15120.75,15054.0,15120.75,loss,22.25,-22.25,-1.0,27.0,-24.0
2022-02-02,2022-02-02 09:18:00,15083.0,15116.5,15016.0,15116.5,loss,33.5,-33.5,-1.0,11.5,-39.5
2022-02-04,2022-02-04 09:30:00,14559.0,14631.5,14414.0,14582.0,loss,72.5,-23.0,-0.32,117.0,-66.0
2022-02-07,2022-02-07 08:34:00,14680.25,14720.0,14600.75,14720.0,loss,39.75,-39.75,-1.0,10.25,-42.5
2022-02-07,2022-02-07 09:18:00,14696.75,14723.75,14642.75,14723.75,loss,27.0,-27.0,-1.0,10.0,-28.5
2022-02-07,2022-02-07 09:42:00,14705.75,14725.5,14666.25,14725.5,loss,19.75,-19.75,-1.0,9.25,-24.0
2022-02-07,2022-02-07 09:49:00,14704.0,14720.75,14670.5,14720.75,loss,16.75,-16.75,-1.0,13.0,-32.5
2022-02-07,2022-02-07 10:05:00,14709.25,14724.5,14678.75,14678.75,win,15.25,30.5,2.0,46.0,-13.0
2022-02-07,2022-02-07 10:09:00,14699.0,14723.25,14650.5,14650.5,win,24.25,48.5,2.0,52.5,-0.75
2022-02-07,2022-02-07 10:10:00,14672.25,14700.75,14615.25,14615.25,win,28.5,57.0,2.0,67.25,-22.0
2022-02-08,2022-02-08 08:33:00,14542.5,14565.0,14497.5,14565.0,loss,22.5,-22.5,-1.0,41.0,-33.0
2022-02-08,2022-02-08 08:34:00,14526.75,14549.25,14481.75,14549.25,loss,22.5,-22.5,-1.0,25.25,-28.25
2022-02-08,2022-02-08 08:35:00,14512.0,14542.75,14450.5,14542.75,loss,30.75,-30.75,-1.0,0.75,-43.0
2022-02-08,2022-02-08 08:43:00,14543.5,14569.5,14491.5,14569.5,loss,26.0,-26.0,-1.0,13.25,-28.5
2022-02-08,2022-02-08 09:01:00,14494.5,14524.0,14435.5,14524.0,loss,29.5,-29.5,-1.0,27.0,-57.0
2022-02-08,2022-02-08 09:02:00,14477.5,14496.5,14439.5,14496.5,loss,19.0,-19.0,-1.0,10.0,-32.0
2022-02-08,2022-02-08 09:27:00,14520.0,14542.5,14475.0,14475.0,win,22.5,45.0,2.0,47.0,-1.75
2022-02-08,2022-02-08 09:28:00,14504.0,14522.75,14466.5,14522.75,loss,18.75,-18.75,-1.0,31.0,-33.25
2022-02-11,2022-02-11 08:59:00,14632.0,14658.0,14580.0,14658.0,loss,26.0,-26.0,-1.0,2.0,-40.75
2022-02-11,2022-02-11 09:12:00,14647.75,14685.5,14572.25,14685.5,loss,37.75,-37.75,-1.0,57.75,-41.25
2022-02-23,2022-02-23 08:36:00,13963.75,14012.25,13866.75,14012.25,loss,48.5,-48.5,-1.0,1.0,-65.25
2022-02-23,2022-02-23 08:42:00,13961.75,14020.0,13845.25,13845.25,win,58.25,116.5,2.0,118.5,-19.0
2022-02-25,2022-02-25 08:43:00,13895.0,13948.0,13789.0,13948.0,loss,53.0,-53.0,-1.0,23.0,-55.75
2022-02-25,2022-02-25 08:57:00,13887.75,13921.0,13821.25,13921.0,loss,33.25,-33.25,-1.0,56.0,-43.0
2022-03-01,2022-03-01 09:11:00,14158.5,14190.75,14094.0,14190.75,loss,32.25,-32.25,-1.0,11.5,-46.25
2022-03-01,2022-03-01 09:42:00,14191.5,14212.5,14149.5,14149.5,win,21.0,42.0,2.0,43.5,-5.25
2022-03-01,2022-03-01 09:45:00,14156.5,14178.0,14113.5,14178.0,loss,21.5,-21.5,-1.0,6.25,-21.5
2022-03-01,2022-03-01 10:20:00,14173.0,14194.0,14131.0,14194.0,loss,21.0,-21.0,-1.0,9.0,-27.75
2022-03-02,2022-03-02 09:08:00,14034.75,14063.25,13977.75,13977.75,win,28.5,57.0,2.0,64.75,0.0
2022-03-02,2022-03-02 09:09:00,14011.0,14035.75,13961.5,13961.5,win,24.75,49.5,2.0,49.75,-2.0
2022-03-02,2022-03-02 09:10:00,13990.0,14014.0,13942.0,14014.0,loss,24.0,-24.0,-1.0,28.75,-30.0
2022-03-02,2022-03-02 09:47:00,14045.25,14066.25,14003.25,14066.25,loss,21.0,-21.0,-1.0,12.0,-40.25
2022-03-02,2022-03-02 09:55:00,14019.5,14052.0,13954.5,14052.0,loss,32.5,-32.5,-1.0,5.25,-43.0
2022-03-03,2022-03-03 08:49:00,14257.0,14294.25,14182.5,14182.5,win,37.25,74.5,2.0,75.5,-32.25
2022-03-03,2022-03-03 09:06:00,14249.0,14271.75,14203.5,14203.5,win,22.75,45.5,2.0,45.5,-2.5
2022-03-03,2022-03-03 09:07:00,14223.25,14252.5,14164.75,14164.75,win,29.25,58.5,2.0,76.75,-17.25
2022-03-07,2022-03-07 09:00:00,13673.25,13704.25,13611.25,13611.25,win,31.0,62.0,2.0,63.0,-20.75
2022-03-08,2022-03-08 08:37:00,13275.5,13355.25,13116.0,13355.25,loss,79.75,-79.75,-1.0,53.75,-98.25
2022-03-08,2022-03-08 10:13:00,13241.5,13271.0,13182.5,13271.0,loss,29.5,-29.5,-1.0,9.25,-29.5
2022-03-11,2022-03-11 08:55:00,13597.0,13618.0,13555.0,13555.0,win,21.0,42.0,2.0,57.0,-6.25
2022-03-11,2022-03-11 09:01:00,13536.0,13595.0,13418.0,13463.25,win,59.0,72.75,1.23,74.5,-45.0
2022-03-21,2022-03-21 10:31:00,14342.25,14409.5,14207.75,14207.75,win,67.25,134.5,2.0,138.25,-13.25
2022-03-21,2022-03-21 10:32:00,14318.25,14356.5,14241.75,14241.75,win,38.25,76.5,2.0,78.75,-30.25
2022-03-21,2022-03-21 10:34:00,14321.5,14346.0,14272.5,14272.5,win,24.5,49.0,2.0,49.5,-7.5
2022-03-23,2022-03-23 08:46:00,14543.75,14563.0,14505.25,14563.0,loss,19.25,-19.25,-1.0,16.0,-22.25
2022-03-25,2022-03-25 08:55:00,14747.0,14760.25,14720.5,14720.5,win,13.25,26.5,2.0,44.5,-10.75
2022-03-25,2022-03-25 08:56:00,14731.75,14755.5,14684.25,14755.5,loss,23.75,-23.75,-1.0,6.75,-26.0
2022-03-25,2022-03-25 09:01:00,14732.0,14758.75,14678.5,14678.5,win,26.75,53.5,2.0,76.25,-1.25
2022-03-28,2022-03-28 09:50:00,14729.75,14756.0,14677.25,14756.0,loss,26.25,-26.25,-1.0,11.75,-28.5
2022-03-28,2022-03-28 10:11:00,14736.0,14749.0,14710.0,14710.0,win,13.0,26.0,2.0,30.0,-2.75
2022-03-28,2022-03-28 10:12:00,14721.25,14738.25,14687.25,14738.25,loss,17.0,-17.0,-1.0,7.0,-17.5
2022-03-28,2022-03-28 10:17:00,14723.0,14736.25,14696.5,14736.25,loss,13.25,-13.25,-1.0,22.0,-15.25
2022-03-28,2022-03-28 10:27:00,14736.0,14750.0,14708.0,14750.0,loss,14.0,-14.0,-1.0,12.0,-19.0
2022-04-07,2022-04-07 08:33:00,14506.0,14536.0,14446.0,14536.0,loss,30.0,-30.0,-1.0,8.75,-37.25
2022-04-07,2022-04-07 08:39:00,14511.0,14540.25,14452.5,14452.5,win,29.25,58.5,2.0,64.0,-0.25
2022-04-07,2022-04-07 08:40:00,14490.25,14512.25,14446.25,14446.25,win,22.0,44.0,2.0,48.5,0.0
2022-04-07,2022-04-07 08:41:00,14457.0,14491.25,14388.5,14491.25,loss,34.25,-34.25,-1.0,31.5,-50.5
2022-04-18,2022-04-18 09:25:00,13875.0,13889.25,13846.5,13846.5,win,14.25,28.5,2.0,32.25,-7.0
2022-04-18,2022-04-18 10:49:00,13802.25,13813.75,13779.25,13813.75,loss,11.5,-11.5,-1.0,1.5,-15.5
2022-04-20,2022-04-20 08:48:00,14107.75,14125.5,14072.25,14125.5,loss,17.75,-17.75,-1.0,3.0,-25.75
2022-04-20,2022-04-20 08:57:00,14122.75,14142.0,14084.25,14084.25,win,19.25,38.5,2.0,39.0,-9.0
2022-04-20,2022-04-20 09:01:00,14102.5,14131.75,14044.0,14044.0,win,29.25,58.5,2.0,61.0,-10.25
2022-04-20,2022-04-20 09:05:00,14089.25,14113.75,14040.25,14040.25,win,24.5,49.0,2.0,58.75,-23.5
2022-04-21,2022-04-21 08:46:00,14125.25,14142.75,14090.25,14090.25,win,17.5,35.0,2.0,39.25,-12.5
2022-04-21,2022-04-21 08:48:00,14101.5,14125.0,14054.5,14054.5,win,23.5,47.0,2.0,49.0,-23.25
2022-04-25,2022-04-25 09:16:00,13274.75,13313.75,13196.75,13313.75,loss,39.0,-39.0,-1.0,8.25,-66.75
2022-04-27,2022-04-27 08:55:00,13056.75,13081.25,13007.75,13081.25,loss,24.5,-24.5,-1.0,20.75,-59.5
2022-04-27,2022-04-27 09:10:00,13076.5,13108.75,13012.0,13108.75,loss,32.25,-32.25,-1.0,29.5,-37.25
2022-04-27,2022-04-27 09:17:00,13074.75,13109.75,13004.75,13109.75,loss,35.0,-35.0,-1.0,25.25,-50.5
2022-04-27,2022-04-27 09:21:00,13065.5,13100.0,12996.5,13100.0,loss,34.5,-34.5,-1.0,6.75,-59.75
2022-04-27,2022-04-27 10:02:00,13053.5,13090.25,12980.0,13090.25,loss,36.75,-36.75,-1.0,6.25,-53.0
2022-04-28,2022-04-28 09:36:00,13167.5,13187.5,13127.5,13127.5,win,20.0,40.0,2.0,42.5,-14.0
2022-04-28,2022-04-28 09:38:00,13154.5,13179.5,13104.5,13179.5,loss,25.0,-25.0,-1.0,45.25,-30.0
2022-05-02,2022-05-02 09:04:00,12876.0,12906.5,12815.0,12906.5,loss,30.5,-30.5,-1.0,16.75,-42.0
2022-05-02,2022-05-02 09:17:00,12874.75,12902.25,12819.75,12902.25,loss,27.5,-27.5,-1.0,44.75,-30.0
2022-05-02,2022-05-02 09:18:00,12837.25,12875.75,12760.25,12875.75,loss,38.5,-38.5,-1.0,6.25,-44.5
2022-05-02,2022-05-02 10:04:00,12846.0,12891.5,12755.0,12891.5,loss,45.5,-45.5,-1.0,14.0,-48.0
2022-05-02,2022-05-02 10:40:00,12881.75,12911.25,12822.75,12822.75,win,29.5,59.0,2.0,64.25,-16.25
2022-05-02,2022-05-02 10:42:00,12865.25,12895.0,12805.75,12805.75,win,29.75,59.5,2.0,65.75,-10.75
2022-05-03,2022-05-03 08:38:00,13053.0,13077.25,13004.5,13004.5,win,24.25,48.5,2.0,56.5,-7.25
2022-05-03,2022-05-03 08:44:00,13002.5,13029.5,12948.5,13029.5,loss,27.0,-27.0,-1.0,26.0,-35.25
2022-05-03,2022-05-03 10:07:00,13068.0,13088.75,13026.5,13026.5,win,20.75,41.5,2.0,42.0,0.0
2022-05-03,2022-05-03 10:09:00,13031.0,13061.5,12970.0,13061.5,loss,30.5,-30.5,-1.0,5.0,-31.5
2022-05-03,2022-05-03 10:30:00,13055.0,13081.25,13002.5,13081.25,loss,26.25,-26.25,-1.0,20.25,-31.5
2022-05-03,2022-05-03 10:31:00,13042.5,13056.0,13015.5,13056.0,loss,13.5,-13.5,-1.0,4.0,-31.75
2022-05-03,2022-05-03 10:46:00,13059.5,13080.5,13017.5,13080.5,loss,21.0,-21.0,-1.0,3.25,-33.25
2022-05-03,2022-05-03 10:56:00,13055.25,13071.25,13023.25,13071.25,loss,16.0,-16.0,-1.0,10.25,-26.75
2022-05-06,2022-05-06 09:40:00,12731.25,12767.75,12658.25,12767.75,loss,36.5,-36.5,-1.0,4.5,-36.5
2022-05-10,2022-05-10 08:41:00,12349.75,12372.5,12304.25,12304.25,win,22.75,45.5,2.0,49.5,-8.0
2022-05-10,2022-05-10 08:47:00,12320.75,12345.0,12272.25,12272.25,win,24.25,48.5,2.0,64.5,-9.25
2022-05-10,2022-05-10 08:48:00,12304.75,12331.0,12252.25,12252.25,win,26.25,52.5,2.0,62.25,-10.75
2022-05-17,2022-05-17 08:46:00,12336.75,12356.5,12297.25,12356.5,loss,19.75,-19.75,-1.0,5.5,-22.0
2022-05-17,2022-05-17 08:51:00,12339.25,12354.25,12309.25,12354.25,loss,15.0,-15.0,-1.0,10.75,-22.25
2022-05-19,2022-05-19 10:46:00,11903.0,11927.0,11855.0,11927.0,loss,24.0,-24.0,-1.0,14.25,-37.75
2022-05-23,2022-05-23 08:50:00,11901.0,11937.5,11828.0,11937.5,loss,36.5,-36.5,-1.0,63.0,-41.25
2022-05-23,2022-05-23 08:52:00,11870.75,11904.0,11804.25,11904.0,loss,33.25,-33.25,-1.0,32.75,-51.0
2022-05-23,2022-05-23 08:53:00,11845.75,11879.25,11778.75,11879.25,loss,33.5,-33.5,-1.0,7.75,-34.75
2022-06-06,2022-06-06 09:18:00,12646.5,12665.0,12609.5,12665.0,loss,18.5,-18.5,-1.0,16.0,-20.5
2022-06-06,2022-06-06 09:20:00,12638.5,12660.75,12594.0,12660.75,loss,22.25,-22.25,-1.0,8.0,-25.25
2022-06-06,2022-06-06 09:31:00,12649.25,12668.0,12611.75,12668.0,loss,18.75,-18.75,-1.0,21.5,-23.5
2022-06-06,2022-06-06 09:40:00,12645.0,12663.0,12609.0,12663.0,loss,18.0,-18.0,-1.0,2.5,-27.75
2022-06-06,2022-06-06 10:02:00,12636.5,12661.0,12587.5,12587.5,win,24.5,49.0,2.0,54.25,0.0
2022-06-06,2022-06-06 10:03:00,12608.5,12637.5,12550.5,12550.5,win,29.0,58.0,2.0,73.75,-2.5
2022-06-06,2022-06-06 10:04:00,12597.5,12612.0,12568.5,12568.5,win,14.5,29.0,2.0,35.0,-7.5
2022-06-06,2022-06-06 10:09:00,12585.0,12603.75,12547.5,12547.5,win,18.75,37.5,2.0,50.25,-2.0
2022-06-06,2022-06-06 10:13:00,12558.5,12575.5,12524.5,12575.5,loss,17.0,-17.0,-1.0,3.5,-17.25
2022-06-06,2022-06-06 10:41:00,12579.75,12594.75,12549.75,12594.75,loss,15.0,-15.0,-1.0,1.25,-20.0
2022-06-06,2022-06-06 10:48:00,12592.75,12601.5,12575.25,12601.5,loss,8.75,-8.75,-1.0,12.0,-10.75
2022-06-08,2022-06-08 10:22:00,12704.5,12722.25,12669.0,12669.0,win,17.75,35.5,2.0,39.25,-6.25
2022-06-08,2022-06-08 10:24:00,12697.25,12711.75,12668.25,12668.25,win,14.5,29.0,2.0,32.0,-5.0
2022-06-08,2022-06-08 10:26:00,12689.5,12703.25,12662.0,12662.0,win,13.75,27.5,2.0,32.0,-5.0
2022-06-08,2022-06-08 10:27:00,12678.75,12695.5,12645.25,12645.25,win,16.75,33.5,2.0,52.5,-11.75
2022-06-09,2022-06-09 08:47:00,12604.25,12621.75,12569.25,12569.25,win,17.5,35.0,2.0,35.25,-11.5
2022-06-23,2022-06-23 10:05:00,11602.0,11616.5,11573.0,11616.5,loss,14.5,-14.5,-1.0,5.25,-20.75
2022-06-23,2022-06-23 10:09:00,11608.5,11625.25,11575.0,11625.25,loss,16.75,-16.75,-1.0,7.0,-17.5
2022-06-23,2022-06-23 10:46:00,11581.5,11592.25,11560.0,11592.25,loss,10.75,-10.75,-1.0,8.75,-20.75
2022-06-29,2022-06-29 08:38:00,11657.0,11681.5,11608.0,11681.5,loss,24.5,-24.5,-1.0,11.25,-31.0
2022-07-05,2022-07-05 09:01:00,11505.75,11530.75,11455.75,11530.75,loss,25.0,-25.0,-1.0,38.0,-25.75
2022-07-05,2022-07-05 09:03:00,11496.25,11513.0,11462.75,11513.0,loss,16.75,-16.75,-1.0,28.5,-22.0
2022-07-05,2022-07-05 09:06:00,11484.25,11507.5,11437.75,11507.5,loss,23.25,-23.25,-1.0,16.5,-25.25
2022-07-05,2022-07-05 09:37:00,11492.75,11512.75,11452.75,11512.75,loss,20.0,-20.0,-1.0,6.25,-20.75
2022-07-06,2022-07-06 09:04:00,11807.75,11830.5,11762.25,11830.5,loss,22.75,-22.75,-1.0,22.0,-24.5
2022-07-06,2022-07-06 09:10:00,11804.0,11824.5,11763.0,11824.5,loss,20.5,-20.5,-1.0,18.25,-23.5
2022-07-06,2022-07-06 09:27:00,11804.0,11822.0,11768.0,11768.0,win,18.0,36.0,2.0,47.25,-5.0
2022-07-08,2022-07-08 10:30:00,12088.0,12098.5,12067.0,12067.0,win,10.5,21.0,2.0,23.5,-9.25
2022-07-08,2022-07-08 10:31:00,12079.75,12095.75,12047.75,12095.75,loss,16.0,-16.0,-1.0,9.5,-16.5
2022-07-12,2022-07-12 09:44:00,11873.0,11890.0,11839.0,11890.0,loss,17.0,-17.0,-1.0,4.5,-20.0
2022-07-18,2022-07-18 08:47:00,12107.75,12122.5,12078.25,12122.5,loss,14.75,-14.75,-1.0,10.5,-23.75
2022-07-22,2022-07-22 08:48:00,12567.0,12582.25,12536.5,12582.25,loss,15.25,-15.25,-1.0,5.0,-17.5
2022-07-22,2022-07-22 08:51:00,12563.25,12582.5,12524.75,12582.5,loss,19.25,-19.25,-1.0,0.0,-21.25
2022-07-22,2022-07-22 09:04:00,12547.5,12577.25,12488.0,12488.0,win,29.75,59.5,2.0,61.0,-12.0
2022-07-22,2022-07-22 09:05:00,12532.0,12551.25,12493.5,12551.25,loss,19.25,-19.25,-1.0,6.25,-24.75
2022-08-01,2022-08-01 10:57:00,12994.0,13007.75,12966.5,13007.75,loss,13.75,-13.75,-1.0,1.0,-14.0
2022-08-04,2022-08-04 08:31:00,13227.0,13248.5,13184.0,13248.5,loss,21.5,-21.5,-1.0,42.25,-22.0
2022-08-04,2022-08-04 10:47:00,13266.0,13282.0,13234.0,13282.0,loss,16.0,-16.0,-1.0,22.5,-20.0
2022-08-04,2022-08-04 10:48:00,13253.5,13267.5,13225.5,13267.5,loss,14.0,-14.0,-1.0,10.0,-15.5
2022-08-08,2022-08-08 09:35:00,13286.0,13301.5,13255.0,13255.0,win,15.5,31.0,2.0,48.75,-8.0
2022-08-08,2022-08-08 09:37:00,13282.0,13295.0,13256.0,13256.0,win,13.0,26.0,2.0,44.75,-2.25
2022-08-08,2022-08-08 09:39:00,13266.0,13283.0,13232.0,13232.0,win,17.0,34.0,2.0,42.0,-0.25
2022-08-08,2022-08-08 09:40:00,13243.5,13267.25,13196.0,13196.0,win,23.75,47.5,2.0,52.25,-17.25
2022-08-08,2022-08-08 09:43:00,13225.25,13244.5,13186.75,13244.5,loss,19.25,-19.25,-1.0,28.25,-20.5
2022-08-08,2022-08-08 09:44:00,13207.5,13226.25,13170.0,13226.25,loss,18.75,-18.75,-1.0,10.5,-19.25
2022-08-11,2022-08-11 09:06:00,13445.0,13466.75,13401.5,13401.5,win,21.75,43.5,2.0,57.5,-0.75
2022-08-11,2022-08-11 09:07:00,13423.0,13446.75,13375.5,13375.5,win,23.75,47.5,2.0,47.75,-14.0
2022-08-11,2022-08-11 09:12:00,13406.5,13421.5,13376.5,13421.5,loss,15.0,-15.0,-1.0,3.25,-21.25
2022-08-11,2022-08-11 09:18:00,13408.5,13430.75,13364.0,13430.75,loss,22.25,-22.25,-1.0,32.0,-23.75
2022-08-11,2022-08-11 09:19:00,13388.5,13416.25,13333.0,13416.25,loss,27.75,-27.75,-1.0,12.0,-29.25
2022-08-11,2022-08-11 09:20:00,13377.25,13396.0,13339.75,13396.0,loss,18.75,-18.75,-1.0,0.75,-21.25
2022-08-11,2022-08-11 09:46:00,13405.0,13423.0,13369.0,13369.0,win,18.0,36.0,2.0,43.5,-9.25
2022-08-11,2022-08-11 09:49:00,13399.0,13415.25,13366.5,13366.5,win,16.25,32.5,2.0,37.5,-6.25
2022-08-11,2022-08-11 09:51:00,13377.0,13396.75,13337.5,13396.75,loss,19.75,-19.75,-1.0,15.5,-21.0
2022-08-11,2022-08-11 09:52:00,13366.5,13395.0,13309.5,13395.0,loss,28.5,-28.5,-1.0,1.75,-31.5
2022-08-11,2022-08-11 10:46:00,13407.0,13421.0,13379.0,13421.0,loss,14.0,-14.0,-1.0,3.25,-17.5
2022-08-15,2022-08-15 08:57:00,13552.5,13567.5,13522.5,13567.5,loss,15.0,-15.0,-1.0,1.0,-16.5
2022-08-15,2022-08-15 09:01:00,13548.25,13568.0,13508.75,13568.0,loss,19.75,-19.75,-1.0,1.75,-23.0
2022-08-15,2022-08-15 09:13:00,13542.75,13557.25,13513.75,13557.25,loss,14.5,-14.5,-1.0,1.75,-18.25
2022-08-23,2022-08-23 08:54:00,12933.0,12949.5,12900.0,12900.0,win,16.5,33.0,2.0,38.5,-0.75
2022-08-23,2022-08-23 08:55:00,12915.5,12934.75,12877.0,12877.0,win,19.25,38.5,2.0,38.75,-2.75
2022-08-25,2022-08-25 09:25:00,13003.25,13017.25,12975.25,13017.25,loss,14.0,-14.0,-1.0,2.5,-18.25
2022-08-25,2022-08-25 10:49:00,13000.75,13024.0,12954.25,13024.0,loss,23.25,-23.25,-1.0,3.5,-24.0
2022-08-29,2022-08-29 08:53:00,12479.75,12496.5,12446.25,12496.5,loss,16.75,-16.75,-1.0,21.75,-19.25
