fvg_id,side,fvg_time,trade_date,entry_time,exit_time,exit_reason,fvg_low,fvg_high,fvg_mid,fvg_size,entry,stop_initial,tp1,tp2,tp3,final_exit_price,initial_risk_points,initial_risk_dollars,tp1_hit,tp2_hit,tp3_hit,tp1_time,tp2_time,tp3_time,gross_points_3_contracts,pnl_dollars,mfe_points_from_entry,mae_points_from_entry,r_multiple,win,loss,breakeven
377,LONG,2026-04-14T11:00:00.000000,2026-04-14,2026-04-14T11:07:00.000000,2026-04-14T12:14:00.000000,STOP,25899.75,25911.75,25905.75,12.0,25911.75,25898.5,25936.75,25961.75,25986.75,25936.75,13.25,79.5,true,true,false,2026-04-14T11:17:00.000000,2026-04-14T11:38:00.000000,,100.0,200.0,57.5,0.0,2.5157,true,false,false
383,LONG,2026-04-15T09:00:00.000000,2026-04-15,2026-04-15T09:08:00.000000,2026-04-15T09:45:00.000000,TP3,26072.25,26138.75,26105.5,66.5,26138.75,26071.0,26163.75,26188.75,26213.75,26213.75,67.75,406.5,true,true,true,2026-04-15T09:11:00.000000,2026-04-15T09:15:00.000000,2026-04-15T09:45:00.000000,150.0,300.0,75.0,0.0,0.738,true,false,false
390,LONG,2026-04-16T10:00:00.000000,2026-04-16,2026-04-16T10:33:00.000000,2026-04-16T10:34:00.000000,STOP,26422.75,26430.5,26426.62,7.75,26430.5,26421.5,26455.5,26480.5,26505.5,26455.5,9.0,54.0,true,true,false,2026-04-16T10:33:00.000000,2026-04-16T10:33:00.000000,,100.0,200.0,68.5,0.0,3.7037,true,false,false
399,SHORT,2026-04-20T09:00:00.000000,2026-04-20,2026-04-20T09:29:00.000000,2026-04-20T09:41:00.000000,STOP,26710.75,26715.75,26713.25,5.0,26710.75,26717.0,26685.75,26660.75,26635.75,26685.75,6.25,37.5,true,true,false,2026-04-20T09:29:00.000000,2026-04-20T09:34:00.000000,,100.0,200.0,62.0,0.0,5.3333,true,false,false
405,LONG,2026-04-22T09:00:00.000000,2026-04-22,2026-04-22T09:04:00.000000,2026-04-22T09:45:00.000000,STOP,26892.75,26940.25,26916.5,47.5,26940.25,26891.5,26965.25,26990.25,27015.25,26965.25,48.75,292.5,true,true,false,2026-04-22T09:07:00.000000,2026-04-22T09:21:00.000000,,100.0,200.0,68.5,0.0,0.6838,true,false,false
421,LONG,2026-04-24T09:00:00.000000,2026-04-24,2026-04-24T09:06:00.000000,2026-04-24T09:38:00.000000,STOP,27266.75,27286.25,27276.5,19.5,27286.25,27265.5,27311.25,27336.25,27361.25,27311.25,20.75,124.5,true,true,false,2026-04-24T09:13:00.000000,2026-04-24T09:30:00.000000,,100.0,200.0,58.5,0.0,1.6064,true,false,false
422,LONG,2026-04-24T10:00:00.000000,2026-04-24,2026-04-24T10:08:00.000000,2026-04-24T10:43:00.000000,STOP,27297.25,27360.0,27328.62,62.75,27360.0,27296.0,27385.0,27410.0,27435.0,27385.0,64.0,384.0,true,true,false,2026-04-24T10:11:00.000000,2026-04-24T10:30:00.000000,,100.0,200.0,70.5,0.0,0.5208,true,false,false
446,SHORT,2026-04-30T08:00:00.000000,2026-04-30,2026-04-30T08:59:00.000000,2026-04-30T09:50:00.000000,STOP,27376.0,27438.0,27407.0,62.0,27376.0,27439.25,27351.0,27326.0,27301.0,27376.0,63.25,379.5,true,false,false,2026-04-30T09:42:00.000000,,,25.0,50.0,44.75,59.75,0.1318,true,false,false
449,LONG,2026-05-01T08:00:00.000000,2026-05-01,2026-05-01T08:37:00.000000,2026-05-01T08:43:00.000000,TP3,27625.75,27751.0,27688.38,125.25,27751.0,27624.5,27776.0,27801.0,27826.0,27826.0,126.5,759.0,true,true,true,2026-05-01T08:37:00.000000,2026-05-01T08:39:00.000000,2026-05-01T08:43:00.000000,150.0,300.0,78.0,0.0,0.3953,true,false,false
452,SHORT,2026-05-04T10:00:00.000000,2026-05-04,2026-05-04T10:26:00.000000,2026-05-04T10:40:00.000000,STOP,27747.75,27844.0,27795.88,96.25,27747.75,27845.25,27722.75,27697.75,27672.75,27722.75,97.5,585.0,true,true,false,2026-05-04T10:27:00.000000,2026-05-04T10:38:00.000000,,100.0,200.0,56.75,0.0,0.3419,true,false,false
465,LONG,2026-05-06T09:00:00.000000,2026-05-06,2026-05-06T09:13:00.000000,2026-05-06T09:43:00.000000,STOP,28506.0,28518.0,28512.0,12.0,28518.0,28504.75,28543.0,28568.0,28593.0,28543.0,13.25,79.5,true,true,false,2026-05-06T09:15:00.000000,2026-05-06T09:18:00.000000,,100.0,200.0,68.75,0.0,2.5157,true,false,false
469,LONG,2026-05-07T08:00:00.000000,2026-05-07,2026-05-07T09:58:00.000000,2026-05-07T10:00:00.000000,STOP,28760.75,28779.0,28769.88,18.25,28779.0,28759.5,28804.0,28829.0,28854.0,28759.5,19.5,117.0,false,false,false,,,,-58.5,-117.0,15.75,24.5,-1.0,false,true,false
470,SHORT,2026-05-07T11:00:00.000000,2026-05-07,2026-05-07T11:08:00.000000,2026-05-07T11:18:00.000000,TP3,28713.5,28772.75,28743.12,59.25,28713.5,28774.0,28688.5,28663.5,28638.5,28638.5,60.5,363.0,true,true,true,2026-05-07T11:09:00.000000,2026-05-07T11:11:00.000000,2026-05-07T11:18:00.000000,150.0,300.0,88.5,0.0,0.8264,true,false,false
