fvg_id,direction,h1_idx,fvg_time,fvg_low,fvg_high,fvg_size,fvg_mid,touched,touch_time,time_bucket,touch_depth_pct,max_favorable_points,max_adverse_points,hit_25,hit_50,hit_75,hit_100,minutes_to_25,minutes_to_50,minutes_to_75,minutes_to_100,bounce_gt_15m_before_25,bounce_gt_30m_before_25,bounce_gt_60m_before_25,bounce_gt_15m_before_50,bounce_gt_30m_before_50,bounce_gt_60m_before_50
0,bullish,2,2026-01-01T19:00:00.000000,25504.0,25510.25,6.25,25507.125,true,2026-01-02T09:22:00.000000,NY_MORNING_0830_1130,100.0,106.5,245.0,false,false,false,false,11,14,19,4242,false,false,false,false,false,false
1,bullish,3,2026-01-01T20:00:00.000000,25514.0,25555.0,41.0,25534.5,true,2026-01-02T09:18:00.000000,NY_MORNING_0830_1130,5.49,117.5,289.75,false,false,false,false,23,4245,4267,4272,false,false,false,false,false,false
2,bullish,4,2026-01-01T21:00:00.000000,25556.25,25596.0,39.75,25576.125,true,2026-01-01T21:06:00.000000,OTHER,0.0,102.0,0.0,true,true,true,true,37,214,306,314,true,true,false,true,true,true
3,bullish,5,2026-01-01T22:00:00.000000,25607.5,25617.25,9.75,25612.375,true,2026-01-01T22:36:00.000000,OTHER,0.0,101.25,4.75,true,true,true,true,80,216,218,256,true,true,true,true,true,true
4,bullish,10,2026-01-02T03:00:00.000000,25647.5,25705.25,57.75,25676.375,true,2026-01-02T06:02:00.000000,OTHER,7.79,100.0,440.0,true,false,false,false,149,165,168,6165,true,true,true,false,false,false
5,bearish,14,2026-01-02T07:00:00.000000,25709.0,25714.0,5.0,25711.5,true,2026-01-02T07:18:00.000000,OTHER,0.0,115.5,94.75,true,false,false,false,36,74,114,116,true,true,false,false,false,false
6,bearish,17,2026-01-02T10:00:00.000000,25427.25,25638.25,211.0,25532.75,true,2026-01-02T10:34:00.000000,NY_MORNING_0830_1130,0.0,106.25,0.0,true,true,true,true,0,6,14,17,false,false,false,false,false,false
7,bullish,24,2026-01-04T18:00:00.000000,25415.0,25434.75,19.75,25424.875,true,2026-01-04T18:38:00.000000,OTHER,0.0,102.75,0.0,true,true,true,true,7,24,454,460,false,false,false,true,false,false
8,bullish,35,2026-01-05T05:00:00.000000,25532.25,25544.0,11.75,25538.125,true,2026-01-05T05:09:00.000000,OTHER,0.0,103.0,23.75,true,false,false,false,28,172,189,200,true,false,false,false,false,false
9,bearish,42,2026-01-05T12:00:00.000000,25632.25,25651.25,19.0,25641.75,true,2026-01-05T12:03:00.000000,NY_PM_1200_1500,0.0,104.75,42.0,true,true,true,false,3,13,16,868,false,false,false,false,false,false
10,bullish,49,2026-01-05T20:00:00.000000,25582.25,25592.25,10.0,25587.25,true,2026-01-05T20:16:00.000000,OTHER,0.0,107.5,64.75,true,true,true,false,32,134,248,750,true,true,false,true,true,true
11,bullish,50,2026-01-05T21:00:00.000000,25602.75,25616.0,13.25,25609.375,true,2026-01-05T21:50:00.000000,OTHER,0.0,102.75,88.5,true,true,false,false,40,154,656,657,true,true,false,true,true,true
12,bullish,52,2026-01-05T23:00:00.000000,25629.25,25638.5,9.25,25633.875,true,2026-01-05T23:46:00.000000,OTHER,0.0,110.5,111.0,true,false,false,false,37,539,541,545,true,true,false,false,false,false
13,bearish,56,2026-01-06T03:00:00.000000,25608.0,25642.25,34.25,25625.125,true,2026-01-06T03:54:00.000000,OTHER,0.0,123.25,437.5,true,false,false,false,9,11826,11826,11874,false,false,false,false,false,false
14,bullish,62,2026-01-06T09:00:00.000000,25650.5,25673.0,22.5,25661.75,true,2026-01-06T09:56:00.000000,NY_MORNING_0830_1130,0.0,109.5,33.75,true,false,false,false,3,84,96,102,false,false,false,false,false,false
15,bullish,65,2026-01-06T12:00:00.000000,25707.75,25745.0,37.25,25726.375,true,2026-01-06T12:07:00.000000,NY_PM_1200_1500,0.0,119.25,18.0,true,true,true,true,8,39,88,1234,false,false,false,true,true,false
16,bullish,66,2026-01-06T13:00:00.000000,25785.5,25794.0,8.5,25789.75,true,2026-01-06T13:09:00.000000,NY_PM_1200_1500,0.0,106.0,67.0,true,true,false,false,26,232,1177,1226,true,false,false,true,true,true
17,bearish,75,2026-01-06T23:00:00.000000,25794.25,25796.75,2.5,25795.5,true,2026-01-06T23:37:00.000000,OTHER,0.0,103.0,202.0,false,false,false,false,66,205,1464,1470,false,false,false,false,false,false
18,bearish,79,2026-01-07T03:00:00.000000,25758.75,25764.75,6.0,25761.75,true,2026-01-07T04:13:00.000000,OTHER,54.17,132.25,237.5,true,false,false,false,17,1190,1205,1709,true,false,false,false,false,false
19,bullish,85,2026-01-07T09:00:00.000000,25793.75,25810.75,17.0,25802.25,true,2026-01-07T09:39:00.000000,NY_MORNING_0830_1130,0.0,100.5,0.0,true,true,true,true,0,1,8,14,false,false,false,false,false,false
20,bullish,87,2026-01-07T11:00:00.000000,25911.25,25960.0,48.75,25935.625,true,2026-01-07T11:52:00.000000,OTHER,0.0,102.0,935.0,false,false,false,false,3033,7299,8379,28628,false,false,false,false,false,false
21,bearish,89,2026-01-07T13:00:00.000000,25956.25,25960.0,3.75,25958.125,true,2026-01-09T12:40:00.000000,NY_PM_1200_1500,26.67,100.25,29.25,false,false,false,false,139,3140,3141,3210,false,false,false,false,false,false
22,bearish,90,2026-01-07T14:00:00.000000,25913.5,25926.0,12.5,25919.75,true,2026-01-07T14:06:00.000000,NY_PM_1200_1500,0.0,100.5,0.0,true,true,true,true,7,9,28,260,false,false,false,false,false,false
23,bearish,91,2026-01-07T15:00:00.000000,25839.25,25890.0,50.75,25864.625,true,2026-01-07T15:56:00.000000,OTHER,0.0,102.0,10.5,true,true,true,true,150,291,438,483,true,true,true,true,true,true
24,bearish,96,2026-01-07T21:00:00.000000,25795.25,25817.0,21.75,25806.125,true,2026-01-07T21:10:00.000000,OTHER,0.0,104.0,0.0,true,true,true,true,36,151,171,177,true,true,false,true,true,true
25,bearish,99,2026-01-08T00:00:00.000000,25742.5,25772.75,30.25,25757.625,true,2026-01-08T01:23:00.000000,OTHER,100.0,116.0,75.5,true,false,false,false,0,431,437,439,false,false,false,false,false,false
26,bullish,101,2026-01-08T02:00:00.000000,25742.5,25747.5,5.0,25745.0,true,2026-01-08T02:04:00.000000,OTHER,0.0,113.25,178.5,true,true,false,false,8,31,1799,1884,false,false,false,true,true,false
27,bearish,108,2026-01-08T09:00:00.000000,25713.5,25758.0,44.5,25735.75,true,2026-01-08T09:28:00.000000,NY_MORNING_0830_1130,0.0,100.75,0.0,true,true,true,true,0,7,8,26,false,false,false,false,false,false
28,bullish,114,2026-01-08T15:00:00.000000,25657.75,25680.75,23.0,25669.25,true,2026-01-08T17:52:00.000000,OTHER,20.65,114.75,53.25,false,false,false,false,578,629,702,818,false,false,false,false,false,false
29,bullish,126,2026-01-09T04:00:00.000000,25701.75,25717.0,15.25,25709.375,true,2026-01-09T04:04:00.000000,OTHER,0.0,103.0,5.0,true,true,true,true,81,98,206,237,true,true,true,true,true,true
30,bullish,133,2026-01-09T11:00:00.000000,25879.0,25885.5,6.5,25882.25,true,2026-01-09T11:19:00.000000,NY_MORNING_0830_1130,0.0,100.0,3.5,true,true,true,true,5,39,98,186,false,false,false,true,true,false
31,bullish,135,2026-01-09T13:00:00.000000,25936.0,25948.0,12.0,25942.0,true,2026-01-09T13:08:00.000000,NY_PM_1200_1500,0.0,107.25,923.0,true,false,false,false,59,4338,5423,25667,true,true,false,false,false,false
32,bearish,137,2026-01-09T15:00:00.000000,25943.0,25948.0,5.0,25945.5,true,2026-01-09T15:07:00.000000,OTHER,0.0,105.0,17.0,true,false,false,false,2993,2994,3058,3085,true,true,true,false,false,false
33,bearish,139,2026-01-11T18:00:00.000000,25902.75,25923.25,20.5,25913.0,true,2026-01-11T18:03:00.000000,OTHER,0.0,129.75,0.0,true,true,true,true,2,27,31,35,false,false,false,true,false,false
34,bearish,140,2026-01-11T19:00:00.000000,25797.0,25870.0,73.0,25833.5,true,2026-01-11T19:01:00.000000,OTHER,0.0,102.0,0.0,true,true,true,true,0,29,166,264,false,false,false,true,false,false
35,bearish,148,2026-01-12T03:00:00.000000,25706.5,25715.75,9.25,25711.125,true,2026-01-12T03:58:00.000000,OTHER,0.0,103.5,339.0,false,false,false,false,3153,3163,3166,3177,false,false,false,false,false,false
36,bullish,154,2026-01-12T09:00:00.000000,25763.0,25863.75,100.75,25813.375,true,2026-01-12T09:45:00.000000,NY_MORNING_0830_1130,0.0,101.5,0.0,true,true,true,true,2,11,29,70,false,false,false,false,false,false
37,bullish,156,2026-01-12T11:00:00.000000,25933.5,25938.25,4.75,25935.875,true,2026-01-12T11:40:00.000000,OTHER,0.0,101.0,92.5,true,true,true,false,5,25,116,1191,false,false,false,true,false,false
38,bearish,162,2026-01-12T18:00:00.000000,25898.25,25932.75,34.5,25915.5,true,2026-01-12T18:02:00.000000,OTHER,0.0,107.25,147.25,true,true,false,false,31,100,924,2059,true,true,false,true,true,true
39,bearish,163,2026-01-12T19:00:00.000000,25891.25,25893.5,2.25,25892.375,true,2026-01-12T19:52:00.000000,OTHER,0.0,100.25,154.25,false,false,false,false,105,809,815,1949,false,false,false,false,false,false
40,bullish,168,2026-01-13T00:00:00.000000,25891.75,25900.75,9.0,25896.25,true,2026-01-13T02:34:00.000000,OTHER,44.44,108.5,30.25,true,false,false,false,29,296,296,296,true,false,false,false,false,false
41,bullish,176,2026-01-13T08:00:00.000000,25918.75,25930.75,12.0,25924.75,true,2026-01-13T08:30:00.000000,NY_MORNING_0830_1130,0.0,102.75,0.0,true,true,true,true,0,4,9,10,false,false,false,false,false,false
42,bullish,183,2026-01-13T15:00:00.000000,25885.25,25896.0,10.75,25890.625,true,2026-01-13T15:56:00.000000,OTHER,0.0,103.75,871.0,false,false,false,false,136,2430,19021,19094,false,false,false,false,false,false
43,bearish,190,2026-01-13T23:00:00.000000,25883.25,25890.0,6.75,25886.625,true,2026-01-13T23:05:00.000000,OTHER,0.0,108.25,0.0,true,true,true,true,42,308,315,317,true,true,false,true,true,true
44,bearish,191,2026-01-14T00:00:00.000000,25863.75,25873.25,9.5,25868.5,true,2026-01-14T00:30:00.000000,OTHER,0.0,107.5,15.25,true,false,false,false,8,229,232,237,false,false,false,false,false,false
45,bearish,196,2026-01-14T05:00:00.000000,25769.25,25835.75,66.5,25802.5,true,2026-01-14T05:30:00.000000,OTHER,0.0,101.0,36.25,true,true,true,true,13,31,181,182,false,false,false,true,true,false
46,bearish,200,2026-01-14T09:00:00.000000,25693.5,25732.5,39.0,25713.0,true,2026-01-14T09:18:00.000000,NY_MORNING_0830_1130,0.0,109.75,0.0,true,true,true,true,0,2,11,12,false,false,false,false,false,false
47,bullish,206,2026-01-14T15:00:00.000000,25534.0,25553.25,19.25,25543.625,true,2026-01-14T15:54:00.000000,OTHER,0.0,101.75,0.0,true,true,true,true,0,0,0,498,false,false,false,false,false,false
48,bullish,214,2026-01-15T00:00:00.000000,25599.75,25611.25,11.5,25605.5,true,2026-01-15T00:01:00.000000,OTHER,0.0,102.5,0.0,true,true,true,true,9,14,14,19,false,false,false,false,false,false
49,bullish,215,2026-01-15T01:00:00.000000,25647.5,25677.75,30.25,25662.625,true,2026-01-15T01:48:00.000000,OTHER,0.0,102.5,4.0,true,true,true,true,18,23,75,83,true,false,false,true,false,false
50,bullish,217,2026-01-15T03:00:00.000000,25708.0,25733.25,25.25,25720.625,true,2026-01-15T14:00:00.000000,NY_PM_1200_1500,8.91,102.5,56.75,true,false,false,false,2,331,498,709,false,false,false,false,false,false
51,bullish,218,2026-01-15T04:00:00.000000,25747.25,25800.0,52.75,25773.625,true,2026-01-15T04:24:00.000000,OTHER,0.0,109.0,0.0,true,true,true,true,23,74,186,202,true,false,false,true,true,true
52,bearish,228,2026-01-15T14:00:00.000000,25771.75,25848.75,77.0,25810.25,true,2026-01-15T14:05:00.000000,NY_PM_1200_1500,0.0,104.5,119.25,true,true,true,false,5,14,16,1154,false,false,false,false,false,false
53,bearish,229,2026-01-15T15:00:00.000000,25727.25,25746.25,19.0,25736.75,true,2026-01-15T17:15:00.000000,OTHER,10.53,100.75,163.75,false,false,false,false,963,964,979,984,false,false,false,false,false,false
54,bullish,231,2026-01-15T18:00:00.000000,25727.25,25731.0,3.75,25729.125,true,2026-01-15T18:07:00.000000,OTHER,0.0,100.75,0.0,true,true,true,true,34,84,250,460,true,true,false,true,true,true
55,bullish,233,2026-01-15T20:00:00.000000,25762.25,25762.5,0.25,25762.375,true,2026-01-16T08:56:00.000000,NY_MORNING_0830_1130,100.0,111.25,737.5,false,false,false,false,10131,10133,10145,14423,false,false,false,false,false,false
56,bullish,234,2026-01-15T21:00:00.000000,25783.25,25784.0,0.75,25783.625,true,2026-01-15T21:59:00.000000,OTHER,0.0,101.0,0.0,true,true,true,true,19,230,406,631,true,false,false,true,true,true
57,bullish,236,2026-01-15T23:00:00.000000,25800.0,25803.0,3.0,25801.5,true,2026-01-15T23:14:00.000000,OTHER,0.0,106.5,778.0,true,false,false,false,131,324,554,15074,true,true,true,false,false,false
58,bearish,246,2026-01-16T09:00:00.000000,25765.5,25802.0,36.5,25783.75,true,2026-01-16T09:07:00.000000,NY_MORNING_0830_1130,0.0,101.75,0.0,true,true,true,true,5,7,12,22,false,false,false,false,false,false
59,bearish,253,2026-01-18T17:00:00.000000,25472.0,25681.5,209.5,25576.75,true,2026-01-21T09:46:00.000000,NY_MORNING_0830_1130,1.19,113.0,22.25,true,true,true,true,19,46,50,51,true,false,false,true,true,false
60,bearish,254,2026-01-18T18:00:00.000000,25470.0,25671.0,201.0,25570.5,true,2026-01-21T09:46:00.000000,NY_MORNING_0830_1130,2.24,111.0,24.25,true,true,true,true,41,46,50,51,true,true,false,true,true,false
61,bearish,264,2026-01-19T04:00:00.000000,25312.5,25348.0,35.5,25330.25,true,2026-01-19T04:27:00.000000,OTHER,0.0,105.5,127.25,true,false,false,false,5,246,258,1326,false,false,false,false,false,false
62,bullish,271,2026-01-19T11:00:00.000000,25344.0,25372.0,28.0,25358.0,true,2026-01-19T11:02:00.000000,NY_MORNING_0830_1130,0.0,102.5,347.0,true,false,false,false,5,505,2794,2804,false,false,false,false,false,false
63,bearish,280,2026-01-20T01:00:00.000000,25320.5,25367.25,46.75,25343.875,true,2026-01-20T01:01:00.000000,OTHER,0.0,102.0,0.0,true,true,true,true,4,18,64,89,false,false,false,true,false,false
64,bearish,282,2026-01-20T03:00:00.000000,25220.25,25256.75,36.5,25238.5,true,2026-01-20T05:25:00.000000,OTHER,5.48,102.5,209.5,true,false,false,false,4,473,486,529,false,false,false,false,false,false
65,bearish,291,2026-01-20T12:00:00.000000,25311.25,25333.75,22.5,25322.5,true,2026-01-20T12:02:00.000000,NY_PM_1200_1500,0.0,101.25,0.0,true,true,true,true,2,18,31,35,false,false,false,true,false,false
66,bearish,292,2026-01-20T13:00:00.000000,25225.0,25257.5,32.5,25241.25,true,2026-01-20T21:19:00.000000,OTHER,7.69,103.25,21.5,true,true,true,true,26,384,389,402,true,false,false,true,true,true
67,bearish,293,2026-01-20T14:00:00.000000,25169.75,25170.5,0.75,25170.125,true,2026-01-20T14:18:00.000000,NY_PM_1200_1500,0.0,111.25,76.75,true,true,false,false,0,3,931,937,false,false,false,false,false,false
68,bullish,297,2026-01-20T19:00:00.000000,25175.25,25179.0,3.75,25177.125,true,2026-01-20T20:27:00.000000,OTHER,0.0,106.0,154.0,false,false,false,false,39,224,718,745,false,false,false,false,false,false
69,bearish,306,2026-01-21T04:00:00.000000,25188.25,25194.25,6.0,25191.25,true,2026-01-21T04:41:00.000000,OTHER,0.0,114.0,0.0,true,true,true,true,13,22,59,68,false,false,false,true,false,false
70,bearish,308,2026-01-21T06:00:00.000000,25089.75,25121.75,32.0,25105.75,true,2026-01-21T06:59:00.000000,OTHER,0.0,106.75,1259.25,true,false,false,false,32,20380,20381,20384,true,true,false,false,false,false
71,bullish,311,2026-01-21T09:00:00.000000,25125.5,25294.75,169.25,25210.125,true,2026-01-21T09:10:00.000000,NY_MORNING_0830_1130,0.0,106.75,0.0,true,true,true,true,0,5,6,21,false,false,false,false,false,false
72,bearish,313,2026-01-21T11:00:00.000000,25262.75,25294.75,32.0,25278.75,true,2026-01-21T11:01:00.000000,NY_MORNING_0830_1130,0.0,110.0,0.0,true,true,true,true,3,4,10,12,false,false,false,false,false,false
73,bullish,316,2026-01-21T14:00:00.000000,25294.75,25446.0,151.25,25370.375,true,2026-01-21T14:50:00.000000,NY_PM_1200_1500,0.0,108.0,0.0,true,true,true,true,0,10,24,130,false,false,false,false,false,false
74,bullish,319,2026-01-21T18:00:00.000000,25530.75,25538.5,7.75,25534.625,true,2026-01-21T18:04:00.000000,OTHER,0.0,105.0,54.75,true,true,false,false,4,83,481,494,false,false,false,true,true,true
75,bearish,325,2026-01-22T00:00:00.000000,25548.0,25566.0,18.0,25557.0,true,2026-01-22T00:03:00.000000,OTHER,0.0,182.75,297.75,true,true,false,false,6,9,5337,5337,false,false,false,false,false,false
76,bullish,327,2026-01-22T02:00:00.000000,25548.0,25583.0,35.0,25565.5,true,2026-01-22T08:48:00.000000,NY_MORNING_0830_1130,36.43,102.25,46.25,true,false,false,false,3,47,59,100,false,false,false,false,false,false
77,bullish,328,2026-01-22T03:00:00.000000,25593.5,25672.25,78.75,25632.875,true,2026-01-22T04:17:00.000000,OTHER,1.27,102.25,135.5,true,true,false,false,4,210,1745,1757,false,false,false,true,true,true
78,bearish,334,2026-01-22T09:00:00.000000,25658.75,25677.75,19.0,25668.25,true,2026-01-22T09:47:00.000000,NY_MORNING_0830_1130,0.0,102.75,72.75,true,true,false,false,3,8,433,1075,false,false,false,false,false,false
79,bearish,339,2026-01-22T14:00:00.000000,25665.75,25667.0,1.25,25666.375,true,2026-01-22T14:59:00.000000,NY_PM_1200_1500,0.0,100.75,65.75,false,false,false,false,2,59,121,761,false,false,false,false,false,false
80,bullish,343,2026-01-22T19:00:00.000000,25629.25,25649.25,20.0,25639.25,true,2026-01-23T02:20:00.000000,OTHER,28.75,106.75,109.0,false,false,false,false,400,402,421,422,false,false,false,false,false,false
81,bullish,344,2026-01-22T20:00:00.000000,25654.75,25665.0,10.25,25659.875,true,2026-01-22T20:52:00.000000,OTHER,0.0,109.5,124.75,true,true,false,false,17,188,750,762,true,false,false,true,true,true
82,bearish,350,2026-01-23T02:00:00.000000,25692.0,25703.25,11.25,25697.625,true,2026-01-23T09:02:00.000000,NY_MORNING_0830_1130,77.78,326.75,153.75,false,false,false,false,3358,3358,3358,3358,false,false,false,false,false,false
83,bearish,351,2026-01-23T03:00:00.000000,25629.5,25682.25,52.75,25655.875,true,2026-01-23T03:06:00.000000,OTHER,0.0,264.25,216.25,true,true,true,false,7,30,37,3714,false,false,false,true,false,false
84,bearish,352,2026-01-23T04:00:00.000000,25574.75,25581.0,6.25,25577.875,true,2026-01-23T04:06:00.000000,OTHER,0.0,209.5,271.0,false,false,false,false,3654,3654,3654,3654,false,false,false,false,false,false
85,bullish,354,2026-01-23T06:00:00.000000,25574.75,25584.0,9.25,25579.375,true,2026-01-23T06:34:00.000000,OTHER,0.0,105.75,27.25,true,true,false,false,9,29,145,146,false,false,false,true,false,false
86,bullish,357,2026-01-23T09:00:00.000000,25635.5,25661.5,26.0,25648.5,true,2026-01-25T19:04:00.000000,OTHER,100.0,101.25,79.5,false,false,false,false,297,421,440,807,false,false,false,false,false,false
87,bullish,358,2026-01-23T10:00:00.000000,25668.0,25761.0,93.0,25714.5,true,2026-01-23T10:33:00.000000,NY_MORNING_0830_1130,0.0,100.75,395.75,true,true,false,false,2,4,4220,4245,false,false,false,false,false,false
88,bearish,364,2026-01-25T17:00:00.000000,25585.5,25691.25,105.75,25638.375,true,2026-01-25T18:05:00.000000,OTHER,3.31,118.25,763.5,false,false,false,false,5266,10015,10015,10016,false,false,false,false,false,false
89,bearish,365,2026-01-25T18:00:00.000000,25618.25,25672.25,54.0,25645.25,true,2026-01-25T18:31:00.000000,OTHER,0.0,118.25,730.75,true,true,false,false,1,11,5243,9989,false,false,false,false,false,false
90,bullish,371,2026-01-26T00:00:00.000000,25659.0,25665.75,6.75,25662.375,true,2026-01-26T00:59:00.000000,OTHER,0.0,101.75,83.75,true,true,true,false,24,67,86,453,true,false,false,true,true,true
91,bearish,375,2026-01-26T04:00:00.000000,25674.5,25699.75,25.25,25687.125,true,2026-01-26T04:38:00.000000,OTHER,0.0,103.75,674.5,true,false,false,false,23,4624,4631,4632,true,false,false,false,false,false
92,bullish,380,2026-01-26T09:00:00.000000,25721.75,25803.0,81.25,25762.375,true,2026-01-26T09:12:00.000000,NY_MORNING_0830_1130,0.0,106.5,0.0,true,true,true,true,1,5,8,76,false,false,false,false,false,false
93,bearish,386,2026-01-26T15:00:00.000000,25871.0,25877.75,6.75,25874.375,true,2026-01-26T15:27:00.000000,OTHER,0.0,111.5,478.0,true,false,false,false,93,3933,3933,3936,true,true,true,false,false,false
94,bullish,388,2026-01-26T18:00:00.000000,25871.0,25875.0,4.0,25873.0,true,2026-01-26T18:06:00.000000,OTHER,0.0,100.0,0.0,true,true,true,true,31,105,126,171,true,true,false,true,true,true
95,bullish,390,2026-01-26T20:00:00.000000,25902.75,25921.25,18.5,25912.0,true,2026-01-27T08:37:00.000000,NY_MORNING_0830_1130,20.27,109.25,4.0,true,true,true,true,3,5,13,16,false,false,false,false,false,false
96,bullish,391,2026-01-26T21:00:00.000000,25927.0,25962.5,35.5,25944.75,true,2026-01-26T21:34:00.000000,OTHER,0.0,100.75,45.25,true,true,true,false,35,146,496,688,true,true,false,true,true,true
97,bullish,403,2026-01-27T09:00:00.000000,26018.0,26021.5,3.5,26019.75,true,2026-01-27T09:06:00.000000,NY_MORNING_0830_1130,0.0,126.5,0.0,true,true,true,true,2,4,39,474,false,false,false,false,false,false
98,bullish,404,2026-01-27T10:00:00.000000,26058.0,26073.25,15.25,26065.625,true,2026-01-27T10:02:00.000000,NY_MORNING_0830_1130,0.0,106.25,35.25,true,false,false,false,8,418,486,509,false,false,false,false,false,false
99,bullish,411,2026-01-27T18:00:00.000000,26118.0,26135.5,17.5,26126.75,true,2026-01-28T10:42:00.000000,NY_MORNING_0830_1130,60.0,104.5,142.25,false,false,false,false,37,138,209,281,false,false,false,false,false,false
100,bullish,412,2026-01-27T19:00:00.000000,26148.0,26201.75,53.75,26174.875,true,2026-01-27T19:56:00.000000,OTHER,0.0,100.0,9.25,true,true,true,true,153,244,244,248,true,true,true,true,true,true
101,bullish,416,2026-01-27T23:00:00.000000,26218.75,26220.25,1.5,26219.5,true,2026-01-28T08:36:00.000000,NY_MORNING_0830_1130,100.0,101.0,3258.75,false,false,false,false,2,5,8,111151,false,false,false,false,false,false
102,bullish,417,2026-01-28T00:00:00.000000,26227.5,26246.0,18.5,26236.75,true,2026-01-28T08:11:00.000000,OTHER,0.0,104.5,3284.5,true,false,false,false,21,33,111176,111203,true,false,false,false,false,false
103,bullish,418,2026-01-28T01:00:00.000000,26248.75,26289.0,40.25,26268.875,true,2026-01-28T01:36:00.000000,OTHER,0.0,101.75,3327.5,true,false,false,false,7,111594,111614,111783,false,false,false,false,false,false
104,bearish,427,2026-01-28T10:00:00.000000,26198.5,26213.75,15.25,26206.125,true,2026-01-28T10:11:00.000000,NY_MORNING_0830_1130,0.0,131.75,13.75,true,true,true,true,5,20,33,289,false,false,false,true,false,false
105,bullish,438,2026-01-28T22:00:00.000000,26177.25,26195.25,18.0,26186.25,true,2026-01-28T22:02:00.000000,OTHER,0.0,101.5,3233.75,true,true,true,false,16,96,214,110328,true,false,false,true,true,true
106,bullish,439,2026-01-28T23:00:00.000000,26199.75,26210.25,10.5,26205.0,true,2026-01-28T23:13:00.000000,OTHER,0.0,105.0,3248.75,true,true,false,false,18,57,110243,110264,true,false,false,true,true,false
107,bearish,445,2026-01-29T05:00:00.000000,26208.75,26210.0,1.25,26209.375,true,2026-01-29T05:58:00.000000,OTHER,0.0,104.75,13.0,false,false,false,false,40,56,149,155,false,false,false,false,false,false
108,bearish,449,2026-01-29T09:00:00.000000,25868.25,26150.5,282.25,26009.375,true,2026-01-29T11:37:00.000000,OTHER,2.92,103.25,10.5,true,true,true,true,3,6,10,15,false,false,false,false,false,false
109,bearish,450,2026-01-29T10:00:00.000000,25739.75,25858.0,118.25,25798.875,true,2026-01-29T10:48:00.000000,NY_MORNING_0830_1130,0.0,104.25,310.25,true,true,false,false,1,10,1018,1528,false,false,false,false,false,false
110,bullish,452,2026-01-29T12:00:00.000000,25739.75,25758.25,18.5,25749.0,true,2026-01-29T20:29:00.000000,OTHER,36.49,109.25,22.25,false,false,false,false,8,22,26,33,false,false,false,false,false,false
111,bullish,455,2026-01-29T15:00:00.000000,25898.5,25951.0,52.5,25924.75,true,2026-01-29T15:29:00.000000,OTHER,0.0,107.0,2989.5,true,true,true,false,0,0,1,108451,false,false,false,false,false,false
112,bearish,459,2026-01-29T20:00:00.000000,25866.25,25907.25,41.0,25886.75,true,2026-01-29T20:08:00.000000,OTHER,0.0,102.5,0.0,true,true,true,true,1,6,12,13,false,false,false,false,false,false
113,bearish,463,2026-01-30T00:00:00.000000,25838.5,25843.25,4.75,25840.875,true,2026-01-30T00:02:00.000000,OTHER,0.0,101.5,0.0,true,true,true,true,3,15,26,55,false,false,false,false,false,false
114,bearish,464,2026-01-30T01:00:00.000000,25804.0,25832.25,28.25,25818.125,true,2026-01-30T01:11:00.000000,OTHER,0.0,104.0,0.0,true,true,true,true,4,20,28,48,false,false,false,true,false,false
115,bullish,469,2026-01-30T06:00:00.000000,25790.0,25821.75,31.75,25805.875,true,2026-01-30T06:53:00.000000,OTHER,0.0,118.25,69.25,true,true,false,false,3,13,97,107,false,false,false,false,false,false
116,bearish,482,2026-02-01T20:00:00.000000,25449.75,25487.0,37.25,25468.375,true,2026-02-01T20:03:00.000000,OTHER,0.0,134.75,0.0,true,true,true,true,7,8,50,71,false,false,false,false,false,false
117,bearish,483,2026-02-01T21:00:00.000000,25386.75,25400.0,13.25,25393.375,true,2026-02-01T21:01:00.000000,OTHER,0.0,104.25,0.0,true,true,true,true,11,13,32,40,false,false,false,false,false,false
118,bullish,488,2026-02-02T02:00:00.000000,25274.0,25340.5,66.5,25307.25,true,2026-02-03T12:13:00.000000,NY_PM_1200_1500,12.78,102.25,121.5,true,false,false,false,0,141,145,162,false,false,false,false,false,false
119,bullish,489,2026-02-02T03:00:00.000000,25351.0,25355.75,4.75,25353.375,true,2026-02-02T03:08:00.000000,OTHER,0.0,102.75,0.0,true,true,true,true,2,11,13,14,false,false,false,false,false,false
120,bullish,495,2026-02-02T09:00:00.000000,25540.0,25733.0,193.0,25636.5,true,2026-02-03T08:43:00.000000,NY_MORNING_0830_1130,5.18,105.25,2771.5,true,true,true,false,0,0,4,100842,false,false,false,false,false,false
121,bullish,496,2026-02-02T10:00:00.000000,25799.5,25803.0,3.5,25801.25,true,2026-02-02T10:06:00.000000,NY_MORNING_0830_1130,0.0,102.25,0.0,true,true,true,true,1,4,12,53,false,false,false,false,false,false
122,bullish,503,2026-02-02T18:00:00.000000,25896.0,25913.5,17.5,25904.75,true,2026-02-02T18:12:00.000000,OTHER,0.0,103.25,13.0,true,true,true,true,1,9,65,455,false,false,false,false,false,false
123,bearish,518,2026-02-03T09:00:00.000000,25646.75,25961.5,314.75,25804.125,true,2026-04-14T02:30:00.000000,OTHER,2.22,26.75,3298.0,true,false,false,false,150,,,,true,true,true,false,false,false
124,bearish,519,2026-02-03T10:00:00.000000,25619.75,25623.25,3.5,25621.5,true,2026-04-14T01:05:00.000000,OTHER,64.29,15.5,3325.0,false,false,false,false,,,,,false,false,false,false,false,false
