signal_id,ts,open,high,low,close,volume,trade_date,year,hour,minute,bias15,ema200,prev_close,prev_volume,vwap,in_orb,after_orb,orb_high,orb_low,orb_break_up_bar,orb_break_down_bar,orb_broke_up,orb_broke_down,range,body_signed,body_abs,body_pct,bear_move,bull_move,vol_spike,long_signal,short_signal,direction,side,long_entry_382,long_entry_50,short_entry_382,short_entry_50,entry_382,entry_50,stop,risk_382,risk_50
99,2022-02-14T10:15:00.000000,14271.25,14345.0,14271.25,14338.0,9957.0,2022-02-14,2022,10,15,1,14242.634620172515,14270.75,4973.0,14223.086411857648,false,true,14288.25,14182.0,true,false,true,false,73.75,66.75,66.75,90.5084745762712,-66.75,66.75,true,true,false,1,LONG,14299.4225,14308.125,14316.8275,14308.125,14299.4225,14308.125,14271.25,28.172500000000582,36.875
101,2022-02-16T13:20:00.000000,14489.75,14558.0,14480.0,14557.0,11370.0,2022-02-16,2022,13,20,1,14509.250304159154,14490.25,8233.0,14481.267917081777,false,true,14517.0,14430.5,true,false,true,true,78.0,67.25,67.25,86.21794871794873,-67.25,67.25,true,true,false,1,LONG,14509.796,14519.0,14528.204,14519.0,14509.796,14519.0,14480.0,29.796000000000276,39.0
103,2022-02-22T14:00:00.000000,13926.5,13998.0,13920.25,13996.75,10028.0,2022-02-22,2022,14,0,1,13845.40474315047,13926.25,9558.0,13885.403130437804,false,true,13986.75,13862.0,true,false,true,true,77.75,70.25,70.25,90.35369774919614,-70.25,70.25,true,true,false,1,LONG,13949.9505,13959.125,13968.2995,13959.125,13949.9505,13959.125,13920.25,29.70050000000083,38.875
111,2022-02-25T09:40:00.000000,13962.5,14038.5,13962.5,14038.25,8261.0,2022-02-25,2022,9,40,1,13850.20492909306,13962.75,5869.0,13929.756533308971,false,true,14013.5,13872.0,true,false,true,true,76.0,75.75,75.75,99.67105263157895,-75.75,75.75,true,true,false,1,LONG,13991.532,14000.5,14009.468,14000.5,13991.532,14000.5,13962.5,29.031999999999243,38.0
114,2022-03-04T12:40:00.000000,13911.75,13911.75,13842.75,13843.75,5958.0,2022-03-04,2022,12,40,-1,13915.140083959845,13912.75,2864.0,13870.735420370731,false,true,13995.5,13889.5,false,true,false,true,69.0,-68.0,68.0,98.55072463768117,68.0,-68.0,true,false,true,-1,SHORT,13869.108,13877.25,13885.392,13877.25,13885.392,13877.25,13911.75,26.358000000000175,34.5
116,2022-03-08T09:00:00.000000,13252.75,13252.75,13174.25,13183.25,10201.0,2022-03-08,2022,9,0,-1,13331.59141293094,13251.0,7385.0,13280.63574015943,false,true,13373.75,13221.75,false,true,false,true,78.5,-69.5,69.5,88.53503184713377,69.5,-69.5,true,false,true,-1,SHORT,13204.237,13213.5,13222.763,13213.5,13222.763,13213.5,13252.75,29.98699999999917,39.25
121,2022-03-10T13:00:00.000000,13527.5,13598.75,13519.25,13597.75,6662.0,2022-03-10,2022,13,0,1,13561.778818665412,13527.0,3657.0,13526.652547250489,false,true,13579.0,13486.25,true,false,true,true,79.5,70.25,70.25,88.36477987421384,-70.25,70.25,true,true,false,1,LONG,13549.619,13559.0,13568.381,13559.0,13549.619,13559.0,13519.25,30.369000000000597,39.75
123,2022-03-21T13:50:00.000000,14264.5,14343.5,14264.5,14339.75,9770.0,2022-03-21,2022,13,50,1,14323.816139640854,14264.5,4590.0,14325.453865527523,false,true,14296.75,14229.25,true,false,true,true,79.0,75.25,75.25,95.25316455696202,-75.25,75.25,true,true,false,1,LONG,14294.678,14304.0,14313.322,14304.0,14294.678,14304.0,14264.5,30.177999999999884,39.5
124,2022-03-31T13:50:00.000000,14958.0,14962.75,14891.25,14892.5,17682.0,2022-03-31,2022,13,50,-1,15063.3732411195,14954.0,7102.0,15020.396758803814,false,true,15059.25,15013.75,false,true,true,true,71.5,-65.5,65.5,91.6083916083916,65.5,-65.5,true,false,true,-1,SHORT,14918.563,14927.0,14935.437,14927.0,14935.437,14927.0,14962.75,27.313000000000102,35.75
125,2022-04-26T11:00:00.000000,13218.0,13219.5,13144.0,13151.0,8242.0,2022-04-26,2022,11,0,-1,13377.280537838285,13218.0,6856.0,13248.44798611541,false,true,13221.0,13137.25,false,false,false,true,75.5,-67.0,67.0,88.74172185430463,67.0,-67.0,true,false,true,-1,SHORT,13172.841,13181.75,13190.659,13181.75,13190.659,13181.75,13219.5,28.84100000000035,37.75
132,2022-05-12T08:50:00.000000,11965.75,12043.0,11965.0,12042.0,8474.0,2022-05-12,2022,8,50,1,11938.994102198012,11967.0,7655.0,11863.610928587043,false,true,12019.0,11917.0,true,false,true,false,78.0,76.25,76.25,97.75641025641025,-76.25,76.25,true,true,false,1,LONG,11994.796,12004.0,12013.204,12004.0,11994.796,12004.0,11965.0,29.796000000000276,39.0
133,2022-05-13T12:50:00.000000,12281.5,12352.25,12276.75,12349.75,6818.0,2022-05-13,2022,12,50,1,12202.859154060527,12281.0,4280.0,12270.851753168152,false,true,12342.0,12294.75,true,false,true,true,75.5,68.25,68.25,90.39735099337747,-68.25,68.25,true,true,false,1,LONG,12305.591,12314.5,12323.409,12314.5,12305.591,12314.5,12276.75,28.84100000000035,37.75
147,2022-09-22T13:50:00.000000,11672.75,11672.75,11602.25,11603.25,10030.0,2022-09-22,2022,13,50,-1,11639.564564732938,11673.25,8598.0,11610.875770322393,false,true,11624.25,11572.25,false,false,true,true,70.5,-69.5,69.5,98.58156028368793,69.5,-69.5,true,false,true,-1,SHORT,11629.181,11637.5,11645.819,11637.5,11645.819,11637.5,11672.75,26.931000000000495,35.25
149,2022-10-14T10:05:00.000000,10867.5,10867.5,10798.25,10800.0,9042.0,2022-10-14,2022,10,5,-1,11034.541073852237,10866.5,8253.0,11016.839351278033,false,true,10948.5,10856.25,false,true,true,true,69.25,-67.5,67.5,97.47292418772562,67.5,-67.5,true,false,true,-1,SHORT,10824.7035,10832.875,10841.0465,10832.875,10841.0465,10832.875,10867.5,26.45349999999962,34.625
180,2023-12-05T09:00:00.000000,15854.75,15928.5,15848.5,15925.5,28786.0,2023-12-05,2023,9,0,1,15816.53962019905,15854.5,7963.0,15822.868922715146,false,true,15849.5,15783.25,true,false,true,false,80.0,70.75,70.75,88.4375,-70.75,70.75,true,true,false,1,LONG,15879.06,15888.5,15897.94,15888.5,15879.06,15888.5,15848.5,30.55999999999949,40.0
182,2023-12-13T13:00:00.000000,16591.75,16669.75,16590.0,16668.0,28827.0,2023-12-13,2023,13,0,1,16596.9744452409,16590.5,2271.0,16620.137565590212,false,true,16657.25,16606.0,true,false,true,true,79.75,76.25,76.25,95.61128526645768,-76.25,76.25,true,true,false,1,LONG,16620.4645,16629.875,16639.2855,16629.875,16620.4645,16629.875,16590.0,30.464499999998225,39.875
183,2024-01-05T09:00:00.000000,16472.75,16545.5,16472.75,16540.25,19086.0,2024-01-05,2024,9,0,1,16433.175428403512,16471.5,8169.0,16433.64270040387,false,true,16494.25,16437.5,true,false,true,false,72.75,67.5,67.5,92.78350515463917,-67.5,67.5,true,true,false,1,LONG,16500.5405,16509.125,16517.7095,16509.125,16500.5405,16509.125,16472.75,27.790499999999156,36.375
184,2024-01-11T09:00:00.000000,16958.25,16961.5,16884.0,16891.0,15824.0,2024-01-11,2024,9,0,-1,16978.338545106402,16958.25,10775.0,16971.06576759984,false,true,17043.5,16975.0,false,true,false,true,77.5,-67.25,67.25,86.7741935483871,67.25,-67.25,true,false,true,-1,SHORT,16913.605,16922.75,16931.895,16922.75,16931.895,16922.75,16961.5,29.604999999999563,38.75
192,2024-04-04T12:25:00.000000,18400.75,18402.75,18327.25,18334.0,16193.0,2024-04-04,2024,12,25,-1,18472.11673797692,18400.5,13019.0,18492.64124146331,false,true,18513.75,18487.75,false,true,true,true,75.5,-66.75,66.75,88.41059602649007,66.75,-66.75,true,false,true,-1,SHORT,18356.091,18365.0,18373.909,18365.0,18373.909,18365.0,18402.75,28.84100000000035,37.75
199,2024-04-30T13:55:00.000000,17629.25,17629.75,17563.5,17563.5,35302.0,2024-04-30,2024,13,55,-1,17803.53391198803,17629.25,18491.0,17764.80710564201,false,true,17865.75,17818.0,false,true,true,true,66.25,-65.75,65.75,99.24528301886792,65.75,-65.75,true,false,true,-1,SHORT,17588.8075,17596.625,17604.4425,17596.625,17604.4425,17596.625,17629.75,25.30749999999898,33.125
203,2024-07-18T09:10:00.000000,19927.25,19930.25,19858.75,19860.0,14994.0,2024-07-18,2024,9,10,-1,20087.671040065063,19927.0,11992.0,20038.706915157243,false,true,20047.75,19893.0,false,true,false,true,71.5,-67.25,67.25,94.05594405594405,67.25,-67.25,true,false,true,-1,SHORT,19886.063,19894.5,19902.937,19894.5,19902.937,19894.5,19930.25,27.312999999998283,35.75
206,2024-07-25T09:10:00.000000,19179.25,19249.75,19175.0,19246.75,11926.0,2024-07-25,2024,9,10,1,19221.780596729423,19179.0,8898.0,19121.41022048771,false,true,19143.5,19041.75,true,false,true,false,74.75,67.5,67.5,90.3010033444816,-67.5,67.5,true,true,false,1,LONG,19203.5545,19212.375,19221.1955,19212.375,19203.5545,19212.375,19175.0,28.55449999999837,37.375
216,2024-08-06T14:45:00.000000,18164.25,18164.25,18096.75,18097.0,1363.0,2024-08-06,2024,14,45,-1,18254.131274359086,18166.75,731.0,18248.76407661482,false,true,18264.25,18127.5,false,true,true,true,67.5,-67.25,67.25,99.62962962962963,67.25,-67.25,true,false,true,-1,SHORT,18122.535,18130.5,18138.465,18130.5,18138.465,18130.5,18164.25,25.784999999999854,33.75
219,2024-08-08T13:40:00.000000,18435.75,18511.0,18434.25,18506.25,6945.0,2024-08-08,2024,13,40,1,18244.55210128043,18435.0,5103.0,18322.541151239573,false,true,18410.0,18355.0,true,false,true,true,76.75,70.5,70.5,91.85667752442997,-70.5,70.5,true,true,false,1,LONG,18463.5685,18472.625,18481.6815,18472.625,18463.5685,18472.625,18434.25,29.318500000001222,38.375
221,2024-08-12T10:55:00.000000,18688.0,18692.75,18620.75,18622.5,6446.0,2024-08-12,2024,10,55,-1,18645.632557440123,18688.5,2626.0,18655.670176811815,false,true,18743.25,18691.0,false,true,true,true,72.0,-65.5,65.5,90.97222222222221,65.5,-65.5,true,false,true,-1,SHORT,18648.254,18656.75,18665.246,18656.75,18665.246,18656.75,18692.75,27.504000000000815,36.0
222,2024-08-19T13:50:00.000000,19770.25,19844.5,19770.25,19838.25,11201.0,2024-08-19,2024,13,50,1,19654.64183341833,19770.25,3590.0,19653.194774756073,false,true,19633.0,19592.75,true,false,true,false,74.25,68.0,68.0,91.58249158249158,-68.0,68.0,true,true,false,1,LONG,19798.6135,19807.375,19816.1365,19807.375,19798.6135,19807.375,19770.25,28.363499999999476,37.125
224,2024-08-22T10:50:00.000000,19788.25,19793.75,19720.0,19722.75,8502.0,2024-08-22,2024,10,50,-1,19893.879326768198,19789.0,7603.0,19865.88235865474,false,true,19916.5,19869.25,false,true,false,true,73.75,-65.5,65.5,88.8135593220339,65.5,-65.5,true,false,true,-1,SHORT,19748.1725,19756.875,19765.5775,19756.875,19765.5775,19756.875,19793.75,28.172500000000582,36.875
226,2024-08-28T09:10:00.000000,19435.5,19436.5,19357.0,19361.25,12763.0,2024-08-28,2024,9,10,-1,19613.985714838615,19434.5,5499.0,19549.20506834858,false,true,19592.75,19498.25,false,true,false,true,79.5,-74.25,74.25,93.39622641509435,74.25,-74.25,true,false,true,-1,SHORT,19387.369,19396.75,19406.131,19396.75,19406.131,19396.75,19436.5,30.368999999998778,39.75
236,2024-11-14T09:15:00.000000,21106.5,21109.0,21040.5,21041.0,9732.0,2024-11-14,2024,9,15,-1,21147.193399045744,21107.5,5227.0,21121.686979584094,false,true,21174.75,21079.0,false,true,false,true,68.5,-65.5,65.5,95.62043795620438,65.5,-65.5,true,false,true,-1,SHORT,21066.667,21074.75,21082.833,21074.75,21082.833,21074.75,21109.0,26.16700000000128,34.25
262,2024-12-31T14:50:00.000000,21289.0,21289.5,21210.0,21211.75,10012.0,2024-12-31,2024,14,50,-1,21367.351913157705,21289.25,6104.0,21334.006396525554,false,true,21488.5,21368.0,false,true,false,true,79.5,-77.25,77.25,97.16981132075472,77.25,-77.25,true,false,true,-1,SHORT,21240.369,21249.75,21259.131,21249.75,21259.131,21249.75,21289.5,30.368999999998778,39.75
269,2025-01-08T13:05:00.000000,21314.25,21394.0,21314.25,21390.75,9500.0,2025-01-08,2025,13,5,1,21372.089826263793,21313.75,5092.0,21327.495931234844,false,true,21384.75,21289.75,true,false,true,true,79.75,76.5,76.5,95.92476489028213,-76.5,76.5,true,true,false,1,LONG,21344.7145,21354.125,21363.5355,21354.125,21344.7145,21354.125,21314.25,30.464499999998225,39.875
280,2025-01-31T13:35:00.000000,21730.5,21733.5,21658.5,21659.5,6765.0,2025-01-31,2025,13,35,-1,21796.003564781382,21731.0,4837.0,21835.973566070472,false,true,21838.5,21765.0,false,true,true,true,75.0,-71.0,71.0,94.66666666666667,71.0,-71.0,true,false,true,-1,SHORT,21687.15,21696.0,21704.85,21696.0,21704.85,21696.0,21733.5,28.650000000001455,37.5
282,2025-02-03T09:10:00.000000,21201.0,21202.25,21122.25,21129.25,11651.0,2025-02-03,2025,9,10,-1,21244.589725057966,21200.5,9504.0,21205.467785862093,false,true,21314.5,21177.5,false,true,false,true,80.0,-71.75,71.75,89.6875,71.75,-71.75,true,false,true,-1,SHORT,21152.81,21162.25,21171.69,21162.25,21171.69,21162.25,21202.25,30.56000000000131,40.0
313,2025-03-13T13:35:00.000000,19272.75,19276.5,19206.0,19207.5,5123.0,2025-03-13,2025,13,35,-1,19431.658284806537,19274.25,4907.0,19397.036649988557,false,true,19531.25,19409.0,false,true,false,true,70.5,-65.25,65.25,92.5531914893617,65.25,-65.25,true,false,true,-1,SHORT,19232.931,19241.25,19249.569,19241.25,19249.569,19241.25,19276.5,26.931000000000495,35.25
345,2025-04-08T14:20:00.000000,17222.5,17225.75,17153.25,17155.75,2122.0,2025-04-08,2025,14,20,-1,17705.111300900466,17224.5,1996.0,17787.588426470084,false,true,18331.75,18226.25,false,true,false,true,72.5,-66.75,66.75,92.06896551724138,66.75,-66.75,true,false,true,-1,SHORT,17180.945,17189.5,17198.055,17189.5,17198.055,17189.5,17225.75,27.69499999999971,36.25
381,2025-06-18T13:25:00.000000,21994.75,21997.0,21919.0,21922.25,6282.0,2025-06-18,2025,13,25,-1,22010.41473007393,21995.0,4524.0,22012.895386541717,false,true,22097.75,22065.25,false,true,false,true,78.0,-72.5,72.5,92.94871794871796,72.5,-72.5,true,false,true,-1,SHORT,21948.796,21958.0,21967.204,21958.0,21967.204,21958.0,21997.0,29.795999999998457,39.0
407,2025-10-16T12:00:00.000000,24864.5,24871.5,24794.25,24794.5,5968.0,2025-10-16,2025,12,0,-1,24987.002541154307,24865.5,4613.0,24993.352912820334,false,true,25179.0,25081.5,false,true,false,true,77.25,-70.0,70.0,90.61488673139159,70.0,-70.0,true,false,true,-1,SHORT,24823.7595,24832.875,24841.9905,24832.875,24841.9905,24832.875,24871.5,29.509500000000116,38.625
414,2025-11-11T10:25:00.000000,25582.75,25585.75,25508.0,25511.5,9245.0,2025-11-11,2025,10,25,-1,25618.468434045124,25582.25,8556.0,25578.037241961192,false,true,25646.0,25588.5,false,true,false,true,77.75,-71.25,71.25,91.63987138263666,71.25,-71.25,true,false,true,-1,SHORT,25537.7005,25546.875,25556.0495,25546.875,25556.0495,25546.875,25585.75,29.70049999999901,38.875
420,2025-11-17T12:55:00.000000,24965.75,24965.75,24886.75,24895.25,9357.0,2025-11-17,2025,12,55,-1,25138.52106326444,24966.25,5737.0,25102.825792640244,false,true,25199.75,24955.0,false,true,true,true,79.0,-70.5,70.5,89.24050632911393,70.5,-70.5,true,false,true,-1,SHORT,24916.928,24926.25,24935.572,24926.25,24935.572,24926.25,24965.75,30.177999999999884,39.5
423,2025-11-19T13:50:00.000000,24605.75,24682.5,24604.25,24675.0,5028.0,2025-11-19,2025,13,50,1,24666.9905791798,24605.75,3377.0,24721.76915213607,false,true,24758.75,24572.5,false,false,true,true,78.25,69.25,69.25,88.49840255591054,-69.25,69.25,true,true,false,1,LONG,24634.1415,24643.375,24652.6085,24643.375,24634.1415,24643.375,24604.25,29.891500000001543,39.125
434,2025-12-01T09:50:00.000000,25342.25,25416.25,25339.5,25409.75,9442.0,2025-12-01,2025,9,50,1,25299.800784221392,25341.25,5334.0,25310.08183538522,false,true,25322.0,25209.25,true,false,true,false,76.75,67.5,67.5,87.94788273615634,-67.5,67.5,true,true,false,1,LONG,25368.8185,25377.875,25386.9315,25377.875,25368.8185,25377.875,25339.5,29.318500000001222,38.375
437,2025-12-12T09:00:00.000000,25558.25,25559.0,25479.25,25486.0,13502.0,2025-12-12,2025,9,0,-1,25619.920352243527,25558.25,7523.0,25568.946400593573,false,true,25619.5,25528.5,false,true,false,true,79.75,-72.25,72.25,90.59561128526646,72.25,-72.25,true,false,true,-1,SHORT,25509.7145,25519.125,25528.5355,25519.125,25528.5355,25519.125,25559.0,30.464499999998225,39.875
453,2026-02-04T10:30:00.000000,25130.75,25136.75,25061.75,25064.25,6449.0,2026-02-04,2026,10,30,-1,25397.20073126583,25131.5,6097.0,25256.301037669346,false,true,25390.0,25230.0,false,true,false,true,75.0,-66.5,66.5,88.66666666666667,66.5,-66.5,true,false,true,-1,SHORT,25090.4,25099.25,25108.1,25099.25,25108.1,25099.25,25136.75,28.650000000001455,37.5
458,2026-02-11T10:25:00.000000,25265.25,25271.75,25192.75,25193.0,5385.0,2026-02-11,2026,10,25,-1,25273.247420691245,25266.0,4256.0,25259.764665962037,false,true,25465.25,25339.25,false,true,false,true,79.0,-72.25,72.25,91.45569620253164,72.25,-72.25,true,false,true,-1,SHORT,25222.928,25232.25,25241.572,25232.25,25241.572,25232.25,25271.75,30.177999999999884,39.5
462,2026-02-17T11:40:00.000000,24719.75,24720.0,24646.5,24649.5,4730.0,2026-02-17,2026,11,40,-1,24665.90640485208,24718.5,2400.0,24637.692260223623,false,true,24815.75,24605.75,false,false,false,true,73.5,-70.25,70.25,95.578231292517,70.25,-70.25,true,false,true,-1,SHORT,24674.577,24683.25,24691.923,24683.25,24691.923,24683.25,24720.0,28.077000000001135,36.75
468,2026-03-05T11:05:00.000000,25110.75,25123.0,25044.0,25045.0,7609.0,2026-03-05,2026,11,5,-1,25058.16268997977,25110.75,5486.0,25061.8695071695,false,true,25125.25,24985.25,false,false,true,true,79.0,-65.75,65.75,83.22784810126582,65.75,-65.75,true,false,true,-1,SHORT,25074.178,25083.5,25092.822,25083.5,25092.822,25083.5,25123.0,30.177999999999884,39.5
481,2026-03-23T11:30:00.000000,24355.75,24434.25,24354.75,24423.25,4715.0,2026-03-23,2026,11,30,1,24283.21372723185,24355.25,2690.0,24437.02285099252,false,true,24654.25,24596.0,false,true,true,true,79.5,67.5,67.5,84.90566037735849,-67.5,67.5,true,true,false,1,LONG,24385.119,24394.5,24403.881,24394.5,24385.119,24394.5,24354.75,30.368999999998778,39.75
482,2026-03-24T12:35:00.000000,24280.25,24348.0,24279.75,24345.25,5010.0,2026-03-24,2026,12,35,1,24304.998592884254,24281.25,4462.0,24276.05678280628,false,true,24251.75,24182.75,true,false,true,true,68.25,65.0,65.0,95.23809523809523,-65.0,65.0,true,true,false,1,LONG,24305.8215,24313.875,24321.9285,24313.875,24305.8215,24313.875,24279.75,26.071499999998196,34.125
