timeframe,fvg_ts,year,month,symbol,direction,displacement,gap_width,gap_low,gap_high,gap_mid,touched_10d,touch_ts,reclaimed_after_touch,reclaim_ts,width_ge_5,width_ge_10,width_ge_20,width_ge_30,width_ge_50
4h,2026-01-08T04:00:00.000000,2026,1,NQH6,bear,false,9.25,25805.25,25814.5,25809.875,true,2026-01-08T07:24:00.000000,true,2026-01-08T07:24:00.000000,true,false,false,false,false
4h,2026-01-08T16:00:00.000000,2026,1,NQH6,bear,false,35.0,25703.75,25738.75,25721.25,true,2026-01-08T17:52:00.000000,true,2026-01-08T17:52:00.000000,true,true,true,true,false
4h,2026-01-09T16:00:00.000000,2026,1,NQH6,bull,true,43.5,25767.25,25810.75,25789.0,true,2026-01-12T00:38:00.000000,true,2026-01-12T00:39:00.000000,true,true,true,true,false
4h,2026-01-09T20:00:00.000000,2026,1,NQH6,bull,false,44.25,25879.0,25923.25,25901.125,true,2026-01-09T21:47:00.000000,true,2026-01-09T21:47:00.000000,true,true,true,true,false
4h,2026-01-12T00:00:00.000000,2026,1,NQH6,bear,true,20.5,25902.75,25923.25,25913.0,true,2026-01-12T00:03:00.000000,true,2026-01-12T00:03:00.000000,true,true,true,false,false
4h,2026-01-12T04:00:00.000000,2026,1,NQH6,bear,false,123.75,25746.25,25870.0,25808.125,true,2026-01-12T07:10:00.000000,true,2026-01-12T07:10:00.000000,true,true,true,true,true
4h,2026-01-12T16:00:00.000000,2026,1,NQH6,bull,false,151.0,25750.0,25901.0,25825.5,true,2026-01-12T23:53:00.000000,true,2026-01-12T23:53:00.000000,true,true,true,true,true
4h,2026-01-13T00:00:00.000000,2026,1,NQH6,bear,false,2.75,25898.25,25901.0,25899.625,true,2026-01-13T00:02:00.000000,true,2026-01-13T00:02:00.000000,false,false,false,false,false
4h,2026-01-14T12:00:00.000000,2026,1,NQH6,bear,true,30.0,25805.5,25835.5,25820.5,true,2026-01-14T13:30:00.000000,true,2026-01-14T13:30:00.000000,true,true,true,true,false
4h,2026-01-14T16:00:00.000000,2026,1,NQH6,bear,false,120.0,25592.25,25712.25,25652.25,true,2026-01-14T16:30:00.000000,true,2026-01-14T16:30:00.000000,true,true,true,true,true
4h,2026-01-15T08:00:00.000000,2026,1,NQH6,bull,true,30.75,25643.0,25673.75,25658.375,true,2026-01-15T08:04:00.000000,true,2026-01-15T08:04:00.000000,true,true,true,true,false
4h,2026-01-15T12:00:00.000000,2026,1,NQH6,bull,false,80.25,25723.0,25803.25,25763.125,true,2026-01-15T15:52:00.000000,true,2026-01-15T15:52:00.000000,true,true,true,true,true
4h,2026-01-15T20:00:00.000000,2026,1,NQH6,bear,false,31.5,25771.75,25803.25,25787.5,true,2026-01-15T20:05:00.000000,true,2026-01-15T20:05:00.000000,true,true,true,true,false
4h,2026-01-16T04:00:00.000000,2026,1,NQH6,bull,false,13.0,25771.75,25784.75,25778.25,true,2026-01-16T04:03:00.000000,true,2026-01-16T04:03:00.000000,true,true,false,false,false
4h,2026-01-16T16:00:00.000000,2026,1,NQH6,bear,false,42.75,25752.75,25795.5,25774.125,true,2026-01-16T16:45:00.000000,true,2026-01-16T16:45:00.000000,true,true,true,true,false
4h,2026-01-18T20:00:00.000000,2026,1,NQH6,bear,false,182.0,25472.0,25654.0,25563.0,true,2026-01-18T23:00:00.000000,true,2026-01-18T23:00:00.000000,true,true,true,true,true
4h,2026-01-19T00:00:00.000000,2026,1,NQH6,bear,false,201.0,25470.0,25671.0,25570.5,true,2026-01-21T15:46:00.000000,true,2026-01-21T15:46:00.000000,true,true,true,true,true
4h,2026-01-19T20:00:00.000000,2026,1,NQH6,bull,false,18.75,25348.5,25367.25,25357.875,true,2026-01-19T23:16:00.000000,true,2026-01-19T23:16:00.000000,true,true,false,false,false
4h,2026-01-20T08:00:00.000000,2026,1,NQH6,bear,false,35.5,25288.25,25323.75,25306.0,true,2026-01-20T14:30:00.000000,true,2026-01-20T14:30:00.000000,true,true,true,true,false
4h,2026-01-20T20:00:00.000000,2026,1,NQH6,bear,false,5.75,25175.25,25181.0,25178.125,true,2026-01-20T23:02:00.000000,true,2026-01-20T23:02:00.000000,true,false,false,false,false
4h,2026-01-21T04:00:00.000000,2026,1,NQH6,bull,false,7.75,25175.25,25183.0,25179.125,true,2026-01-21T04:15:00.000000,true,2026-01-21T04:15:00.000000,true,false,false,false,false
4h,2026-01-23T04:00:00.000000,2026,1,NQH6,bull,false,5.75,25676.5,25682.25,25679.375,true,2026-01-23T07:46:00.000000,true,2026-01-23T07:46:00.000000,true,false,false,false,false
4h,2026-01-25T20:00:00.000000,2026,1,NQH6,bear,false,97.5,25585.5,25683.0,25634.25,true,2026-01-25T23:00:00.000000,true,2026-01-25T23:00:00.000000,true,true,true,true,true
4h,2026-01-26T00:00:00.000000,2026,1,NQH6,bear,false,3.5,25668.75,25672.25,25670.5,true,2026-01-26T01:53:00.000000,true,2026-01-26T01:53:00.000000,false,false,false,false,false
4h,2026-01-26T04:00:00.000000,2026,1,NQH6,bull,false,37.25,25585.5,25622.75,25604.125,true,2026-01-26T04:44:00.000000,true,2026-01-26T04:44:00.000000,true,true,true,true,false
4h,2026-01-26T16:00:00.000000,2026,1,NQH6,bull,false,108.75,25742.0,25850.75,25796.375,true,2026-01-26T16:21:00.000000,true,2026-01-26T16:21:00.000000,true,true,true,true,true
4h,2026-01-27T04:00:00.000000,2026,1,NQH6,bull,false,74.5,25897.0,25971.5,25934.25,true,2026-01-27T04:04:00.000000,true,2026-01-27T04:04:00.000000,true,true,true,true,true
4h,2026-01-28T00:00:00.000000,2026,1,NQH6,bull,false,28.75,26106.75,26135.5,26121.125,true,2026-01-28T16:42:00.000000,true,2026-01-28T16:42:00.000000,true,true,true,false,false
4h,2026-01-28T04:00:00.000000,2026,1,NQH6,bull,false,52.5,26148.0,26200.5,26174.25,true,2026-01-28T15:34:00.000000,true,2026-01-28T15:34:00.000000,true,true,true,true,true
4h,2026-01-28T08:00:00.000000,2026,1,NQH6,bull,false,24.25,26228.25,26252.5,26240.375,true,2026-01-28T09:32:00.000000,true,2026-01-28T09:32:00.000000,true,true,true,false,false
4h,2026-01-28T16:00:00.000000,2026,1,NQH6,bear,false,42.25,26210.25,26252.5,26231.375,true,2026-01-28T19:52:00.000000,true,2026-01-28T19:52:00.000000,true,true,true,true,false
4h,2026-01-29T16:00:00.000000,2026,1,NQH6,bear,true,276.75,25898.5,26175.25,26036.875,true,2026-01-29T19:18:00.000000,true,2026-01-29T19:18:00.000000,true,true,true,true,true
4h,2026-01-30T20:00:00.000000,2026,1,NQH6,bear,false,20.75,25731.75,25752.5,25742.125,true,2026-01-30T20:50:00.000000,true,2026-01-30T20:50:00.000000,true,true,true,false,false
4h,2026-02-02T12:00:00.000000,2026,2,NQH6,bull,true,74.0,25376.0,25450.0,25413.0,true,2026-02-03T17:12:00.000000,true,2026-02-03T17:13:00.000000,true,true,true,true,true
4h,2026-02-02T16:00:00.000000,2026,2,NQH6,bull,false,311.75,25491.25,25803.0,25647.125,true,2026-02-02T16:06:00.000000,true,2026-02-02T16:06:00.000000,true,true,true,true,true
4h,2026-02-03T16:00:00.000000,2026,2,NQH6,bear,true,315.25,25619.75,25935.0,25777.375,false,,false,,true,true,true,true,true
4h,2026-02-04T16:00:00.000000,2026,2,NQH6,bear,false,183.0,25171.5,25354.5,25263.0,true,2026-02-04T21:34:00.000000,true,2026-02-04T21:34:00.000000,true,true,true,true,true
4h,2026-02-05T16:00:00.000000,2026,2,NQH6,bear,false,91.25,24887.5,24978.75,24933.125,true,2026-02-05T17:47:00.000000,true,2026-02-05T17:47:00.000000,true,true,true,true,true
4h,2026-02-06T12:00:00.000000,2026,2,NQH6,bull,false,87.0,24613.75,24700.75,24657.25,true,2026-02-06T14:32:00.000000,true,2026-02-06T14:32:00.000000,true,true,true,true,true
4h,2026-02-06T16:00:00.000000,2026,2,NQH6,bull,false,7.25,24873.25,24880.5,24876.875,true,2026-02-12T16:20:00.000000,true,2026-02-12T16:23:00.000000,true,false,false,false,false
4h,2026-02-06T20:00:00.000000,2026,2,NQH6,bull,false,68.75,24984.0,25052.75,25018.375,true,2026-02-09T10:06:00.000000,true,2026-02-09T10:06:00.000000,true,true,true,true,true
4h,2026-02-08T20:00:00.000000,2026,2,NQH6,bull,false,29.75,25124.0,25153.75,25138.875,true,2026-02-08T23:00:00.000000,true,2026-02-08T23:00:00.000000,true,true,true,false,false
4h,2026-02-09T16:00:00.000000,2026,2,NQH6,bull,false,90.5,25215.25,25305.75,25260.5,true,2026-02-09T16:06:00.000000,true,2026-02-09T16:06:00.000000,true,true,true,true,true
4h,2026-02-12T08:00:00.000000,2026,2,NQH6,bull,false,4.0,25320.75,25324.75,25322.75,true,2026-02-12T08:40:00.000000,true,2026-02-12T08:40:00.000000,false,false,false,false,false
4h,2026-02-12T16:00:00.000000,2026,2,NQH6,bear,false,293.0,25031.75,25324.75,25178.25,true,2026-02-12T16:03:00.000000,true,2026-02-12T16:03:00.000000,true,true,true,true,true
4h,2026-02-12T20:00:00.000000,2026,2,NQH6,bear,false,93.75,24912.75,25006.5,24959.625,true,2026-02-13T15:33:00.000000,true,2026-02-13T15:33:00.000000,true,true,true,true,true
4h,2026-02-16T16:00:00.000000,2026,2,NQH6,bear,false,70.25,24770.75,24841.0,24805.875,true,2026-02-16T17:51:00.000000,true,2026-02-16T17:51:00.000000,true,true,true,true,true
4h,2026-02-17T04:00:00.000000,2026,2,NQH6,bear,false,75.25,24663.75,24739.0,24701.375,true,2026-02-17T07:55:00.000000,true,2026-02-17T07:55:00.000000,true,true,true,true,true
4h,2026-02-18T08:00:00.000000,2026,2,NQH6,bull,false,34.75,24798.75,24833.5,24816.125,true,2026-02-18T13:47:00.000000,true,2026-02-18T13:47:00.000000,true,true,true,true,false
4h,2026-02-23T00:00:00.000000,2026,2,NQH6,bear,false,43.25,24971.0,25014.25,24992.625,true,2026-02-23T09:08:00.000000,true,2026-02-23T09:08:00.000000,true,true,true,true,false
4h,2026-02-23T04:00:00.000000,2026,2,NQH6,bear,false,21.75,24914.75,24936.5,24925.625,true,2026-02-23T07:16:00.000000,true,2026-02-23T07:16:00.000000,true,true,true,false,false
4h,2026-02-23T16:00:00.000000,2026,2,NQH6,bear,false,57.25,24820.25,24877.5,24848.875,true,2026-02-23T18:23:00.000000,true,2026-02-23T18:23:00.000000,true,true,true,true,true
4h,2026-02-24T16:00:00.000000,2026,2,NQH6,bull,false,103.75,24865.5,24969.25,24917.375,true,2026-02-24T16:34:00.000000,true,2026-02-24T16:34:00.000000,true,true,true,true,true
4h,2026-02-25T12:00:00.000000,2026,2,NQH6,bull,true,37.25,25067.75,25105.0,25086.375,true,2026-02-25T12:13:00.000000,true,2026-02-25T12:13:00.000000,true,true,true,true,false
4h,2026-02-25T16:00:00.000000,2026,2,NQH6,bull,false,154.25,25128.5,25282.75,25205.625,true,2026-02-25T16:17:00.000000,true,2026-02-25T16:17:00.000000,true,true,true,true,true
4h,2026-02-26T08:00:00.000000,2026,2,NQH6,bull,false,1.75,25341.5,25343.25,25342.375,true,2026-02-26T08:47:00.000000,true,2026-02-26T08:47:00.000000,false,false,false,false,false
4h,2026-02-26T16:00:00.000000,2026,2,NQH6,bear,false,244.25,25099.0,25343.25,25221.125,true,2026-02-26T19:55:00.000000,true,2026-02-26T19:55:00.000000,true,true,true,true,true
4h,2026-03-01T20:00:00.000000,2026,3,NQH6,bear,false,58.0,24815.0,24873.0,24844.0,true,2026-03-01T23:12:00.000000,true,2026-03-01T23:12:00.000000,true,true,true,true,true
4h,2026-03-02T16:00:00.000000,2026,3,NQH6,bull,true,123.0,24729.0,24852.0,24790.5,true,2026-03-02T16:28:00.000000,true,2026-03-02T16:28:00.000000,true,true,true,true,true
4h,2026-03-03T04:00:00.000000,2026,3,NQH6,bear,false,80.25,24864.0,24944.25,24904.125,true,2026-03-03T04:01:00.000000,true,2026-03-03T04:01:00.000000,true,true,true,true,true
4h,2026-03-03T08:00:00.000000,2026,3,NQH6,bear,true,109.75,24694.5,24804.25,24749.375,true,2026-03-03T08:10:00.000000,true,2026-03-03T08:10:00.000000,true,true,true,true,true
4h,2026-03-03T12:00:00.000000,2026,3,NQH6,bear,false,7.25,24661.25,24668.5,24664.875,true,2026-03-03T14:39:00.000000,true,2026-03-03T14:39:00.000000,true,false,false,false,false
4h,2026-03-03T20:00:00.000000,2026,3,NQH6,bull,false,8.5,24661.25,24669.75,24665.5,true,2026-03-03T23:06:00.000000,true,2026-03-03T23:06:00.000000,true,false,false,false,false
4h,2026-03-04T12:00:00.000000,2026,3,NQH6,bull,true,42.75,24677.75,24720.5,24699.125,true,2026-03-04T12:31:00.000000,true,2026-03-04T12:31:00.000000,true,true,true,true,false
4h,2026-03-04T16:00:00.000000,2026,3,NQH6,bull,false,156.0,24895.0,25051.0,24973.0,true,2026-03-04T16:24:00.000000,true,2026-03-04T16:24:00.000000,true,true,true,true,true
4h,2026-03-06T04:00:00.000000,2026,3,NQH6,bull,false,21.75,25070.0,25091.75,25080.875,true,2026-03-06T07:13:00.000000,true,2026-03-06T07:13:00.000000,true,true,true,false,false
4h,2026-03-06T12:00:00.000000,2026,3,NQH6,bear,false,183.0,24908.75,25091.75,25000.25,true,2026-03-06T13:30:00.000000,true,2026-03-06T13:30:00.000000,true,true,true,true,true
4h,2026-03-08T20:00:00.000000,2026,3,NQH6,bear,true,271.25,24473.0,24744.25,24608.625,true,2026-03-08T22:00:00.000000,true,2026-03-08T22:00:00.000000,true,true,true,true,true
4h,2026-03-09T00:00:00.000000,2026,3,NQH6,bear,false,362.25,24238.75,24601.0,24419.875,true,2026-03-09T00:05:00.000000,true,2026-03-09T00:05:00.000000,true,true,true,true,true
4h,2026-03-09T16:00:00.000000,2026,3,NQH6,bull,true,80.0,24495.75,24575.75,24535.75,true,2026-03-09T17:43:00.000000,true,2026-03-09T17:43:00.000000,true,true,true,true,true
4h,2026-03-09T20:00:00.000000,2026,3,NQH6,bull,false,198.75,24659.25,24858.0,24758.625,true,2026-03-09T23:52:00.000000,true,2026-03-09T23:52:00.000000,true,true,true,true,true
4h,2026-03-12T00:00:00.000000,2026,3,NQH6,bear,false,31.25,24842.25,24873.5,24857.875,true,2026-03-12T01:43:00.000000,true,2026-03-12T01:43:00.000000,true,true,true,true,false
4h,2026-03-12T16:00:00.000000,2026,3,NQH6,bear,false,77.75,24735.25,24813.0,24774.125,true,2026-03-12T16:22:00.000000,true,2026-03-12T16:22:00.000000,true,true,true,true,true
4h,2026-03-16T00:00:00.000000,2026,3,NQM6,bull,false,246.75,24400.25,24647.0,24523.625,true,2026-03-18T19:59:00.000000,true,2026-03-18T19:59:00.000000,true,true,true,true,true
4h,2026-03-16T04:00:00.000000,2026,3,NQM6,bull,false,219.25,24496.75,24716.0,24606.375,true,2026-03-16T07:39:00.000000,true,2026-03-16T07:39:00.000000,true,true,true,true,true
4h,2026-03-16T12:00:00.000000,2026,3,NQM6,bull,false,34.25,24799.0,24833.25,24816.125,true,2026-03-16T14:50:00.000000,true,2026-03-16T14:50:00.000000,true,true,true,true,false
4h,2026-03-17T16:00:00.000000,2026,3,NQM6,bull,false,86.0,24860.25,24946.25,24903.25,true,2026-03-17T16:07:00.000000,true,2026-03-17T16:07:00.000000,true,true,true,true,true
4h,2026-03-18T04:00:00.000000,2026,3,NQM6,bull,false,100.5,25030.0,25130.5,25080.25,true,2026-03-18T04:41:00.000000,true,2026-03-18T04:41:00.000000,true,true,true,true,true
4h,2026-03-18T12:00:00.000000,2026,3,NQM6,bear,true,11.5,25119.0,25130.5,25124.75,false,,false,,true,true,false,false,false
4h,2026-03-18T16:00:00.000000,2026,3,NQM6,bear,true,181.0,24916.5,25097.5,25007.0,true,2026-03-18T18:04:00.000000,true,2026-03-18T18:04:00.000000,true,true,true,true,true
4h,2026-03-18T20:00:00.000000,2026,3,NQM6,bear,false,121.75,24690.0,24811.75,24750.875,true,2026-03-18T20:01:00.000000,true,2026-03-18T20:01:00.000000,true,true,true,true,true
4h,2026-03-20T20:00:00.000000,2026,3,NQM6,bear,false,11.5,24219.75,24231.25,24225.5,true,2026-03-20T20:59:00.000000,true,2026-03-20T20:59:00.000000,true,true,false,false,false
4h,2026-03-23T00:00:00.000000,2026,3,NQM6,bear,false,5.0,24091.0,24096.0,24093.5,true,2026-03-23T00:23:00.000000,true,2026-03-23T00:23:00.000000,true,false,false,false,false
4h,2026-03-23T12:00:00.000000,2026,3,NQM6,bull,false,311.25,24033.75,24345.0,24189.375,true,2026-03-23T12:01:00.000000,true,2026-03-23T12:01:00.000000,true,true,true,true,true
4h,2026-03-26T20:00:00.000000,2026,3,NQM6,bear,false,8.0,24022.25,24030.25,24026.25,true,2026-03-26T20:12:00.000000,true,2026-03-26T20:12:00.000000,true,false,false,false,false
4h,2026-03-27T12:00:00.000000,2026,3,NQM6,bear,false,186.25,23667.5,23853.75,23760.625,true,2026-03-31T16:39:00.000000,true,2026-03-31T16:39:00.000000,true,true,true,true,true
4h,2026-03-27T16:00:00.000000,2026,3,NQM6,bear,true,51.5,23556.75,23608.25,23582.5,true,2026-03-30T11:26:00.000000,true,2026-03-30T11:26:00.000000,true,true,true,true,true
4h,2026-03-27T20:00:00.000000,2026,3,NQM6,bear,false,109.5,23330.5,23440.0,23385.25,true,2026-03-27T20:01:00.000000,true,2026-03-27T20:01:00.000000,true,true,true,true,true
4h,2026-03-29T20:00:00.000000,2026,3,NQM6,bear,false,26.75,23242.25,23269.0,23255.625,true,2026-03-29T22:22:00.000000,true,2026-03-29T22:22:00.000000,true,true,true,false,false
4h,2026-03-30T04:00:00.000000,2026,3,NQM6,bull,false,46.0,23242.25,23288.25,23265.25,true,2026-03-30T04:03:00.000000,true,2026-03-30T04:03:00.000000,true,true,true,true,false
4h,2026-03-30T08:00:00.000000,2026,3,NQM6,bull,false,66.75,23306.5,23373.25,23339.875,true,2026-03-30T10:43:00.000000,true,2026-03-30T10:43:00.000000,true,true,true,true,true
4h,2026-03-30T20:00:00.000000,2026,3,NQM6,bear,false,114.5,23147.75,23262.25,23205.0,true,2026-03-30T22:05:00.000000,true,2026-03-30T22:05:00.000000,true,true,true,true,true
4h,2026-03-31T04:00:00.000000,2026,3,NQM6,bull,false,87.25,23147.75,23235.0,23191.375,true,2026-03-31T05:15:00.000000,true,2026-03-31T05:15:00.000000,true,true,true,true,true
4h,2026-03-31T16:00:00.000000,2026,3,NQM6,bull,true,37.75,23398.0,23435.75,23416.875,false,,false,,true,true,true,true,false
4h,2026-03-31T20:00:00.000000,2026,3,NQM6,bull,false,280.5,23587.75,23868.25,23728.0,true,2026-03-31T20:04:00.000000,true,2026-03-31T20:04:00.000000,true,true,true,true,true
4h,2026-04-02T04:00:00.000000,2026,4,NQM6,bear,false,276.0,23882.0,24158.0,24020.0,true,2026-04-02T07:59:00.000000,true,2026-04-02T07:59:00.000000,true,true,true,true,true
4h,2026-04-02T16:00:00.000000,2026,4,NQM6,bull,false,175.75,23881.75,24057.5,23969.625,true,2026-04-02T16:20:00.000000,true,2026-04-02T16:20:00.000000,true,true,true,true,true
4h,2026-04-05T20:00:00.000000,2026,4,NQM6,bear,false,17.25,24097.0,24114.25,24105.625,true,2026-04-05T22:58:00.000000,true,2026-04-05T22:58:00.000000,true,true,false,false,false
4h,2026-04-06T04:00:00.000000,2026,4,NQM6,bull,false,110.25,24097.0,24207.25,24152.125,true,2026-04-06T07:11:00.000000,true,2026-04-06T07:11:00.000000,true,true,true,true,true
4h,2026-04-07T04:00:00.000000,2026,4,NQM6,bear,false,34.25,24264.0,24298.25,24281.125,true,2026-04-07T04:50:00.000000,true,2026-04-07T04:50:00.000000,true,true,true,true,false
4h,2026-04-07T20:00:00.000000,2026,4,NQM6,bull,true,37.75,24308.0,24345.75,24326.875,false,,false,,true,true,true,true,false
4h,2026-04-08T00:00:00.000000,2026,4,NQM6,bull,false,626.75,24381.0,25007.75,24694.375,true,2026-04-08T00:36:00.000000,true,2026-04-08T00:36:00.000000,true,true,true,true,true
4h,2026-04-08T04:00:00.000000,2026,4,NQM6,bull,false,16.5,25086.0,25102.5,25094.25,true,2026-04-08T13:41:00.000000,true,2026-04-08T13:41:00.000000,true,true,false,false,false
4h,2026-04-08T08:00:00.000000,2026,4,NQM6,bull,false,15.5,25118.75,25134.25,25126.5,true,2026-04-08T08:04:00.000000,true,2026-04-08T08:04:00.000000,true,true,false,false,false
4h,2026-04-09T16:00:00.000000,2026,4,NQM6,bull,false,106.0,25039.0,25145.0,25092.0,true,2026-04-09T18:25:00.000000,true,2026-04-09T18:25:00.000000,true,true,true,true,true
4h,2026-04-12T20:00:00.000000,2026,4,NQM6,bear,false,203.0,25019.25,25222.25,25120.75,true,2026-04-12T22:12:00.000000,true,2026-04-12T22:12:00.000000,true,true,true,true,true
4h,2026-04-13T00:00:00.000000,2026,4,NQM6,bear,false,183.0,25093.75,25276.75,25185.25,true,2026-04-13T01:57:00.000000,true,2026-04-13T01:57:00.000000,true,true,true,true,true
4h,2026-04-13T04:00:00.000000,2026,4,NQM6,bull,false,30.25,25019.25,25049.5,25034.375,true,2026-04-13T04:04:00.000000,true,2026-04-13T04:04:00.000000,true,true,true,true,false
4h,2026-04-13T16:00:00.000000,2026,4,NQM6,bull,true,87.75,25194.75,25282.5,25238.625,true,2026-04-13T16:05:00.000000,true,2026-04-13T16:05:00.000000,true,true,true,true,true
4h,2026-04-13T20:00:00.000000,2026,4,NQM6,bull,false,172.75,25360.75,25533.5,25447.125,true,2026-04-13T20:03:00.000000,true,2026-04-13T20:03:00.000000,true,true,true,true,true
4h,2026-04-14T00:00:00.000000,2026,4,NQM6,bull,false,9.75,25550.25,25560.0,25555.125,true,2026-04-14T00:06:00.000000,true,2026-04-14T00:06:00.000000,true,false,false,false,false
4h,2026-04-14T08:00:00.000000,2026,4,NQM6,bull,false,9.75,25600.0,25609.75,25604.875,true,2026-04-14T08:02:00.000000,true,2026-04-14T08:02:00.000000,true,false,false,false,false
4h,2026-04-14T12:00:00.000000,2026,4,NQM6,bull,true,8.25,25643.5,25651.75,25647.625,true,2026-04-14T13:27:00.000000,true,2026-04-14T13:27:00.000000,true,false,false,false,false
4h,2026-04-14T16:00:00.000000,2026,4,NQM6,bull,false,174.0,25698.0,25872.0,25785.0,false,,false,,true,true,true,true,true
4h,2026-04-14T20:00:00.000000,2026,4,NQM6,bull,false,72.25,25899.75,25972.0,25935.875,true,2026-04-14T20:03:00.000000,true,2026-04-14T20:03:00.000000,true,true,true,true,true
4h,2026-04-15T16:00:00.000000,2026,4,NQM6,bull,true,54.25,26048.0,26102.25,26075.125,true,2026-04-15T16:56:00.000000,true,2026-04-15T16:56:00.000000,true,true,true,true,true
4h,2026-04-15T20:00:00.000000,2026,4,NQM6,bull,false,114.5,26215.5,26330.0,26272.75,true,2026-04-15T20:13:00.000000,true,2026-04-15T20:13:00.000000,true,true,true,true,true
4h,2026-04-16T00:00:00.000000,2026,4,NQM6,bull,false,11.25,26377.5,26388.75,26383.125,true,2026-04-16T00:04:00.000000,true,2026-04-16T00:04:00.000000,true,true,false,false,false
4h,2026-04-17T12:00:00.000000,2026,4,NQM6,bull,true,69.25,26492.25,26561.5,26526.875,true,2026-04-19T22:00:00.000000,true,2026-04-19T22:00:00.000000,true,true,true,true,true
4h,2026-04-17T16:00:00.000000,2026,4,NQM6,bull,false,167.25,26568.25,26735.5,26651.875,true,2026-04-17T17:24:00.000000,true,2026-04-17T17:24:00.000000,true,true,true,true,true
4h,2026-04-19T20:00:00.000000,2026,4,NQM6,bear,false,53.5,26682.0,26735.5,26708.75,true,2026-04-19T23:10:00.000000,true,2026-04-19T23:10:00.000000,true,true,true,true,true
4h,2026-04-20T00:00:00.000000,2026,4,NQM6,bear,false,101.25,26714.75,26816.0,26765.375,true,2026-04-20T01:56:00.000000,true,2026-04-20T01:56:00.000000,true,true,true,true,true
4h,2026-04-21T00:00:00.000000,2026,4,NQM6,bull,false,33.0,26752.0,26785.0,26768.5,true,2026-04-21T00:38:00.000000,true,2026-04-21T00:38:00.000000,true,true,true,true,false
4h,2026-04-21T16:00:00.000000,2026,4,NQM6,bear,true,10.75,26786.5,26797.25,26791.875,true,2026-04-21T19:31:00.000000,true,2026-04-21T19:31:00.000000,true,true,false,false,false
4h,2026-04-22T16:00:00.000000,2026,4,NQM6,bull,false,94.0,26863.25,26957.25,26910.25,true,2026-04-22T16:58:00.000000,true,2026-04-22T16:58:00.000000,true,true,true,true,true
4h,2026-04-22T20:00:00.000000,2026,4,NQM6,bull,false,57.25,27008.75,27066.0,27037.375,true,2026-04-22T22:00:00.000000,true,2026-04-22T22:00:00.000000,true,true,true,true,true
4h,2026-04-23T04:00:00.000000,2026,4,NQM6,bear,false,52.5,27013.5,27066.0,27039.75,true,2026-04-23T07:49:00.000000,true,2026-04-23T07:49:00.000000,true,true,true,true,true
4h,2026-04-24T12:00:00.000000,2026,4,NQM6,bull,false,15.5,27114.75,27130.25,27122.5,true,2026-04-24T13:56:00.000000,true,2026-04-24T13:56:00.000000,true,true,false,false,false
4h,2026-04-28T08:00:00.000000,2026,4,NQM6,bear,true,26.0,27360.0,27386.0,27373.0,true,2026-04-28T08:29:00.000000,true,2026-04-28T08:29:00.000000,true,true,true,false,false
4h,2026-04-28T12:00:00.000000,2026,4,NQM6,bear,false,68.0,27252.0,27320.0,27286.0,true,2026-04-28T13:49:00.000000,true,2026-04-28T13:49:00.000000,true,true,true,true,true
