stage,signal_time,entry_time,date,entry,signal_high,signal_low,signal_close,stop,target,exit_price,exit_time,outcome,risk_points,pnl_points,rr,mfe,mae
step1_market,2025-08-19 08:48:00,2025-08-19 08:49:00,2025-08-19,23563.25,23597.0,23558.75,23563.5,23599.0,23491.75,23599.0,2025-08-19 08:56:00,loss,35.75,-35.75,-1.0,5.0,-36.75
step1_market,2025-08-20 08:46:00,2025-08-20 08:47:00,2025-08-20,23051.25,23085.0,23042.75,23051.0,23087.0,22979.75,23087.0,2025-08-20 08:48:00,loss,35.75,-35.75,-1.0,0.5,-35.75
step1_market,2025-08-21 09:50:00,2025-08-21 09:51:00,2025-08-21,23236.75,23258.0,23235.25,23236.5,23260.0,23190.25,23190.25,2025-08-21 10:00:00,win,23.25,46.5,2.0,49.5,-5.75
step1_market,2025-08-21 10:26:00,2025-08-21 10:27:00,2025-08-21,23179.75,23202.25,23178.75,23178.75,23204.25,23130.75,23204.25,2025-08-21 10:31:00,loss,24.5,-24.5,-1.0,7.0,-25.0
step1_market,2025-08-21 10:58:00,2025-08-21 10:59:00,2025-08-21,23151.25,23180.25,23150.5,23151.0,23182.25,23089.25,23182.25,2025-08-21 11:04:00,loss,31.0,-31.0,-1.0,0.0,-31.75
step1_market,2025-08-21 11:10:00,2025-08-21 11:11:00,2025-08-21,23160.0,23182.75,23158.75,23160.75,23184.75,23110.5,23184.75,2025-08-21 11:36:00,loss,24.75,-24.75,-1.0,41.0,-25.5
step1_market,2025-08-25 10:37:00,2025-08-25 10:38:00,2025-08-25,23592.0,23600.25,23589.75,23592.5,23602.25,23571.5,23602.25,2025-08-25 10:42:00,loss,10.25,-10.25,-1.0,3.25,-11.5
step1_market,2025-08-26 09:16:00,2025-08-26 09:17:00,2025-08-26,23513.25,23531.75,23511.75,23512.75,23533.75,23472.25,23533.75,2025-08-26 09:24:00,loss,20.5,-20.5,-1.0,0.0,-21.75
step1_market,2025-08-26 09:34:00,2025-08-26 09:35:00,2025-08-26,23494.25,23510.25,23493.25,23494.25,23512.25,23458.25,23512.25,2025-08-26 09:38:00,loss,18.0,-18.0,-1.0,1.0,-21.5
step1_market,2025-08-26 11:07:00,2025-08-26 11:08:00,2025-08-26,23528.0,23538.0,23526.25,23528.0,23540.0,23504.0,23540.0,2025-08-26 11:28:00,loss,12.0,-12.0,-1.0,18.25,-13.25
step1_market,2025-08-26 11:10:00,2025-08-26 11:11:00,2025-08-26,23514.25,23525.0,23512.75,23515.0,23527.0,23488.75,23527.0,2025-08-26 11:13:00,loss,12.75,-12.75,-1.0,4.5,-13.75
step1_market,2025-08-26 11:15:00,2025-08-26 11:16:00,2025-08-26,23520.75,23530.25,23520.0,23520.75,23532.25,23497.75,23532.25,2025-08-26 11:21:00,loss,11.5,-11.5,-1.0,2.25,-15.25
step1_market,2025-08-27 09:32:00,2025-08-27 09:33:00,2025-08-27,23582.75,23590.75,23580.5,23582.75,23592.75,23562.75,23592.75,2025-08-27 09:34:00,loss,10.0,-10.0,-1.0,0.25,-12.5
step1_market,2025-08-27 10:20:00,2025-08-27 10:21:00,2025-08-27,23582.25,23592.25,23580.75,23582.25,23594.25,23558.25,23558.25,2025-08-27 10:26:00,win,12.0,24.0,2.0,33.0,-5.25
step1_market,2025-08-27 10:26:00,2025-08-27 10:27:00,2025-08-27,23551.75,23560.5,23549.25,23552.25,23562.5,23530.25,23562.5,2025-08-27 10:29:00,loss,10.75,-10.75,-1.0,6.5,-15.5
step1_market,2025-08-29 08:50:00,2025-08-29 08:51:00,2025-08-29,23429.75,23453.0,23426.5,23429.0,23455.0,23379.25,23455.0,2025-08-29 09:01:00,loss,25.25,-25.25,-1.0,14.5,-26.5
